ID	title	author	DOI	vol	JOURNAL
EBib000641	Composition of the Essential Oil of Eryngium paniculatum Cav.	Maria I. Cobos, Justo L. Rodriguez, Antonio de Petre, Estela Spahn, Jose Casermeiro, Abel G. Lopez, Julio A. Zygadlo	10.1080/10412905.2002.9699777	VOL. 14, 82-83 (Mar/Apr 2002)	Journal of Essential Oil Research
EBib000642	Composition of the Essential Oil of Ferula macrocolea (Boiss.) Boiss. from Iran	Abdolhossein Rustaiyan, Marjan Nadimi, Hefzollah Mazloomifar, Shiva Masoudi	10.1080/10412905.2005.9698829	VOL. 17, 55-56 (Jan/Feb 2005)	Journal of Essential Oil Research
EBib000643	Composition of the Essential Oil of Ferulago angulata (Schlecht.) Boiss. from Iran	Abdolhossein Rustaiyan, Soheila Sedaghat, Kambiz Larijani, Morteza Khossravi & Shiva Masoudi	10.1080/10412905.2002.9699917	VOL. 14, 447-448 (Nov/Dec 2002)	Journal of Essential Oil Research
EBib000644	Composition of the Essential Oil of Heracleum argaeum Boiss. et Bal.	K. H.C. Baser, M. Kürkçüoglu & Z. Aytaç	10.1080/10412905.1998.9700971	VOL. 10, 561-562 (Sep/Oct 1998)	Journal of Essential Oil Research
EBib000645	Composition of the Essential Oil of Heracleum paphlagonicum Czeczott	K. H.C. Baser, M. Kürkçüoglu, N. Adigüzel, Z. Aytaç,D. Joulain & R. Laurent	10.1080/10412905.2000.9699542	VOL. 12, 385-386 (May/June 2000)	Journal of Essential Oil Research
EBib000646	Composition of the Essential Oil of Herniaria incana Lam. From Greece.	Diamanto M. Lazari, Helen D. Skaltsa, Theophanis Constantinidis.	10.1080/10412905.2000.9712205	VOL. 12, 435-437 (July/Aug 2000)	Journal of Essential Oil Research
EBib000647	Composition of the Essential Oil of Hippia frutescens (L.) L.	W.E. Campbell	10.1080/10412905.1997.9700816	VOL. 9, 703-704 (Nov/Dec 1997)	Journal of Essential Oil Research
EBib000648	Composition of the Essential Oil of Hippomarathrum cristatum (DC.) Boiss.	Gülmira Özek, Temel Özek, K. Hüsnü Can Ba?er, Ergin Hamzaoglu & Ahmet Duran	10.1080/10412905.2007.9699325	VOL. 19, 540-542 (Nov/Dec 2007)	Journal of Essential Oil Research
EBib000649	Composition of the Essential Oil of Hymenocrater calycinus (Boiss.) Benth. from Iran	Ali Firouznia, Abdolhossein Rustaiyan, Marjan Nadimi, Shiva Masoudi & Mohssen Bigdeli	10.1080/10412905.2005.9698984	VOL. 17, 527-529 (Sep/Oct 2005)	Journal of Essential Oil Research
EBib000650	Composition of the Essential Oil of Lavender (Lavandula angustifolia MiII.) from Lithuania	P.R.Venskutonis, A. Dapkevicius, M. Baranauskiene	10.1080/10412905.1997.9700727	VOL. 9, 107-110 (Jan/Feb 1997)	Journal of Essential Oil Research
EBib000651	Composition of the Essential Oil of Levisticum officinale W.D.J. Koch from Some European Countries	Ain Raal, Elmar Arak, Anne Orav, Tiiu Kailas & Mati Müürisepp	10.1080/10412905.2008.9700022	VOL. 20, 318-321 (July/Aug 2008)	Journal of Essential Oil Research
EBib000652	Composition of the Essential Oil of Lomatium torreyi	Armineh Bedrossian, Philip E. Beauchamp, Vasu Dev	10.1080/10412905.1998.9700951	VOL. 10, 473-477 (Sep/Oct 1998)	Journal of Essential Oil Research
EBib000653	Composition of the Essential Oil of Marrubium astracanicum Jacq	Z. Baher Nik & M. Mirza	10.1080/0972060x.2017.1392898	VOL. 15, 342-343 (Sep/Oct 2003)	Journal of Essential Oil Research
EBib000654	Composition of the Essential Oil of Marrubium bourgaei ssp. <i>caricum P.H. Davis	Betül Demirci, K. Hüsnü Can Baser & Nes'e Kirimer	10.1080/10412905.2004.9698674	VOL. 16, 133-134 (Mar/Apr 2004)	Journal of Essential Oil Research
EBib000655	Composition of the Essential Oil of Marrubium parviflorum Fisch. et Mey. subsp. oligodon (Boiss.) Seybold	Y. Bal, S. Kaban, N. Kirimer & K. H.C. Baser	10.1080/10412905.1999.9701143	VOL. 11, 300-302 (May/June 1999)	Journal of Essential Oil Research
EBib000656	Composition of the Essential Oil of Melissa officinalis L. from Cuba	Jorge A. Pino, Aristides Rosado & Victor Fuentes	10.1080/10412905.1999.9701155	VOL. 11, 363-364 (May/June 1999)	Journal of Essential Oil Research
EBib000657	Composition of the Essential Oil of Mentha microphylla from the Gennargentu Mountains (Sardinia, Italy)	Paolo Emilio Tomei, Rita Elisabetta Uncini Manganelli, Guido Flamini, Pier Luigi Cioni & Ivano Morelli	10.1021/jf026091w	VOL. 51(12), 3614-3617 (2003)	Journal of Agricultural and Food Chemistry
EBib000658	Composition of the Essential Oil of Microglossa Pyrrhopappa (A. Rich) Agnew var. Pyrrhopappa from Kenya	Julius W. Mwangi, Grace N. Thoithi, Hector R. Juliani Jr. & Julio A. Zygadlo	10.1080/10412905.2001.9699677	VOL. 13, 229-230 (July/Aug 2001)	Journal of Essential Oil Research
EBib000659	Composition of the Essential Oil of Micromeria biflora	G.R.Mallavarapu,S.Ramesh,K.Subrahmanya	10.1080/10412905.1997.9700709	VOL. 9, 23-26 (Jan/Feb 1997)	Journal of Essential Oil Research
EBib000660	Composition of the Essential Oil of Micromeria cremnophila Boiss. et Heldr. subsp. amana (Rech.fil) P.H.Davis	K.H.C. Baser. and B. Demircakmak, H.Duman	10.1080/10412905.1997.9700824	VOL. 9 725-726 (Nov/Dec 1997)	Journal of Essential Oil Research
EBib000661	Composition of the Essential Oil of Myrrhoides nodosa (L.) Cannon from Turkey	Gulendam Tumen, Mine Kurkcuoglu, Betul Demirci, K.Husnu Can Baser	10.1080/10412905.1999.9701059	VOL. 17, 126-127 ( Mar/Apr 2005)	Journal of Essential Oil Research
EBib000662	Composition of the Essential Oil of Nepefa befonicifolia C.A. Meyer from Turkey	K. Hüsnü Can Baser, Temel Oözek, Betül Bemirci & Gülendam Tümen	10.1080/10412905.2001.9699598	VOL. 13, 35-36 (Jan/Feb 2001)	Journal of Essential Oil Research
EBib000663	Composition of the Essential Oil of Nepeta asterotrichus Rech. F.et Aell. from Iran	Abdolhossein Rustaiyan, Aazam Monfared & Shiva Masoudi	10.1080/10412905.1999.9701118	VOL. 11, 229-230 (Mar/Apr 1999)	Journal of Essential Oil Research
EBib000664	Composition of the Essential Oil of Nepeta betonicifolia C.A. Meyer (Lamiaceae) from Turkey	Felice Senatore, Musa Ozcan	10.1080/10412905.2003.9712113	VOL. 15, 200-201 (May/June 2003)	Journal of Essential Oil Research
EBib000665	Composition of the Essential Oil of Nepeta curviflora Boiss. (Lamiaceae) from Lebanon	Felice Senatore, Nelly Apostolides Arnold, Franco Piozzi	10.1080/10412905.2005.9698898	VOL. 17, 268-270 (May/June 2005)	Journal of Essential Oil Research
EBib000666	Composition of the Essential Oil of Nepeta fissa C.A. Meyer	K.H.C. Baser, T.Ozek, B. Yildiz Z. Bahcecioglu, G. Tumen	10.1080/10412905.1993.9698205	VOL. 12, 27-28 (Jan/Feb 2000)	Journal of Essential Oil Research
EBib000667	Composition of the Essential Oil of Nepeta racemosa Lam. from Iran	Abdolhossein Rustaiyan, Morteza Khosravi, Kambiz Larijany, Shiva Masoudi	10.1080/10412905.2000.9699495	VOL. 12, 151-152 (Mar/Apr 2000)	Journal of Essential Oil Research
EBib000668	Composition of the Essential Oil of Nepeta rtanjensis Diklic et Milojevic, Lamiaceae from Serbia	Jean-Claude Chalachat, M.S. Gorunovic, S.D. Petrovic, Z.A. Maksimovic	10.1080/10412905.2000.9699507	VOL. 12, 238-240 (Mar/Apr 2000)	Journal of Essential Oil Research
EBib000669	Composition of the Essential Oil of Nepeta trachonitica Post from Turkey	G. Tümen, K. H.C. Baser, M. Kürkçüoglu, B. Demirci & B. Yildiz	10.1080/10412905.1999.9701059	VOL. 11, 21-22 (Jan/Feb 1999)	Journal of Essential Oil Research
EBib000670	Composition of the Essential Oil of Ocimum sanctum L. grown in Poland During Vegetation	Agnieszka Kicel, AnnaKurowska, Danuta Kalemba	10.1080/10412905.2005.9698880	VOL. 17, 217-219 (Mar/Apr 2005)	Journal of Essential Oil Research
EBib000671	Composition of the Essential Oil of Origanum floribundum Munby from Algeria	K. H.C. Baser, M. Kürkçüoglu, Z. Houmani & L. Abed	10.1080/10412905.2000.9712208	VOL. 12, 753-756 (Nov/Dec 2000) 	Journal of Essential Oil Research
EBib000672	Composition of the Essential Oil of Origanum husnucan-baserii H.Duman, Z.Aytac et A.Duran, A New Species from Turkey	K.H.C. Baser, M. Kurkcuoglu, H.Duman, Z. Aytac	10.1080/10412905.1998.9700932	VOL. 10, 419-421 (July/Aug 1998)	Journal of Essential Oil Research
EBib000673	Composition of the Essential Oil of Origanum x adanense Baser et Duman	K.H.C. Baser, H. Duman, Z. Aytac	10.1080/10412905.2000.9699569	VOL. 12, 475-477 (July/Aug 2000)	Journal of Essential Oil Research
EBib000674	Composition of the Essential Oil of Pectis floribunda A. Rich.	Jorge A. Pino, Aristides Rosado & Victor Fuentes	10.1080/10412905.1999.9701062	VOL. 11, 31-32 (Jan/Feb 1999)	Journal of Essential Oil Research
EBib000675	Composition of the Essential Oil of Peucedanum cervariifolium C.A. Mey. from Iran	Ayoob Bazgir, Ahmad Shaabani & Fatemeh Sefidkon	10.1080/10412905.2005.9698936	VOL. 17, 380-381 (July/Aug 2005)	Journal of Essential Oil Research
EBib000676	Composition of the Essential Oil of Phlomis nissolii L.	Nese Kirimer, K. Hüsnü Can Ba?er & Mine Kürkcüoglu	10.1080/10412905.2006.9699177	VOL. 18, 600-601 (Nov/Dec 2006)	Journal of Essential Oil Research
EBib000677	Composition of the Essential Oil of Pichana [Baccharis spartioides (Hook, et Arn.) Remy (Compositae)] from Different Populations of the Patagonia, Argentina	Catalina M. van Baren, Paola Di Leo Lira, Arnaldo L. Bandoni, R. Fortunato, I. Mizrahi & M. Juárez	10.1080/10412905.2002.9699818	VOL. 14, 183-186 (May/June 2002)	Journal of Essential Oil Research
EBib000678	Composition of the Essential Oil of Polylepis besseri Hieron. ssp. Besseri from Bolivia.	Daniel Lorenzo, Eduardo Dellacassa, Ingrid Loayza, Walter de Groot.	10.1080/10412905.2002.9699845	VOL. 14, 254-256 (July/Aug 2002)	Journal of Essential Oil Research
EBib000679	Composition of the Essential Oil of Salvia atropatana Bunge	M. Mirza, L. Ahmadi	10.1080/10412905.2000.9712162	VOL. 12, 575-576 (Sep/Oct 2000)	Journal of Essential Oil Research
EBib000680	Composition of the Essential Oil of Salvia eremophila Boiss. Native to Iran	Zohreh Habibi, Tayebeh Biniaz, Shiva Masoudi, Abdolhossein Rustaiyan	10.1080/10412905.2004.9698686	VOL. 16, 172-173 (May/June 2004)	Journal of Essential Oil Research
EBib000681	Composition of the Essential Oil of Salvia limbata C.A.Mey	M.Mirza, V.Mozaffarian, Z.Baher Nik	10.1080/10412905.2005.9698815	VOL. 17, 10-11 (Jan/Feb 2005)	Journal of Essential Oil Research
EBib000682	Composition of the Essential Oil of Salvia sahendica Boiss. & Buhse.	A. Rustaiyan, H.Komeilizadeh, S.Masoudi, Amir-Reza Jassbi	10.1080/10412905.1997.9700820	VOL. 9, 713-714 (Nov/Dec 1997)	Journal of Essential Oil Research
EBib000683	Composition of the Essential Oil of Santolina ligustica	Guido Flamini, Alessandra Bertoli, Vania Taglioli, Pier Luigi Cioni, Ivano Morelli & Guido Spinelli	10.1080/10412905.1999.9701054	VOL. 11, 6-8 (Jan/Feb 1999)	Journal of Essential Oil Research
EBib000684	Composition of the Essential Oil of Satureja hortensis L. Seeds from Iran	Alireza Ghannadi	10.1080/10412905.2002.9699754	VOL. 14, 35-36 (Jan/Feb 2002)	Journal of Essential Oil Research
EBib000685	Composition of the Essential Oil of Satureja juliana (L.) Bentham ex Reichenb. from Greece	H.D. Skaltsa, D.M. Lazaris and A.E. Loukis	10.1080/10412905.1998.9700994	VOL. 10, 641-642 (Nov/Dec 1998)	Journal of Essential Oil Research
EBib000686	Composition of the Essential Oil of Spontaneous Rosamarinus officinalis from Greece and Antifungal Activity Against Phytopathogenic Fungi	Danae Pitarokili, Olga Tzakou, Anagyros Loukis	10.1080/10412905.2008.9700058	VOL. 20, 457-459 (Sep/Oct 2008)	Journal of Essential Oil Research
EBib000687	Composition of the Essential Oil of Stachys lavandulifolia Vahl. from Iran	Alireza Feizbaksh, Mohammad Saber Tehrani, Abdolhossein Rustaiyan, Shiva Masoudi	10.1080/10412905.2003.9712068	VOL. 15, 72-73 (Mar/Apr 2003)	Journal of Essential Oil Research
EBib000688	Composition of the Essential Oil of Stachys obtusicrena Boiss. from Iran	K. Javidnia, H. Rezai, R. Miri & A. Jafari	10.1080/10412905.2006.9699047	VOL. 18, 246-148 (Mar/Apr 2006)	Journal of Essential Oil Research
EBib000689	Composition of the Essential Oil of Syzygium cordatum Hochst. ex Krauss	Esmort H. Chisowa, G. Sakala, David R. Hall & Dudley I. Farman	10.1080/10412905.1998.9700980	VOL. 10, 591-592 (Sep/Oct 1998)	Journal of Essential Oil Research
EBib000690	Composition of the Essential Oil of Tanacetum balsamita L ssp. balsamitoides (Schultz Bip.) Grierson from Iran	Aazam Monfared, Saied Saeed Hosseini Davarani, Absolhossein Rustaiyan, Shiva Masoudi	10.1080/10412905.2002.9699741	VOL. 14,1-2 (Jan/Feb 2002)	Journal of Essential Oil Research
EBib000691	Composition of the Essential Oil of Tanacetum khorassanicum (krasch.) Parsa. A NewSpecies from Iran	Tahere Majed-Jabari, Hossein Vatanpoor, Abdolhossein Rustaiyan, Shiva Masoudi, Aazam Monfared	10.1080/10412905.2002.9699893	VOL. 14, 380-381 (Sep/Oct 2002)	Journal of Essential Oil Research
EBib000692	Composition of the Essential Oil of Tanacetum nubigenum Wallich ex DC.	Philip Beauchamp, Vasu Dev, Tapan Kashyap, Anand Melkani, Chandra Mathela & Albert T. Bottini	10.1080/10412905.2001.9712223	VOL. 13, 319-323 (Sep/Oct 2001)	Journal of Essential Oil Research
EBib000693	Composition of the Essential Oil of Tanacetum polycephalum Schultz Bip.	Katayoun Morteza-Semnani	10.1080/10412905.2006.9699041	VOL. 18, 229-130 (Mar/Apr 2006)	Journal of Essential Oil Research
EBib000694	Composition of the Essential Oil of Tanacetum polycephalum Schultz Bip. subsp. farsicum Podl. from Iran	K. Javidnia, R. Miri, M. Soltani, A.R Khosravi	10.1080/10412905.2008.9699993	VOL. 20, 209-210 (May/June 2008)	Journal of Essential Oil Research
EBib000695	Composition of the Essential Oil of Teucrium antitauricum T.Ekim	K. H.C. Baser, B. Demirci, H. Duman & Z. Aytaç	10.1080/10412905.1999.9701071	VOL. 11, 61-62 (Jan/Feb 1999)	Journal of Essential Oil Research
EBib000696	Composition of the Essential Oil of Teucrium carolipaui Pau Grown in Spain	Jesús Palá-Paúl, María José Pérez-Alonso, Arturo Velasco-Negueruela, Noemí García-Jiménez, Rita García Jiménez & Liliana Vargas	10.3389/fncel.2014.00335	VOL. 13, 452-453 (Nov/Dec 2001)	Journal of Essential Oil Research
EBib000697	Composition of the Essential Oil of Teucrium orientale L. ssp. orientale from Iran	K. Javidnia, R. Miri	10.1080/10412905.2007.9699944	VOL. 15, 118-119 (Mar/Apr 2003)	Journal of Essential Oil Research
EBib000698	Composition of the Essential Oil of Teucrium persicum Boiss. From Iran	K. Javidnia, R. Miri & A. R. Khosravi	10.1080/10412905.2008.9700070	VOL. 19, 430-432 (Sep/Oct 2007)	Journal of Essential Oil Research
EBib000699	Composition of the Essential Oil of the Flowers of Phlomis fruticosa L. from Greece	E. Tsitsimi, A. Loukis, E. Verykokidou	10.1080/10412905.2000.9699534	VOL. 12, 355-356 (May/June 2000)	Journal of Essential Oil Research
EBib000700	Composition of the Essential Oil of Three Different Species of Origanum in the Eastern Mediterranean	N. Arnold, B. Bellomaria & G. Valentini	10.1080/10412905.2000.9699495	VOL. 12, 192-196 (Mar/Apr 2000)	Journal of Essential Oil Research
EBib000701	Composition of the Essential Oil of Three Endemic Centaurea Species From Turkey	Yavuz B. Köse, Betül Demirci, K. Hüsnü Can Ba?er & Ersin Yücel	10.1080/10412905.2008.9700025	VOL. 20, 335-338 (July/Aug 2008)	Journal of Essential Oil Research
EBib000702	Composition of the Essential Oil of Thymus alpigenus	P.E.Tomei, A. Bertoli,P.L. Cioni and G. Flamini, G. Spinelli	10.1080/10412905.1998.9701004	VOL. 10, 667-669 (Nov/Dec 1998)	Journal of Essential Oil Research
EBib000703	Composition of the Essential Oil of Thymus canoviridis Jalas	K. H. C. Baser, N. Kirimer, G. Tumen, H. Duman	10.1080/10412905.1998.9700879	VOL. 10, 199-200 (Mar/Apr 1998)	Journal of Essential Oil Research
EBib000704	Composition of the Essential Oil of Thymus daenensis Celak. ssp. <i>lancifolius (Celak.) Jalas	Seyed Ebrahim Sajjadi & Mahboubeh Khatamsaz	10.1080/10412905.2003.9712257	VOL. 15, 34-35 (Jan/Feb 2003)	Journal of Essential Oil Research
EBib000705	Composition of the Essential Oil of Thymus pseudopulegioides Klokov et Des.-Shost from Turkey	K. H.C. Baser, M. Kürkçüoglu, N. Ermin, G. Tümen & H. Malyer	10.1080/10412905.1999.9701080	VOL. 11, 86-88 (Jan/Feb 1999)	Journal of Essential Oil Research
EBib000706	Composition of the Essential Oil of Thymus pubescens Boiss. et Kotschy ex Celak and Thymus fedtschenkoi Ronniger from Iran	Maryam Abousaber, Abbas Hadjakhoondi, Abbas Shafiee	10.1080/10412905.2002.9699808	VOL. 14, 154-155 (May/June 2002)	Journal of Essential Oil Research
EBib000707	Composition of the Essential Oil of Thymus rohlenae Velen.from Macedonia	Svetland Kulevanova, M. Ristic, T. Stafilov and V. Matevski	10.1080/10412905.1998.9700964	VOL. 10, 537-538 (Sep/Oct1998)	Journal of Essential Oil Research
EBib000708	Composition of the Essential Oil of Thymus subcollinus Klokov from Turkey	K. H. C. Baser,T. Ozek,M. Kurkcuoglu, H. Duman	10.1080/10412905.1997.9700726	VOL. 9, 105-106 (Jan/Feb 1997)	Journal of Essential Oil Research
EBib000709	Composition of the Essential Oil of Torilis arvensis (Huds.) Link. from Iran	Mohsen Bigdeli, Abdolhossein Rustaiyan, Shiva Masoudi	10.1080/10412905.2004.9698788	VOL. 16, 526-527 (Nov/Dec 2004)	Journal of Essential Oil Research
EBib000710	Composition of the Essential Oil of Trinia glauca (L.) Dum.	K. H.C. Baser, M. Kürkçüoglu & M. Vural	10.1080/10412905.1998.9700981	VOL. 10, 593-594 (Sep/Oct 1998)	Journal of Essential Oil Research
EBib000711	Composition of the Essential Oil of Xanthium brasilicum Vellozo from Iran	Zohreh Habibi, Ahmad Laleh, Shiva Masoudi, Abdolhossein Rustaiyan	10.1080/10412905.2004.9698644	VOL. 16, 31-32 (Jan/Feb 2004)	Journal of Essential Oil Research
EBib000712	Composition of the Essential Oil of Xeranthemum annuum L. from Greece	Helen D. skaltsa, Diamanto M. Lazari, Theophanis Constantinidis	10.1080/10412905.2000.9712205	VOL. 12, 742-744 (Nov/Dec 2000)	Journal of Essential Oil Research
EBib000713	Composition of the Essential Oil of Sideritis congesta P.H.Davis et Hub.-Mor.	N. Kirimer, N. Tabanca, K. H.C. Baser & G. Tümen	10.1080/10412905.2001.9699637	VOL. 13, 132-133 (Mar/Apr 2001)	Journal of Essential Oil Research
EBib000714	Composition of the Essential Oils and Extracts of Two Populations of Cannabis sativa L. ssp. spontanea from Austria.	Johannes Novak, Chlodwig Franz.	10.1080/10412905.2003.9712100	VOL. 15, 158-160 (May/June 2003)	Journal of Essential Oil Research
EBib000715	Composition of the Essential Oils from flowers of Achillea tenuifolia Lam.	Zahra Aghjani, Shiva Masoudi, Abdolhossein Rustaiyan,	10.1080/10412905.2000.9712200	VOL. 12, 723-724 (Nov/Dec 2000)	Journal of Essential Oil Research
EBib000716	Composition of the Essential Oils from flowers, Leaves and stems of Grindelia robusta and G. squarrosa	Markus schafer, Oskar Schimmer	10.1080/10412905.2000.9712156	VOL. 12, 547-552 (Sep/Oct 2000)	Journal of Essential Oil Research
EBib000717	Composition of the Essential Oils from Galls and Aerial Parts of Pistacia lentiscus L.	Ana Fernandez, Ana Camacho, Carlos Fernandez, Joaquin Alterjoa, Pilar Perez.	10.1080/10412905.2000.9712031	VOL. 12, 19-23 (Jan/Feb 2000)	Journal of Essential Oil Research
EBib000718	Composition of the essential oils from samples of Vitex agnus-castus L. growing in Turkey	Gizem Gulsoy Toplan, Mine Kurkcuoglu, Kemal Husnu Can Baser & Gunay Sariyar	10.1080/10412905.2015.1025920	VOL. 27, 337-342 (Jul/Aug 2015)	Journal of Essential Oil Research
EBib000719	Composition of the Essential Oils from the Flowers and Leaves of Salvia sclarea L. (Lamiaceae) Cultivated in Slovak Republic	Pavel Farka[sbreve], Magda Hollá, Jozef Tekel, Slavomík Mellen & [Sbreve]tefánia Vaverková	10.1080/10412905.2005.9698858	VOL. 17, 141-144 (Mar/Apr 2005)	Journal of Essential Oil Research
EBib000720	Composition of the Essential Oils from the Inflorscence of Helichrysum arenarium (L.) Moench	Erika czinner, Eva Lemberkovics, Eva Bihatsi- Karsai, Gyorgy Vitanyi, Laszlo Lelik	10.1080/10412905.2000.9712202	VOL. 12, 728-730 (Nov/Dec 2000)	Journal of Essential Oil Research
EBib000721	Composition of the Essential Oils from the Roots of Thapsia maxima Miller and T. villosa L.	Pinarosa Avato, Ulla W. Smitt	10.1016/0031-9422(96)00300-7	VOL. 12, 303-309 (May/June 2000)	Journal of Essential Oil Research
EBib000722	Composition of the Essential Oils of Angelica sylvestris L. var. sylvestris Isolated from the Fruits by Different Isolation Techniques	Temel Özek, Gülmira Özek, K. Hüsnü Can Ba?er, Ahmet Duran & Mehmet Sagiroglu	10.1080/10412905.2008.9700042	VOL. 20, 408-411 (Sep/Oct 2008)	Journal of Essential Oil Research
EBib000723	Composition of the Essential Oils of Calamintha sylvatica Bromf. subsp. sylvatica and Calamintha sylvatica Bromf. subsp. ascendens (Jordan) P.W. Ball	Sevim Alan, Mine Kürkçüo?lu & K. Hüsnü Can Ba?er	10.1016/0378-8741(89)90018-4	VOL. 22, 325-327 (July/Aug 2010)	Journal of Essential Oil Research
EBib000724	Composition of the Essential Oils of Calamintha tauricola P.H. Davis	Sevim Alan, Mine Kurkcuoglu, Temel Ozek, K. Husnu Can Baser	10.1080/10412905.2009.9700134	VOL. 21, 143-145 (Mar/Apr 2009)	Journal of Essential Oil Research
EBib000725	Composition of the essential oils of Centaurea aphrodisea, C. polyclada, C. athoa, C. hyalolepis and C. iberica	Sura Baykan Erel, Betül Demirci, Serdar Demir, Canan Karaalp & K. Hüsnü Can Baser	10.1055/s-0031-1282370	VOL. 25, 79-84 (Mar/Apr 2013)	Journal of Essential Oil Research
EBib000726	Composition of the Essential Oils of Cyclotrichium straussii (Bornm.) Rech. f. and Phlomis pungens Willd. from Iran	Shiva Masoudi, Abdolhossein Rustaiyan, Parviz Aberoomand Azar & Kambiz Larijani	10.1080/10412905.2006.9699373	VOL. 18, 16-19 (Jan/Feb 2006)	Journal of Essential Oil Research
EBib000727	Composition of the Essential Oils of Ferula szowitsiana DC., Artedia squamata L. And Rhabdosciadium petiolare Boiss. & Hausskn.ex Boiss. Three Umbelliferae Herbs Growing Wild in Iran	Zohreh Habibi, Hamid Reza Aghaie, Ramin Ghahremanzadeh, Shiva Masoudi & Abdolhossein Rustaiyan	10.1080/10412905.2006.9699153	VOL. 18, 503-505 (Sep/Oct 2006)	Journal of Essential Oil Research
EBib000728	Composition of the Essential oils of Hippomarathrum microcarpum ( M. Bieb. ) B. Fedtsch. And Physospermum cornubiense ( L. ) DC. from Iran	Mohammad A. Khalilzadeh, Mahmood Tajbakhsh, Fath Ali Gholami, Masouhmeh Hosaseinzadeh, Parvaneh Dastoorani, Mohammed Norouzi & Hossein A. Dabiri	10.1080/10412905.2007.9699333	VOL. 19, 567–568 (Nov/Dec 2007)	Journal of Essential Oil Research
EBib000729	Composition of the Essential Oils of Kaempferia rotunda L. and Kaempferia angustifolia Roscoe rhizomes from Indonesia.	Herman J. Woerdenbg,Tri Windono,rein Bos,Sudarsono Riswan, Win J. Quax	10.1002/ffj.1284	VOL. 19, 145-148 (2004)	Flavour and Fragrance Journal
EBib000730	Composition of the Essential Oils of Mentha aquatica L. and Nepeta meyeri Benth. from Iran	Akbar Esmaeili, Abdolhossein Rustaiyan, Shiva Masoudi & Kobra Nadji	10.1080/10412905.2006.9699082	VOL. 18, 263-265 (May/June 2006)	Journal of Essential Oil Research
EBib000731	Composition of the Essential Oils of Nepeta sessilifolia Bunge and Nepeta haussknechtii Bornm. from Iran	Mina Jamzad, Abdolhossein Rustaiyan, Shiva Masoudi & Ziba Jamzad	10.1080/10412905.2008.9700081	VOL. 20, 533-535 (Nov/Dec 2008)	Journal of Essential Oil Research
EBib000732	Composition of the Essential Oils of Nepeta sulfuriflora P.H.Davis	K. H. C. Baser, B. Demirkakmak, H. Duman		VOL. 10, 179-181 (Mar/Apr 1998)	Journal of Essential Oil Research
EBib000733	Composition of the Essential Oils of Origanum boissieri letswaart and O. bargyli Mouterde	K. H. C. Baser, H. Duman	10.1080/10412905.1998.9700841	VOL. 10, 71-72 (Jan/Feb 1998)	Journal of Essential Oil Research
EBib000734	Composition of the Essential Oils of Phlomis fruticosa L. (Lamiaceae)	Marina D. Sokovic, Petar D. Marin, Peda Janackovic, Vlatka Vajs, Slobodan Milosavljevic, Dejan Dokovic, Vele Tesevic, Slobodan Petrovic	10.1080/10412905.2002.9699812	VOL. 14, 167-168 (May/June 2002)	Journal of Essential Oil Research
EBib000735	Composition of the Essential Oils of Phlomis rigida Labill. and P. samia L.	Betül Demirci, Kemal Hüsnü Can Baser & Mehmet Y. Dadandi	10.1080/10412905.2006.9699103	VOL. 18, 328-331 (May/June 2006)	Journal of Essential Oil Research
EBib000736	Composition of the Essential Oils of Pimpinella anisactis Rech.f. and Pimpinella saxifraga L. from Iran	Shiva Masoudi, Abdolhossein Rustaiyan, Hefzollah Mazloomifar	10.1080/10412905.2009.9700135	VOL. 21, 146-148 (Mar/Apr 2009)	Journal of Essential Oil Research
EBib000737	Composition of the Essential Oils of Pycnocycla aucherana Decne. ex Boiss. var. aucherana and Pycnocycla musiformis Hedge et Lamond from Iran	Mohammad Bagher Teimouri, Ahmad Shaabani & Fatemeh Sefidkon	10.1080/10412905.2005.9698967	VOL. 17, 473-474 (Sep/Oct 2005)	Journal of Essential Oil Research
EBib000738	Composition of the Essential Oils of Satureja abyssinica ssp. abyssinica and Satureja paradoxa: Their Antimicrobial and Radical Scavenging Activities	Ketema Tolossa, Kaleab Asres, Fathy K. El-Fiky, Abdel Nasser B. Singab & Franz Bucar	10.1080/10412905.2007.9699285	VOL. 19, 295-300 (May/June 2007)	Journal of Essential Oil Research
EBib000739	Composition of the Essential Oils of Satureja spinosa L.	N. Tabanca, M. Kurkcuoglu, K.H.C. Baser, G. Tumen, H. Dumen	10.1080/10412905.2004.9698671	VOL. 16, 127-128 (Mar/Apr 2004)	Journal of Essential Oil Research
EBib000740	Composition of the Essential Oils of Seven Teucrium Species from Serbia and Montenegro	Nada N. Kovacevic, Branislava S. Lakusic & Mihailo S. Ristic	10.1080/10412905.2001.9699649	VOL. 13, 192-193 (May/June 2001)	Journal of Essential Oil Research
EBib000741	Composition of the Essential Oils of Subspecies of Scutellaria albida L. From Turkey.	Mehmet Cicek, Betul Demirci, Gulderen Yilmaz, Osman Ketenoglu, K. Husnu Can Baser	10.1080/10412905.2019.1579762	VOL. 22, 54-58 (Jan/Feb 2010)	Journal of Essential Oil Research
EBib000742	Composition of the Essential Oils of Tanacetum vulgare L. Growing Wild in Vilnius District (Lithuania)	Danute Mockute, Asta Judzentiene	10.1080/10412905.2004.9698795	VOL. 16, 550-553 (Nov/Dec 2004)	Journal of Essential Oil Research
