ID	title	author	DOI	vol	JOURNAL
EBib000358	Chemical Composition of the Essential Oils and the Odor of Thymus pulegioides L. Growing Wild in Vilnius	Danute Mockute, Genovaite Bernotiene	10.1080/10412905.2005.9698948	VOL. 17, 415-418 (July/Aug 2005)	Journal of Essential Oil Research
EBib000359	Chemical Composition of the Essential Oils From Leaves, Flowers, Stem and Root of Centaurea zuvandica Sosn.	Sadegh salmanpour, Mohammad A. Khalilzadeh, Hasan Sadeghifar	10.1080/10412905.2009.9700191	VOL. 21, 357-359 (July/Aug 2009)	Journal of Essential Oil Research
EBib000360	Chemical Composition of the Essential Oils from Leaves, Flowers, Stem and Root of Phlomis olivieri Benth.	ahmood Tajbakhsh , Amir Rineh & Mohammad A. Khalilzadeh	10.1080/10412905.2007.9699315	VOL. 19, 501-503(Nov/Dec 2007)	Journal of Essential Oil Research
EBib000361	Chemical Composition of the Essential Oils from Southern Brazilian Eugenia Species Part II	Miriam A. Apel, Renata P. Limberger,Marcos Sobral, Amelia T. Henriques, Hermeline Ntalani,Chantal Menut, Jean-Marie Bessiere	10.1080/10412905.2002.9699847	VOL. 14, 163-166 (May/June 2002)	Journal of Essential Oil Research
EBib000362	Chemical Composition of the Essential Oils from Southern Brazilian Eugenia Species Part IV: Section Racemulosae	Miriam A. Apel, Marcos Sobral, Amelia T. Henriques, Chantal Menut, Jean-Marie Bessiere	10.1080/10412905.2002.9699858	VOL. 14, 290-292 (July/Aug 2002)	Journal of Essential Oil Research
EBib000363	Chemical Composition of the Essential Oils from Southern Brazilian Eugenia Species. Part III	Miriam A. Apel, Renata P. Limberger, Marcos Sobral, Amélia T. Henriques, Hermeline Ntalani, Pierre Vérin, Chantal Menut & Jean-Marie Bessière	10.1080/10412905.2002.9699847	VOL. 14, 259-262 (July/Aug 2002)	Journal of Essential Oil Research
EBib000364	Chemical Composition of the Essential Oils from Southern Brazilian Eugenia Species. Part IV: Section Racemulosae	Miriam A. Apel, Marcos Sobral, Amélia T. Henriques, Chantal Menut & Jean-Marie Bessière	10.1080/10412905.2002.9699858	VOL. 14, 290-292 (July/Aug 2002)	Journal of Essential Oil Research
EBib000365	Chemical Composition of the Essential Oils from the Aerial Parts of Bupleurum gibraltarium Lam.	Arturo Velasco-Negueruela , María José Pe?ez-Alonso , Jesús Palá-Paúl , Ana Camacho , Ana María Fernández Ocaña , Carlos Fernández López , Joaquín Altarejos & María Concepción García Vallejo	10.1080/10412905.1998.9700831	VOL. 10, 9-19 (Jan/Feb 1998)	Journal of Essential Oil Research
EBib000366	Chemical Composition of the Essential Oils from the Leaves of Three Eucalyptus Species Growing In Nigeria	Isiaka A. Ogunwande, Nureni O. Olawore, Kasali A. Adeleke, Wilfried A Konig	10.1080/10412905.2003.9698595	VOL. 15, 297-301 (Sep/Oct 2003)	Journal of Essential Oil Research
EBib000367	Chemical Composition of the Essential Oils Obtained From the Flower, Leaf and Stem of Artemisia campestris L. From Iran	Masoud Kazemi, Maryam Tabatabael-Anaraki, Abdolhossein Rustaiyan, Alireza Motevalizadeh, Shiva Masoudi.	10.1080/10412905.2009.9700147	VOL. 21, 197-199 (May/June 2009)	Journal of Essential Oil Research
EBib000368	Chemical Composition of the Essential Oils Obtained From the Flower, Leaf and Stem of Artemisia campestris L. From Iran.	Masoud Kazemi, Maryam Tabatabael-Anaraki, Abdolhossein Rustaiyan, Alireza Motevalizadeh, Shiva Masoudi	10.1080/10412905.2009.9700147	VOL. 21, 197-199 (May/June 2009)	Journal of Essential Oil Research
EBib000369	Chemical Composition of the Essential Oils Obtained from the Flower, Leaf and Stem of Salvia aethiopis L. And Salvia glutinosa L. Originating from the Southeast Region of Serbia	Dragan Velickovic , Mihailo Ristic & Ana Velickovic	10.1080/10412905.2003.9698609	VOL. 15, 346-349 (Sep/Oct 2003)	Journal of Essential Oil Research
EBib000370	Chemical Composition of the Essential Oils Obtained from the Leaves, Fruits and Stems of Salvia verbenaca L. from the Northeast Region of Tunisia	M. Ben Taarit , K. Msaada , K. Hosni , N. Ben Amor , B. Marzouk & M. E. Kchouk	10.1080/10412905.2010.9700369	VOL. 22, 449-453 (Sep/Oct 2010)	Journal of Essential Oil Research
EBib000371	Chemical Composition of the Essential Oils of Achillea millefolium L. Isolated by Different Distillation Methods	Carlo I.G. Tuberoso, Adam Kowalczyk	10.1080/10412905.2009.9700125	VOL. 21, 108-111 (Mar/Apr 2009)	Journal of Essential Oil Research
EBib000372	Chemical composition of the essential oils of Ageratum conyzoides L. occurring in South China	A. J. Sundufu, H. Shoushan	10.1002/ffj.1198	VOL. 19(1), 6–8, Jan/Feb 2004	Flavour and Fragrance Journal
EBib000373	Chemical Composition of the Essential Oils of Eugenia beaurepaireana and Eugenia pyriformis Section Dichotomae	Miriam A. Apel, Marcos Sobral, Elfrides E.S. Schapoval, Amélia T. Henriques, Chantal Menut & Jean-Marie Bessière	10.1080/10412905.2004.9698694	VOL. 16, 191-192 (May/June 2004)	Journal of Essential Oil Research
EBib000374	Chemical Composition of the Essential Oils of Eugenia hyemalis and Eugenia stigmatosa Part VI: Section Biflorae	Miriam A. Apel, Marcos Sobral,Elfrides E.S Schapoval, Amelia T. Henriques, Chantal Menut, Jean-Marie Bessiere	10.1080/10412905.2004.9698766	VOL. 16, 437-439 (Sep/Oct 2004)	Journal of Essential Oil Research
EBib000375	Chemical Composition of the Essential Oils of Kewda and Ketaki	Reeta Misra, P. K. Dash & Y. R. Rao	10.1080/10412905.2000.9699491	VOL. 12, 175-178(Mar/Apr 2000)	Journal of Essential Oil Research
EBib000376	Chemical Composition of the Essential Oils of Kewda and Ketaki.	Reet Mishra, P. K. Dash, Y. R. Rao.	10.1080/10412905.2000.9699491	VOL. 12, 175-178 (May/June 2000)	Journal of Essential Oil Research
EBib000377	Chemical Composition Of The Essential Oils Of Lantana Camara L. And Lantana Montevidensis Briq. And Their Synergistic Antibiotic Effects On Aminoglycosides	Erlânio O. Sousaa, Francisco S. Barretob, Fabíola F.G. Rodriguesa, Adriana R. Camposa,b and José G.M. Costa	10.1080/10412905.2012.703494	Vol 24, No. 5, 447–452,(October 2012)	Journal Of Essential Oil Research
EBib000378	Chemical composition of the essential oils of Lantana camara L. occurring in south China	A. J. Sundufu, H. Shoushan	10.1002/ffj.1292	VOL. 19(3), 229–232 (May/June 2004)	Flavour and Fragrance Journal
EBib000379	Chemical Composition of the Essential Oils of Leaves and Wood of Tetraclinis articulata (Vahl) Masters	A. F. Barrero, M.M. Herrador & P. Arteaga	10.1080/10412905.2005.9698865	VOL. 17, 166-168 (Mar/Apr 2005)	Journal of Essential Oil Research
EBib000380	Chemical Composition of the Essential Oils of Pistacia atlantica Desf.	A.F. Barrero, M.M. Herrador & J.F. Arteaga	10.1080/10412905.2005.9698828	VOL. 17, 52-54 (Jan/Feb 2005)	Journal of Essential Oil Research
EBib000381	Chemical Composition of the Essential Oils of Satureja atropatana and Satureja mutica Growing Wild in Iran	Abdolhossein Rustaiyan, Alireza Feizbakhsh, Shiva Masoudi, Nazak Ameri	10.1080/10412905.1999.9701058	VOL. 17, 17-18 (Jan/Feb 2005)	Journal of Essential Oil Research
EBib000382	Chemical Composition of the Essential Oils of Six Eucalyptus Species (Myrtaceae) from South West of Iran	M. H. Assareh, K. Jaimand & M. B. Rezaee	10.1080/10412905.2007.9699215	VOL. 19, 8-10 (Jan/Feb 2007)	Journal of Essential Oil Research
EBib000383	Chemical Composition of the Essential Oils of Three Micromeria Species Growing in Macedonia and Bulgaria	Emanuela Kostadinova, Kalina Alipieva, Marina Stefova, Trajce Stafilov, Daniela Antonova, Ljuba Evstatieva, Vlado Matevski, Svetlana Kulevanova, Gjoshe Stefkov, Vassya Bankova	10.1248/bpb.28.1892	VOL. 26(1), 3-7 (2007)	Macedonian Journal of Chemistry and Chemical Engineering
