pid,pname,pfid,phid,pgenus
694,Fortunella japonica,84,1,Fortunella
695,Fortunella margarita,84,1,Fortunella
696,Fragaria vesca,82,1,Fragaria
697,Fritillaria eduardii,51,1,Fritillaria
698,Fritillaria imperialis 'Lutea x Inodora',51,1,Fritillaria
699,Fritillaria imperialis 'Lutea',51,1,Fritillaria
700,Fritillaria imperialis 'Premier',51,1,Fritillaria
701,Fritillaria imperialis ssp. Inodora,51,1,Fritillaria
702,Fritillaria raddeana,51,1,Fritillaria
703,Froriepia subpinnata,11,1,Froriepia
704,Fuernrohria setifolia,11,1,Fuernrohria
705,Galatella biflora,15,1,Galatella
706,Geigeria alata,15,1,Geigeria
707,Geijera linearifolia,84,1,Geijera
708,Geijera parviflora,84,1,Geijera
709,Geijera salicifolia,84,1,Geijera
710,Genipa americana,83,1,Genipa
711,Geranium macrorrhizum,39,1,Geranium
712,Geranium phaeum,39,1,Geranium
713,Glechoma hederacea,47,1,Glechoma
714,Glechoma sardoa,47,1,Glechoma
715,Glycosmis pentaphylla,84,1,Glycosmis
716,Gmelina arborea,97,1,Gmelina
717,Gnaphalium philippi,15,1,Gnaphalium
718,Goniothalamus macrophyllus,9,1,Goniothalamus
719,Gossypium raimondii,54,1,Gossypium
720,Grantia aucheri Boiss.,15,1,Grantia
721,Grindelia humilis,15,1,Grindelia
722,Grindelia robusta,15,1,Grindelia
723,Grindelia squarrosa,15,1,Grindelia
724,Guarea macrophylla Ssp. Tuberculata,55,1,Guarea
725,Guarea macrophylla Vahl ssp. Tuberculata,55,1,Guarea
726,Gutierrezia mandonii,15,1,Gutierrezia
727,Gutierrezia repens,15,1,Gutierrezia
728,Gymnopodium floribundum Rolfe,79,1,Gymnopodium
729,Gyrocarpus americanus subsp. Sphenopterus,42,1,Gyrocarpus
730,Haplophyllum tuberculatum,84,1,Haplophyllum
731,Hedeoma mandoniana,47,1,Hedeoma
732,Hedeoma multiflorum,47,1,Hedeoma
733,Hedychium coccineum,101,2,Hedychium
734,Hedychium coronarium,101,1,Hedychium
735,Hedychium coronarium (white variety),101,2,Hedychium
736,Hedychium flavescens,101,2,Hedychium
737,Hedychium gardnerianum (pink variety),101,1,Hedychium
738,Hedychium gardnerianum (yellow variety),101,1,Hedychium
739,Hedychium larsenii,101,1,Hedychium
740,Hedychium spicatum,101,1,Hedychium
741,Helenium amarum,15,2,Helenium
742,Helenium argentinum,15,1,Helenium
743,Helichrysum amorginum,15,1,Helichrysum
744,Helichrysum arenarium,15,1,Helichrysum
745,Helichrysum artemisioides,15,1,Helichrysum
746,Helichrysum bracteiferum,15,1,Helichrysum
747,Helichrysum cordifolium,15,1,Helichrysum
748,Helichrysum faradifani (Fresh wild plant),15,1,Helichrysum
749,Helichrysum forsskahlii,15,1,Helichrysum
750,Helichrysum hypnoides,15,1,Helichrysum
751,Helichrysum italicum ssp. microphyllum,15,1,Helichrysum
752,Helichrysum leucocephalum,15,1,Helichrysum
753,Helichrysum melaleucum,15,1,Helichrysum
754,Helichrysum rusillonii,15,1,Helichrysum
755,Helichrysum stoechas,15,1,Helichrysum
756,Helichrysum stoechas ssp. barrelieri var.spathulatum,15,1,Helichrysum
757,Hemidesmus indicus,12,1,Hemidesmus
758,Hemizygia welwitschii,47,1,Hemizygia
759,Heracleum argaeum,11,1,Heracleum
760,Heracleum candolleanum,11,1,Heracleum
761,Heracleum crenatifolium,11,1,Heracleum
762,Heracleum paphlagonicum,11,1,Heracleum
763,Heracleum persicum,11,1,Heracleum
764,Heracleum platytaenium,11,1,Heracleum
765,Heracleum sphondylium ssp. ternatum,11,1,Heracleum
766,Hernandia albiflora,42,1,Hernandia
767,Hernandia bivalvis,42,1,Hernandia
768,Hernandia nymphaeifolia,42,1,Hernandia
769,Herniaria incana,25,1,Herniaria
770,Hesperis bicuspidata,11,1,Hesperis
771,Hesperis bottae,11,1,Hesperis
772,Hesperis podocarpa,11,1,Hesperis
773,Heteromorpha trifoliata,11,1,Heteromorpha
774,Heteropappus altaicus,15,1,Heteropappus
775,Heteropyxis natalensis,62,1,Heteropyxis
776,Heterothalamus alienus,15,1,Heterothalamus
777,Heterotheca latifolia,15,1,Heterotheca
778,Hibiscus surattensis (L.),54,1,Hibiscus
779,Hippia frutescens,15,1,Hippia
780,Hippomarathrum boissieri,11,1,Hippomarathrum
781,Hippomarathrum cristatum,11,1,Hippomarathrum
782,Hippomarathrum microcarpum,11,1,Hippomarathrum
783,Homalomena sagittifolia,13,1,Homalomena
784,Homoranthus biflorus,62,1,Homoranthus
785,Homoranthus binghiensis,62,1,Homoranthus
786,Homoranthus bornhardtiensis,62,1,Homoranthus
787,Homoranthus cernuus,62,1,Homoranthus
788,Homoranthus coracinus,62,1,Homoranthus
789,Homoranthus croftianus,62,1,Homoranthus
790,Homoranthus darwinioides,62,1,Homoranthus
791,Homoranthus decasetus,62,1,Homoranthus
792,Homoranthus decumbens,62,1,Homoranthus
793,Homoranthus flavescens,62,1,Homoranthus
794,Homoranthus floydii,62,1,Homoranthus
795,Homoranthus homoranthoides,62,1,Homoranthus
796,Homoranthus lunatus,62,1,Homoranthus
797,Homoranthus melanostictus,62,1,Homoranthus
798,Homoranthus montanus,62,1,Homoranthus
799,Homoranthus papillatus,62,1,Homoranthus
800,Homoranthus porteri,62,1,Homoranthus
801,Homoranthus prolixus,62,1,Homoranthus
802,Homoranthus thomasii,62,1,Homoranthus
803,Homoranthus tropicus,62,1,Homoranthus
804,Homoranthus virgatus,62,1,Homoranthus
805,Homoranthus wilhelmii,62,1,Homoranthus
806,Homoranthus zeteticorum,62,1,Homoranthus
807,Hydrocotyle javanica,11,1,Hydrocotyle
808,Hydrocotyle sibthorpioides,11,1,Hydrocotyle
809,Hydrocotyle umbellata,11,1,Hydrocotyle
810,Hymenaea courbaril,37,1,Hymenaea
811,Hymenocrater calycinus,47,1,Hymenocrater
812,Hymenocrater elegans,47,1,Hymenocrater
813,Hymenocrater platystegius,47,1,Hymenocrater
814,Hyparrhenia rufa,76,1,Hyparrhenia
815,Hypericum 'Hidcote',28,1,Hypericum
816,Hypericum brachyphyllum,28,1,Hypericum
817,Hypericum chapmanii,28,1,Hypericum
818,Hypericum cordatum,43,1,Hypericum
819,Hypericum densiflorum,28,1,Hypericum
820,Hypericum fasciculatum,28,1,Hypericum
821,Hypericum frondosum,28,1,Hypericum
822,Hypericum galioides,28,1,Hypericum
823,Hypericum hircinum,43,1,Hypericum
824,Hypericum japonicum,43,1,Hypericum
825,Hypericum lloydii,28,1,Hypericum
826,Hypericum nitidum ssp. exile,28,1,Hypericum
827,Hypericum perforatum subsp. veronense,28,2,Hypericum
828,Hypericum prolificum,28,1,Hypericum
829,Hypericum tenuifolium,28,1,Hypericum
830,Hyptidendron canum,47,1,Hyptidendron
831,Hyptis conferta var. conferta,47,1,Hyptis
832,Hyptis crenata,47,1,Hyptis
833,Hyptis emoryi,47,1,Hyptis
834,Hyptis floribunda,47,1,Hyptis
835,Hyptis glomerata,47,1,Hyptis
836,Hyptis marrubioides,47,1,Hyptis
837,Hyptis martiusii,47,1,Hyptis
838,Hyptis mutabilis,47,1,Hyptis
839,Hyptis pectinata,47,2,Hyptis
840,Hyptis recurvata,47,1,Hyptis
841,Hyptis spicigera,47,1,Hyptis
842,Hyptis suaveolens,47,2,Hyptis
843,Hyptis velutina,47,1,Hyptis
844,Hyssopus officinalis,47,1,Hyssopus
845,Hyssopus officinalis ssp. officinalis,47,1,Hyssopus
846,Ichthyothere cunabi,15,1,Ichthyothere
847,Ichthyothere terminalis,15,1,Ichthyothere
848,Illicium griffithii,88,1,Illicium
849,Inula cuspidata  (Wall. Ex DC.) C.B. Clarke,15,1,Inula
850,Inula oculus-christi,15,1,Inula
851,Ipomoea batatas L. cv Beniazuma,29,1,Ipomoea
852,Ipomoea batatas L. cv Simon 1,29,1,Ipomoea
853,Ipomoea batatas cv Ayamurasaki,29,1,Ipomoea
854,Irvingia barter,44,1,Irvingia
855,Johrenia ramosissima,11,1,Johrenia
856,Johreniopsis seseloides,11,1,Johreniopsis
857,Juglans regia L.,45,1,Juglans
858,Juniperus cedrus (Southern Chemotype),32,1,Juniperus
859,Juniperus communis putative var. saxatilis,32,1,Juniperus
860,Juniperus communis var saxatilis,32,1,Juniperus
861,Juniperus communis var. charlottensis,32,1,Juniperus
862,Juniperus communis var. jackii,32,1,Juniperus
863,Juniperus communis var. megistocarpa,32,1,Juniperus
864,Juniperus macrocarpa,32,1,Juniperus
865,Juniperus oxycedrus,32,1,Juniperus
866,Juniperus phoenicea,32,1,Juniperus
867,Juniperus thurifera,32,1,Juniperus
868,Juniperus thurifera var. africana,32,1,Juniperus
869,Kadenia dubia,11,1,Kadenia
870,Kadsura oblongifolia,88,1,Kadsura
871,Kaempferia angustifolia,101,1,Kaempferia
872,Kaempferia galanga,101,1,Kaempferia
873,Kaempferia rotunda,101,1,Kaempferia
874,Kelussia odoratissima Mozaff.,10,1,Kelussia
875,Kitagawia baicalensis,11,1,Kitagawia
876,Klainedoxa gabonensis,89,1,Klainedoxa
877,Koanophyllon villosum,15,1,Koanophyllon
878,Kunzea affinis,62,1,Kunzea
879,Kunzea ambigua,62,1,Kunzea
880,Kunzea baxteri,62,1,Kunzea
881,Kunzea muelleri,62,1,Kunzea
882,Kunzea parvifolia,62,1,Kunzea
883,Kunzea sp.,62,1,Kunzea
884,Laggera pterodonta,15,1,Laggera
885,Laggera tomentosa,15,1,Laggera
886,Lallemantia iberica,47,1,Lallemantia
887,Lallemantia peltata,47,1,Lallemantia
888,Lantana camara,97,2,Lantana
889,Lantana fucata,97,1,Lantana
890,Lantana indica,97,1,Lantana
891,Lantana involucrata,62,1,Lantana
892,Lapageria rosea,69,1,Lapageria
893,Laser trilobum,11,1,Laser
894,Laserpitium zernyi,11,1,Laserpitium
895,Laurocerasus occidentalis,82,1,Laurocerasus
896,Laurus nobilis L.,48,1,Laurus
897,Lavandula angustifolia,47,1,Lavandula
898,Lavandula angustifolia (mutant),47,1,Lavandula
899,Lavandula angustifolia (wild type),47,1,Lavandula
900,Lavandula coronopofolia,47,1,Lavandula
901,Lavandula dentata,47,1,Lavandula
902,Lavandula hybrida,47,1,Lavandula
903,Lavandula intermedia,47,1,Lavandula
904,Lavandula latifolia,47,1,Lavandula
905,Lavandula luisieri,47,1,Lavandula
906,Lavandula luisieri * Lavandula stoechas (Hybrid),47,1,Lavandula
907,Lavandula officinalis,46,1,Lavandula
908,Lavandula stoechas,47,1,Lavandula
909,Lavandula stoechas ssp. stoechas,47,1,Lavandula
910,Lavandula stoechas ssp.atlantica,47,1,Lavandula
911,Lavandula stoechas L. ssp.stoechas,46,1,Lavandula
912,Lavandula viridis,47,1,Lavandula
913,Lecythis usitata var. paraensis,49,1,Lecythis
914,Leonotis ocymifolia,47,1,Leonotis
915,Lepechinia floribunda,47,1,Lepechinia
916,Lepechinia graveolens,47,1,Lepechinia
917,Lepechinia meyeni,47,1,Lepechinia
918,Lepechinia paniculata,47,1,Lepechinia
919,Leptocarpha rivularis,15,1,Leptocarpha
920,Leptospermum citratum sp. Nov.,62,1,Leptospermum
921,Leptospermum coriaceum,62,1,Leptospermum
922,Leptospermum fastigiatum,62,1,Leptospermum
923,Leptospermum liversidgeii,62,1,Leptospermum
924,Leptospermum nitens,62,1,Leptospermum
925,Leutea elbursensis,11,1,Leutea
926,Levisticum officinale,11,1,Levisticum
927,Licaria puchury-major,48,1,Licaria
928,Licaria salicifolia,48,1,Licaria
929,Licaria triandra (Sw.) Kosterm.,48,1,Licaria
930,Ligusticum mutellina,11,1,Ligusticum
931,Limnophila chinensis,74,1,Limnophila
932,Lindera strychnifolia,48,1,Lindera
933,Lippia alba,97,1,Lippia
934,Lippia alnifolia,97,1,Lippia
935,Lippia gracillis,97,1,Lippia
936,Lippia graveolens,97,1,Lippia
937,Lippia javanica,97,1,Lippia
938,Lippia sidoides,97,1,Lippia
939,Lithraea ternifolia,6,1,Lithraea
940,Litsea cubeba,48,1,Litsea
941,Lomatium brandegei,11,1,Lomatium
942,Lomatium dissectum,11,1,Lomatium
943,Lomatium eastwoodiae,11,1,Lomatium
944,Lomatium foeniculaceum ssp. fimbriatum,11,1,Lomatium
945,Lomatium graveolens,11,1,Lomatium
946,Lomatium grayi,11,1,Lomatium
947,Lomatium grayi var. depauperatum,11,1,Lomatium
948,Lomatium grayi var. grayi,11,1,Lomatium
949,Lomatium howelii,11,1,Lomatium
950,Lomatium juncem,11,1,Lomatium
951,Lomatium nevadense,11,1,Lomatium
952,Lomatium parryl,11,1,Lomatium
953,Lomatium rigidum,11,1,Lomatium
954,Lomatium torreyi,11,1,Lomatium
955,Lomatopodium khorassanicum,11,1,Lomatopodium
956,Luma chequen,62,1,Luma
957,Lychnophora pinaster,15,1,Lychnophora
958,Lycopus australis,47,1,Lycopus
959,Maclura pomifera,56,1,Maclura
960,Mahonia japonica,17,1,Mahonia
961,Malabaila aurea,11,1,Malabaila
962,Malus domestica,82,1,Malus
963,Manilkara achras,87,1,Manilkara
964,Mantisalca duriaei,15,1,Mantisalca
965,Marchesinia mackaii,50,1,Marchesinia
966,Margyricarpus pinnatus,82,1,Margyricarpus
967,Marlierea eugeniopsoides,62,1,Marlierea
968,Marlierea obscura,62,1,Marlierea
969,Marlierea silvatica,62,1,Marlierea
970,Marlierea tomentosa,62,1,Marlierea
971,Marrubium anisodon,47,1,Marrubium
972,Marrubium astracanicum,47,1,Marrubium
973,Marrubium bourgaei ssp. caricum,47,1,Marrubium
974,Marrubium crassidens,47,1,Marrubium
975,Marrubium parviflorum,47,1,Marrubium
976,Marrubium peregrinum,47,1,Marrubium
977,Marrubium propinquum,47,1,Marrubium
978,Marrubium vulgare,47,1,Marrubium
979,Marsypianthes chamaedrys,47,1,Marsypianthes
980,Melaleuca alternifolia,62,1,Melaleuca
981,Melaleuca alternifolia Cheel.,62,1,Melaleuca
982,Melaleuca armillaris,62,1,Melaleuca
983,Melaleuca atroviridis,62,1,Melaleuca
984,Melaleuca bracteata,62,1,Melaleuca
985,Melaleuca cajuputi,62,1,Melaleuca
986,Melaleuca concreta,62,1,Melaleuca
987,Melaleuca deanei,62,1,Melaleuca
988,Melaleuca decussata,62,1,Melaleuca
989,Melaleuca ericifolia,62,1,Melaleuca
990,Melaleuca exuvia,62,1,Melaleuca
991,Melaleuca hamata,62,1,Melaleuca
992,Melaleuca interioris,62,1,Melaleuca
993,Melaleuca leucadendra,62,1,Melaleuca
994,Melaleuca linarifolia,62,1,Melaleuca
995,Melaleuca minutifolia,62,1,Melaleuca
996,Melaleuca monantha,62,1,Melaleuca
997,Melaleuca quinquenervia,62,2,Melaleuca
998,Melaleuca quinquenervia (Cav.) S. T. Blake,62,1,Melaleuca
999,Melaleuca quinquenervia (Cav.) S.T. Blake,62,1,Melaleuca
1000,Melaleuca scalena,62,1,Melaleuca
1001,Melaleuca squamophloia,62,1,Melaleuca
1002,Melaleuca stereophloia,62,1,Melaleuca
1003,Melaleuca styphelioides,62,1,Melaleuca
1004,Melaleuca sylvana,62,1,Melaleuca
1005,Melaleuca teretifolia,62,1,Melaleuca
1006,Melaleuca uncinata,62,1,Melaleuca
1007,Melaleuca uxorum,62,1,Melaleuca
1008,Melaleuca vinnula,62,1,Melaleuca
1009,Melaleuca viridiflora Soland,62,1,Melaleuca
1010,Melaleuca zeteticoru,62,1,Melaleuca
1011,Melampodium camphoratum,15,1,Melampodium
1012,Melicocca bijuga,86,1,Melicocca
1013,Melinis minutiflora,76,1,Melinis
1014,Melissa officinalis,47,1,Melissa
1015,Melissa officinalis L.,47,1,Melissa
1016,Melissa romana,47,1,Melissa
1017,Mentha Pulegium,47,1,Mentha
1018,Mentha aff. arvensis,47,1,Mentha
1019,Mentha aff. rotundifolia,47,1,Mentha
1020,Mentha aquatica,47,1,Mentha
1021,Mentha arvensis,46,1,Mentha
1022,Mentha arvensis f. piperascens,47,1,Mentha
1023,Mentha canadensis,47,1,Mentha
1024,Mentha citrata,46,1,Mentha
1025,Mentha gracilis,47,1,Mentha
1026,Mentha grandiflora,47,1,Mentha
1027,Mentha longifolia,47,1,Mentha
1028,Mentha longifolia :Mzin5,47,1,Mentha
1029,Mentha longifolia :Mzin6,47,1,Mentha
1030,Mentha longifolia ssp. schimperi,47,1,Mentha
1031,Mentha longifolia var. asiatica,47,1,Mentha
1032,Mentha microphylla,47,1,Mentha
1033,Mentha mozaffarianii,47,1,Mentha
1034,Mentha piperita,47,1,Mentha
1035,Mentha rotundifolia,47,1,Mentha
1036,Mentha sachalinensis,47,1,Mentha
1037,Mentha spicata,47,1,Mentha
1038,Mentha spicata:Mzin1,47,1,Mentha
1039,Mentha spicata:Mzin3,47,1,Mentha
1040,Mentha spicata:Mzin7,47,1,Mentha
1041,Mentha spicata L.,46,1,Mentha
1042,Mentha spp (hybrid),47,1,Mentha
1043,Mentha x piperita,46,1,Mentha
1044,Mentha × piperita,47,1,Mentha
1045,Mentha longifolia L.,46,1,Mentha longifolia L.
1046,Meriandra bengalensis,47,1,Meriandra
1047,Messerschmidia sibirica,19,1,Messerschmidia
1048,Meum athamanticum,11,1,Meum
1049,Microcitrus australasica var. sanguinea,84,1,Microcitrus
1050,Microglossa pyrrhopappa,15,1,Microglossa
1051,Micromeria biflora,47,1,Micromeria
1052,Micromeria cremnophila,47,1,Micromeria
1053,Micromeria cristata,47,1,Micromeria
1054,Micromeria cristata ssp. phrygia,47,1,Micromeria
1055,Micromeria dalmatica,47,1,Micromeria
1056,Micromeria juliana,47,1,Micromeria
1057,Micromeria juriana,47,1,Micromeria
1058,Micromeria kosaninii,47,1,Micromeria
1059,Micromeria libanotica,47,1,Micromeria
1060,Micromeria nubigena,47,1,Micromeria
1061,Micromeria parviflora,47,1,Micromeria
1062,Micromeria persica,47,1,Micromeria
1063,Micromeria pseudocroatica,47,1,Micromeria
1064,Micromeria thymifolia,47,1,Micromeria
1065,Microtoena patchoulii,47,1,Microtoena
1066,Mikania burchellii,15,1,Mikania
1067,Mikania cordata,15,1,Mikania
1068,Mikania glomerata,15,1,Mikania
1069,Mikania hirsutissima,15,1,Mikania
1070,Mikania involucrata,15,1,Mikania
1071,Mikania laevigata,15,1,Mikania
1072,Mikania micrantha,15,1,Mikania
1073,Mikania paranensis,15,1,Mikania
1074,Mikania sp.nov.,15,1,Mikania
1075,Minthostachys verticillata,47,1,Minthostachys
1076,Mintosthachys mollis,47,1,Mintosthachys
1077,Mitranthes ottonis,62,1,Mitranthes
1078,Mitrantia bilocularis,62,1,Mitrantia
1079,Monarda citriodora var. citriodora,47,1,Monarda
1080,Monarda didyma,47,1,Monarda
1081,Monodora myristica,62,1,Monodora
1082,Montanoa tomentosa,15,1,Montanoa
1083,Morella pubescens,62,1,Morella
1084,Morina longifolia,57,1,Morina
1085,Mosiera ehrenbergii,62,1,Mosiera
1086,Mosiera longipes,62,1,Mosiera
1087,Murraya koenigii,84,1,Murraya
1088,Musa sapientum,58,1,Musa
1089,Myrceugenia alpigena,62,1,Myrceugenia
1090,Myrceugenia campestris,62,1,Myrceugenia
1091,Myrceugenia glaucescens,62,1,Myrceugenia
1092,Myrceugenia mesomischa,62,1,Myrceugenia
1093,Myrceugenia miersiana,62,1,Myrceugenia
1094,Myrceugenia myrcioides,62,1,Myrceugenia
1095,Myrcia aff fosteri,62,1,Myrcia
1096,Myrcia laruotteana,62,1,Myrcia
1097,Myrcianthes coquimbensis,62,1,Myrcianthes
1098,Myrcianthes fragrans,62,1,Myrcianthes
1099,Myrcianthes osteomeloides,62,1,Myrcianthes
1100,Myrcianthes pseudomato,62,1,Myrcianthes
1101,Myrciaria dubia,62,1,Myrciaria
1102,Myrciaria floribunda,62,1,Myrciaria
1103,Myrciaria tenella,62,1,Myrciaria
1104,Myrica gale,59,1,Myrica
1105,Myristica fragrans,60,1,Myristica
1106,Myrothamnus moschatus,61,1,Myrothamnus
1107,Myrrhis odorata,11,1,Myrrhis
1108,Myrrhoides nodosa,11,1,Myrrhoides
1109,Myrtus communis,62,1,Myrtus
1110,Myrtus communis (in vitro),62,1,Myrtus
1111,Myrtus communis var. italica,62,1,Myrtus
1112,Nashia inaguensis,97,1,Nashia
1113,Nasturtium officinale,20,1,Nasturtium
1114,Neofinetia falcata,64,1,Neofinetia
1115,Neolitsea Brassii,48,1,Neolitsea
1116,Neolitsea australiensis,48,1,Neolitsea
1117,Neolitsea dealbata (Northern),48,1,Neolitsea
1118,Neolitsea dealbata (Southern),48,1,Neolitsea
1119,Neolitsea fischeri,48,1,Neolitsea
1120,Neomitranthes obscura,62,1,Neomitranthes
1121,Nepefa befonicifolia,47,1,Nepefa
1122,Nepeta asterotrichus,47,1,Nepeta
1123,Nepeta betonicifolia,47,1,Nepeta
1124,Nepeta bornmuelleri,47,1,Nepeta
1125,Nepeta bracteata,47,1,Nepeta
1126,Nepeta cataria,47,1,Nepeta
1127,Nepeta cephalotes,47,1,Nepeta
1128,Nepeta curviflora,47,1,Nepeta
1129,Nepeta denudata,47,1,Nepeta
1130,Nepeta elymatica,47,1,Nepeta
1131,Nepeta fissa,47,1,Nepeta
1132,Nepeta gloeocephala,47,1,Nepeta
1133,Nepeta glomerulosa,47,1,Nepeta
1134,Nepeta govaniana,47,1,Nepeta
1135,Nepeta haussknechtii,47,1,Nepeta
1136,Nepeta heliotropifolia,47,1,Nepeta
1137,Nepeta kotschyi,47,1,Nepeta
1138,Nepeta makuensis,47,1,Nepeta
1139,Nepeta menthoides,47,1,Nepeta
1140,Nepeta meyeri,47,1,Nepeta
1141,Nepeta mirzayanii,47,1,Nepeta
1142,Nepeta nuda,47,1,Nepeta
1143,Nepeta pannonica,47,1,Nepeta
1144,Nepeta pogonosperma,47,1,Nepeta
1145,Nepeta racemosa,47,1,Nepeta
1146,Nepeta rtanjensis,47,1,Nepeta
1147,Nepeta rtanjensis (cultivated),47,1,Nepeta
1148,Nepeta rtanjensis (wild growing),47,1,Nepeta
1149,Nepeta sessilifolia,47,1,Nepeta
1150,Nepeta sibirica,47,1,Nepeta
1151,Nepeta sulfuriflora,47,1,Nepeta
1152,Nepeta trachonitica,47,1,Nepeta
1153,Nicotiana tabacum,91,1,Nicotiana
1154,Nigella damascena,80,1,Nigella
1155,Nigella sativa L.,80,1,Nigella
1156,Nigritella nigra,64,1,Nigritella
1157,Ochrosperma lineare,62,1,Ochrosperma
1158,Ocimum adscendens,46,1,Ocimum
1159,Ocimum americanum,62,1,Ocimum
1160,Ocimum basilicum,47,1,Ocimum
1161,Ocimum basilicum 'Fino Verde',47,1,Ocimum
1162,Ocimum basilicum Anise,46,1,Ocimum
1163,Ocimum basilicum L,47,1,Ocimum
1164,Ocimum basilicum ‘Genovese’,46,1,Ocimum
1165,Ocimum basilicum Bush green,46,1,Ocimum
1166,Ocimum basilicum L.,46,1,Ocimum
1167,Ocimum basilicum Purple Ruffle,46,1,Ocimum
1168,Ocimum ciliatum Hornem,47,1,Ocimum
1169,Ocimum gratissimum,47,1,Ocimum
1170,Ocimum gratissimum chemovar. I,47,1,Ocimum
1171,Ocimum gratissium,62,1,Ocimum
1172,Ocimum grattisimum,46,1,Ocimum
1173,Ocimum kilimandscharicum,46,1,Ocimum
1174,Ocimum micranthum,47,1,Ocimum
1175,Ocimum micranthum Wild.,47,1,Ocimum
1176,Ocimum minimum,47,1,Ocimum
1177,Ocimum sanctum,47,1,Ocimum
1178,Ocimum selloi,47,1,Ocimum
1179,Ocimum tenuiflorum,47,1,Ocimum
1180,Oenanthe crocata,11,2,Oenanthe
1181,Oenanthe divaricata,11,1,Oenanthe
1182,Oliveria decumbens,11,1,Oliveria
1183,Ononis natrix,37,1,Ononis
1184,Ophryosporus heptanthus,15,1,Ophryosporus
1185,Origanum acutidens,47,1,Origanum
1186,Origanum adanense,47,1,Origanum
1187,Origanum bargyli,47,1,Origanum
1188,Origanum basilicum,47,1,Origanum
1189,Origanum bastetanum,47,1,Origanum
1190,Origanum boissieri,47,1,Origanum
1191,Origanum calcaratum,47,1,Origanum
1192,Origanum cordifolium,47,1,Origanum
1193,Origanum dayi,47,1,Origanum
1194,Origanum dictamnus,47,1,Origanum
1195,Origanum ehrenbergii,47,1,Origanum
1196,Origanum elongatum,47,1,Origanum
1197,Origanum floribundum,47,1,Origanum
1198,Origanum husnucan-baserii,47,1,Origanum
1199,Origanum hypericifolium,47,1,Origanum
1200,Origanum intercedens,47,1,Origanum
1201,Origanum leptocladum,47,1,Origanum
1202,Origanum libanoticum,47,1,Origanum
1203,Origanum majorana,47,1,Origanum
1204,Origanum majoricum,47,1,Origanum
1205,Origanum micranthum,47,1,Origanum
1206,Origanum minoanum,47,1,Origanum
1207,Origanum minutiflorum,47,1,Origanum
1208,Origanum onites,47,1,Origanum
1209,Origanum saccatum,47,1,Origanum
1210,Origanum scabrum,47,1,Origanum
1211,Origanum solymicum,47,1,Origanum
1212,Origanum spp.,47,1,Origanum
1213,Origanum syriacum,47,1,Origanum
1214,Origanum vulgare,47,1,Origanum
1215,Origanum vulgare ssp. hirtum,47,1,Origanum
1216,Origanum vulgare ssp. virens,47,1,Origanum
1217,Origanum vulgare ssp. viridulum,47,1,Origanum
1218,Origanum vulgare ssp. vulgare,47,1,Origanum
1219,Orthodon dianthera,47,1,Orthodon
1220,Osmanthus fragrans,63,1,Osmanthus
1221,Otanthus maritimus,15,1,Otanthus
1222,Otostegia michauxii,47,1,Otostegia
1223,Oxytropis falcate,37,1,Oxytropis
1224,Ozothamnus diosmifolius,15,1,Ozothamnus
1225,Paeonia emodi,66,1,Paeonia
1226,Pandanus fascicularis Lam. var.fasicularis (Kewada),67,1,Pandanus
1227,Pandanus fascicularis Lam. var.ketaki,67,1,Pandanus
1228,Pandanus odoratissimus,67,1,Pandanus
1229,Parthenium hysterophorus,15,2,Parthenium
1230,Pectis apodocephala,15,1,Pectis
1231,Pectis floribunda,15,1,Pectis
1232,Pectis oligocephala,15,1,Pectis
1233,Pelargonium graveolens,39,1,Pelargonium
1234,Pelargonium graveolens L’Her ex Ait.,39,1,Pelargonium
1235,Pentaceras australe,84,1,Pentaceras
1236,Pentapleura subulifera,47,1,Pentapleura
1237,Peperomia pellucida (L.) Kunth,72,1,Peperomia pellucida (L.)
1238,Perilla frutescens,47,1,Perilla
1239,Perovskia abrotanoides,47,1,Perovskia
1240,Perovskia atriplicifolia,47,1,Perovskia
1241,Persea (Chemovar 'aguacate de anis'),48,1,Persea
1242,Persea americana 'California',48,1,Persea
1243,Persea americana 'Haas',48,1,Persea
1244,Persea americana var. americana cult. Trapp,48,1,Persea
1245,Persea americana var. drymfolia,48,1,Persea
1246,Persea americana var. floccosa,48,1,Persea
1247,Persea americana var. guatemalensis cult. Nimlioh,48,1,Persea
1248,Persea americana var. nubigena,48,1,Persea
1249,Persea americana var. steyermarkii,48,1,Persea
1250,Persea primatogena,48,1,Persea
1251,Persea schiedeana,48,1,Persea
1252,Petiveria alliacea,70,1,Petiveria
1253,Petroselinum crispum,11,1,Petroselinum
1254,Peucedanum cervariifolium,11,1,Peucedanum
1255,Peucedanum officinale,11,1,Peucedanum
1256,Peucedanum scoparium,11,1,Peucedanum
1257,Phania cajalbanica,15,1,Phania
1258,Phellodendron chinense,84,1,Phellodendron
1259,Phellolophium madagascariensis,11,1,Phellolophium
1260,Philodendron acutatum,13,1,Philodendron
1261,Philodendron fragrantissimum,13,1,Philodendron
1262,Philodendron imbe,13,1,Philodendron
1263,Phlomis aucheri,47,1,Phlomis
1264,Phlomis bourgaei,47,1,Phlomis
1265,Phlomis bracteosa,47,1,Phlomis
1266,Phlomis cancellata,47,1,Phlomis
1267,Phlomis chimerae,47,1,Phlomis
1268,Phlomis elliptica,47,1,Phlomis
1269,Phlomis fruticosa,47,1,Phlomis
