pid	synonyms
1111	Myrciaria salzmannii
1111	Myrciaria schuechiana
1111	Myrciaria schuechiana deflexa
1111	Myrciaria schuechiana latifolia
1111	Myrciaria sellowiana
1111	Myrciaria splendens
1111	Myrciaria tenuiramis
1111	Myrciaria tolypantha
1111	Myrciaria tolypantha angustifolia
1111	Myrciaria tolypantha latifolia
1111	Myrciaria uliginosa
1111	Myrciaria verticillata
1111	Myrtus floribunda
1111	Myrtus micrantha
1111	Plinia acutissima
1111	Plinia asa-grayi
1111	Plinia cubensis
1111	Plinia formosa
1111	Plinia rubrinervis
1111	Siphoneugena cantareirae
1111	Siphoneugena micrantha
1112	Eugenia tenella
1112	Eugenia tenella elliptica
1112	Eugenia tenella glazioviana
1112	Eugenia tenella macrocarpa
1112	Eugenia tenella minor
1112	Eugenia tenella spathulata
1112	Myrciaria tenella elliptica
1112	Myrciaria tenella spathulata
1112	Myrciaria undulata
1112	Plinia haitiensis
1112	Plinia montecristina
1114	Aruana silvestris
1114	Myristica amboinensis
1114	Myristica americana
1114	Myristica aromatica
1114	Myristica laurella
1114	Myristica moschata
1114	Myristica officinalis
1114	Myristica philippinensis
1114	Palala fragrans
1115	Myrosurandra moschata
1116	Chaerophyllum odoratum
1116	Lindera odorata
1116	Myrrhis sulcata
1116	Scandix odorata
1116	Selinum myrrhis
1117	Acularia nodosa
1117	Anthriscus nodosa
1117	Anthriscus scandix
1117	Biasolettia nodosa
1117	Caucalis scandix-nodosa
1117	Fiebera nodosa
1117	Myrrhis nodosa
1117	Myrrhoides nodosa
1117	Physocaulis nodosa
1117	Physocaulis nodosus
1117	Scandix nodosa
1117	Torilis macrocarpa
1117	Torilis tumida
1118	Decaspermum grandiflorum
1118	Myrtus communis
1118	Nelitris rubra
1119	Decaspermum grandiflorum
1119	Myrtus communis
1119	Nelitris rubra
1122	Baeumerta nasturtium-aquaticum
1122	Cardamine fontana
1122	Cardamine nasturtium
1122	Cardamine nasturtium
1122	Dictyosperma olgae
1122	Nasturtium aquaticum
1122	Nasturtium fontanum
1122	Nasturtium nasturtium-aquaticum
1122	Nasturtium officinale rotundifolium
1122	Nasturtium siifolium
1122	Radicula nasturtium-aquaticum
1122	Rorippa nasturtium
1122	Rorippa nasturtium-aquaticum
1122	Rorippa officinalis
1122	Sisymbrium nasturtium-aquaticum
1123	Aerides thunbergii
1123	Angorchis falcata
1123	Angraecopsis falcata
1123	Angraecum falcatum
1123	Finetia falcata
1123	Holcoglossum falcatum
1123	Limodorum falcatum
1123	Neofinetia falcata
1123	Nipponorchis falcata
1123	Oeceoclades falcata
1123	Oeceoclades lindleyi
1123	Orchis falcata
1123	Vanda pygmaea
1129	Calyptranthes axillaris
1129	Calyptranthes maschalantha
1129	Calyptranthes maschalantha rotundifolia
1129	Calyptranthes obscura
1129	Calyptranthes obscura
1129	Calyptranthes obscura fluminensis
1129	Calyptranthes tuberculata
1129	Chytraculia axillaris
1129	Chytraculia maschalantha
1129	Chytraculia obscura
1129	Chytraculia tuberculata
1129	Mitranthes obscura
1129	Myrciaria perforata
1129	Myrciaria tolypantha pubescens
1129	Neomitranthes nitida
1129	Neomitranthes wilsoniana
1132	Glechoma betonicifolia
1134	Nepeta globifera
1134	Nepeta globiflora
1134	Zataria humilis
1135	Calamintha albiflora
1135	Cataria tomentosa
1135	Cataria vulgaris
1135	Glechoma cataria
1135	Glechoma macrura
1135	Nepeta americana
1135	Nepeta bodinieri
1135	Nepeta cataria citriodora
1135	Nepeta ceretana
1135	Nepeta citriodora
1135	Nepeta laurentii
1135	Nepeta macrura
1135	Nepeta minor
1135	Nepeta mollis
1135	Nepeta ruderalis
1135	Nepeta tomentosa
1135	Nepeta vulgaris
1136	Glechoma cephalotes
1136	Nepeta longipetiolata
1137	Glechoma curviflora
1138	Glechoma denutata
1140	Glechoma calvertii
1140	Melissa teucriifolia
1140	Nepeta calvertii
1140	Nepeta fissa
1140	Nepeta galatica
1140	Nepeta glabra
1140	Nepeta laxa
1140	Nepeta obtusicrcna
1140	Nepeta rarifolia
1140	Nepeta scrophularioides
1140	Nepeta virgata
1143	Dracocephalum govanianum
1143	Glechoma govaniana
1144	Nepeta haussknechtii
1144	Nepeta noraschenica
1145	Glechoma heliotropifolia
1145	Nepeta parviflora
1145	Nepeta trichodonta
1145	Oxynepeta heliotropifolia
1146	Glechoma kotschyi
1149	Nepeta kochii
1149	Nepeta pallida
1151	Cataria nuda
1151	Glechoma nuda
1152	Cataria paniculata
1152	Cataria violacea
1152	Glechoma violacea
1152	Nepeta alba
1152	Nepeta meda
1152	Nepeta mollis
1152	Nepeta montana
1152	Nepeta nawaschinii
1152	Nepeta nuda pannonica
1152	Nepeta nuda violacea
1152	Nepeta paniculata
1152	Nepeta pannonica
1152	Nepeta pontica
1152	Nepeta sulphurea
1152	Nepeta turkestanica
1152	Nepeta violacea
1152	Nepeta violacea
1154	Glechoma racemosa
1158	Glechoma sessilifolia
1158	Nepeta sessilifolia
1159	Dracocephalum sibiricum
1159	Glechoma sibirica
1159	Moldavica elata
1159	Nepeta macrantha
1161	Nepeta purpurea
1162	Nicotiana alba
1162	Nicotiana alipes
1162	Nicotiana attenuata
1162	Nicotiana capensis
1162	Nicotiana caudata
1162	Nicotiana chinensis
1162	Nicotiana crispula
1162	Nicotiana florida
1162	Nicotiana frutescens
1162	Nicotiana fruticosa
1162	Nicotiana gigantea
1162	Nicotiana gracilipes
1162	Nicotiana guatemalensis
1162	Nicotiana havanensis
1162	Nicotiana lancifolia
1162	Nicotiana lancifolia
1162	Nicotiana latissima
1162	Nicotiana lehmanni
1162	Nicotiana lingua
1162	Nicotiana loxensis
1162	Nicotiana macrophylla
1162	Nicotiana marylandica
1162	Nicotiana mexicana
1162	Nicotiana pallescens
1162	Nicotiana petiolata
1162	Nicotiana pilosa
1162	Nicotiana serotina
1162	Nicotiana tabaca
1162	Nicotiana turcica
1162	Nicotiana verdon
1162	Nicotiana ybarrensis
1162	Tabacum latissimum
1162	Tabacum nicotianum
1162	Tabacum ovatofolium
1163	Erobathos damascenum
1163	Melanthium damascenum
1163	Nigella bourgaei
1163	Nigella coerulea
1163	Nigella damascena africana
1163	Nigella damascena minor
1163	Nigella damascena minor
1163	Nigella damascena oligogyna
1163	Nigella elegans
1163	Nigella involucrata
1163	Nigella multifida
1163	Nigella romana
1163	Nigella taurica
1165	Gymnadenia nigra longibracteata
1165	Gymnigritella brachystachya
1165	Gymnigritella megastachya
1165	Habenaria nigra
1165	Nigritella angustifolia
1165	Nigritella angustifolia longibracteata
1165	Nigritella brachystachya
1165	Nigritella fragrans
1165	Nigritella hybrida
1165	Nigritella megastachya
1165	Nigritella nigra
1165	Nigritella nigra longibracteata
1165	Nigritella suaveolens
1165	Nigritella suaveolens nigroconopsea
1165	Orchis atropurpurea
1165	Orchis moritziana
1165	Orchis nigra
1165	Orchis nigra flore-rosea
1165	Orchis reichenbachii
1165	Orchis variegata
1165	Satyrium nigrum
1165	Sieberia nigra
1166	Baeckea linearis
1167	Ocimum adscendens
1167	Ocimum diffusum
1167	Ocimum glaucum
1167	Ocimum menthoides
1167	Ocimum viscosum
1167	Orthosiphon diffusus
1167	Orthosiphon hispidus
1167	Orthosiphon tomentosus
1167	Orthosiphon tristis
1167	Plectranthus viscosus
1168	Becium obovatum glabrior
1168	Ocimum album
1168	Ocimum brachiatum
1168	Ocimum canum
1168	Ocimum canum integrifolium
1168	Ocimum dichotomum
1168	Ocimum dinteri
1168	Ocimum fluminense
1168	Ocimum fruticulosum
1168	Ocimum hispidulum
1168	Ocimum incanescens
1168	Ocimum serpyllifolium glabrius
1168	Ocimum stamineum
1168	Ocimum thymoides
1168	Becium obovatum glabrior
1168	Ocimum album
1168	Ocimum brachiatum
1168	Ocimum canum
1168	Ocimum canum integrifolium
1168	Ocimum dichotomum
1168	Ocimum dinteri
1168	Ocimum fluminense
1168	Ocimum fruticulosum
1168	Ocimum hispidulum
1168	Ocimum incanescens
1168	Ocimum serpyllifolium glabrius
1168	Ocimum stamineum
1168	Ocimum thymoides
1169	Ocimum album
1169	Ocimum anisatum
1169	Ocimum barrelieri
1169	Ocimum basilicum album
1169	Ocimum basilicum bullatum
1169	Ocimum basilicum densiflorum
1169	Ocimum basilicum difforme
1169	Ocimum basilicum glabratum
1169	Ocimum basilicum majus
1169	Ocimum basilicum pelvifolium
1169	Ocimum basilicum purpurascens
1169	Ocimum basilicum thyrsiflorum
1169	Ocimum basilicum violaceum
1169	Ocimum basilicum violocrispum
1169	Ocimum basilicum viridicrispum
1169	Ocimum basilicum vulgare
1169	Ocimum bullatum
1169	Ocimum caryophyllatum
1169	Ocimum chevalieri
1169	Ocimum ciliare
1169	Ocimum ciliatum
1169	Ocimum citrodorum
1169	Ocimum cochleatum
1169	Ocimum dentatum
1169	Ocimum hispidum
1169	Ocimum integerrimum
1169	Ocimum lanceolatum
1169	Ocimum laxum
1169	Ocimum majus
1169	Ocimum medium
1169	Ocimum minus
1169	Ocimum nigrum
1169	Ocimum odorum
1169	Ocimum scabrum
1169	Ocimum simile
1169	Ocimum thyrsiflorum
1169	Ocimum urticifolium
1169	Plectranthus barrelieri
1169	Ocimum album
1169	Ocimum anisatum
1169	Ocimum barrelieri
1169	Ocimum basilicum album
1169	Ocimum basilicum bullatum
1169	Ocimum basilicum densiflorum
1169	Ocimum basilicum difforme
1169	Ocimum basilicum glabratum
1169	Ocimum basilicum majus
1169	Ocimum basilicum pelvifolium
1169	Ocimum basilicum purpurascens
1169	Ocimum basilicum thyrsiflorum
1169	Ocimum basilicum violaceum
1169	Ocimum basilicum violocrispum
1169	Ocimum basilicum viridicrispum
1169	Ocimum basilicum vulgare
1169	Ocimum bullatum
1169	Ocimum caryophyllatum
1169	Ocimum chevalieri
1169	Ocimum ciliare
1169	Ocimum ciliatum
1169	Ocimum citrodorum
1169	Ocimum cochleatum
1169	Ocimum dentatum
1169	Ocimum hispidum
1169	Ocimum integerrimum
1169	Ocimum lanceolatum
1169	Ocimum laxum
1169	Ocimum majus
1169	Ocimum medium
1169	Ocimum minus
1169	Ocimum nigrum
1169	Ocimum odorum
1169	Ocimum scabrum
1169	Ocimum simile
1169	Ocimum thyrsiflorum
1169	Ocimum urticifolium
1169	Plectranthus barrelieri
1170	Ocimum album
1170	Ocimum anisatum
1170	Ocimum barrelieri
1170	Ocimum basilicum album
1170	Ocimum basilicum bullatum
1170	Ocimum basilicum densiflorum
1170	Ocimum basilicum difforme
1170	Ocimum basilicum glabratum
1170	Ocimum basilicum majus
1170	Ocimum basilicum pelvifolium
1170	Ocimum basilicum purpurascens
1170	Ocimum basilicum thyrsiflorum
1170	Ocimum basilicum violaceum
1170	Ocimum basilicum violocrispum
1170	Ocimum basilicum viridicrispum
1170	Ocimum basilicum vulgare
1170	Ocimum bullatum
1170	Ocimum caryophyllatum
1170	Ocimum chevalieri
1170	Ocimum ciliare
1170	Ocimum ciliatum
1170	Ocimum citrodorum
1170	Ocimum cochleatum
1170	Ocimum dentatum
1170	Ocimum hispidum
1170	Ocimum integerrimum
1170	Ocimum lanceolatum
1170	Ocimum laxum
1170	Ocimum majus
1170	Ocimum medium
1170	Ocimum minus
1170	Ocimum nigrum
1170	Ocimum odorum
1170	Ocimum scabrum
1170	Ocimum simile
1170	Ocimum thyrsiflorum
1170	Ocimum urticifolium
1170	Plectranthus barrelieri
1170	Ocimum album
1170	Ocimum anisatum
1170	Ocimum barrelieri
1170	Ocimum basilicum album
1170	Ocimum basilicum bullatum
1170	Ocimum basilicum densiflorum
1170	Ocimum basilicum difforme
1170	Ocimum basilicum glabratum
1170	Ocimum basilicum majus
1170	Ocimum basilicum pelvifolium
1170	Ocimum basilicum purpurascens
1170	Ocimum basilicum thyrsiflorum
1170	Ocimum basilicum violaceum
1170	Ocimum basilicum violocrispum
1170	Ocimum basilicum viridicrispum
1170	Ocimum basilicum vulgare
1170	Ocimum bullatum
1170	Ocimum caryophyllatum
1170	Ocimum chevalieri
1170	Ocimum ciliare
1170	Ocimum ciliatum
1170	Ocimum citrodorum
1170	Ocimum cochleatum
1170	Ocimum dentatum
1170	Ocimum hispidum
1170	Ocimum integerrimum
1170	Ocimum lanceolatum
1170	Ocimum laxum
1170	Ocimum majus
1170	Ocimum medium
1170	Ocimum minus
1170	Ocimum nigrum
1170	Ocimum odorum
1170	Ocimum scabrum
1170	Ocimum simile
1170	Ocimum thyrsiflorum
1170	Ocimum urticifolium
1170	Plectranthus barrelieri
1171	Ocimum album
1171	Ocimum anisatum
1171	Ocimum barrelieri
1171	Ocimum basilicum album
1171	Ocimum basilicum bullatum
1171	Ocimum basilicum densiflorum
1171	Ocimum basilicum difforme
1171	Ocimum basilicum glabratum
1171	Ocimum basilicum majus
1171	Ocimum basilicum pelvifolium
1171	Ocimum basilicum purpurascens
1171	Ocimum basilicum thyrsiflorum
1171	Ocimum basilicum violaceum
1171	Ocimum basilicum violocrispum
1171	Ocimum basilicum viridicrispum
1171	Ocimum basilicum vulgare
1171	Ocimum bullatum
1171	Ocimum caryophyllatum
1171	Ocimum chevalieri
1171	Ocimum ciliare
1171	Ocimum ciliatum
1171	Ocimum citrodorum
1171	Ocimum cochleatum
1171	Ocimum dentatum
1171	Ocimum hispidum
1171	Ocimum integerrimum
1171	Ocimum lanceolatum
1171	Ocimum laxum
1171	Ocimum majus
1171	Ocimum medium
1171	Ocimum minus
1171	Ocimum nigrum
1171	Ocimum odorum
1171	Ocimum scabrum
1171	Ocimum simile
1171	Ocimum thyrsiflorum
1171	Ocimum urticifolium
1171	Plectranthus barrelieri
1171	Ocimum album
1171	Ocimum anisatum
1171	Ocimum barrelieri
1171	Ocimum basilicum album
1171	Ocimum basilicum bullatum
1171	Ocimum basilicum densiflorum
1171	Ocimum basilicum difforme
1171	Ocimum basilicum glabratum
1171	Ocimum basilicum majus
1171	Ocimum basilicum pelvifolium
1171	Ocimum basilicum purpurascens
1171	Ocimum basilicum thyrsiflorum
1171	Ocimum basilicum violaceum
1171	Ocimum basilicum violocrispum
1171	Ocimum basilicum viridicrispum
1171	Ocimum basilicum vulgare
1171	Ocimum bullatum
1171	Ocimum caryophyllatum
1171	Ocimum chevalieri
1171	Ocimum ciliare
1171	Ocimum ciliatum
1171	Ocimum citrodorum
1171	Ocimum cochleatum
1171	Ocimum dentatum
1171	Ocimum hispidum
1171	Ocimum integerrimum
1171	Ocimum lanceolatum
1171	Ocimum laxum
1171	Ocimum majus
1171	Ocimum medium
1171	Ocimum minus
1171	Ocimum nigrum
1171	Ocimum odorum
1171	Ocimum scabrum
1171	Ocimum simile
1171	Ocimum thyrsiflorum
1171	Ocimum urticifolium
1171	Plectranthus barrelieri
1172	Ocimum album
1172	Ocimum anisatum
1172	Ocimum barrelieri
1172	Ocimum basilicum album
1172	Ocimum basilicum bullatum
1172	Ocimum basilicum densiflorum
1172	Ocimum basilicum difforme
1172	Ocimum basilicum glabratum
1172	Ocimum basilicum majus
1172	Ocimum basilicum pelvifolium
1172	Ocimum basilicum purpurascens
1172	Ocimum basilicum thyrsiflorum
1172	Ocimum basilicum violaceum
1172	Ocimum basilicum violocrispum
1172	Ocimum basilicum viridicrispum
1172	Ocimum basilicum vulgare
1172	Ocimum bullatum
1172	Ocimum caryophyllatum
1172	Ocimum chevalieri
1172	Ocimum ciliare
1172	Ocimum ciliatum
1172	Ocimum citrodorum
1172	Ocimum cochleatum
1172	Ocimum dentatum
1172	Ocimum hispidum
1172	Ocimum integerrimum
1172	Ocimum lanceolatum
1172	Ocimum laxum
1172	Ocimum majus
1172	Ocimum medium
1172	Ocimum minus
1172	Ocimum nigrum
1172	Ocimum odorum
1172	Ocimum scabrum
1172	Ocimum simile
1172	Ocimum thyrsiflorum
1172	Ocimum urticifolium
1172	Plectranthus barrelieri
1172	Ocimum album
1172	Ocimum anisatum
1172	Ocimum barrelieri
1172	Ocimum basilicum album
1172	Ocimum basilicum bullatum
1172	Ocimum basilicum densiflorum
1172	Ocimum basilicum difforme
1172	Ocimum basilicum glabratum
1172	Ocimum basilicum majus
1172	Ocimum basilicum pelvifolium
1172	Ocimum basilicum purpurascens
1172	Ocimum basilicum thyrsiflorum
1172	Ocimum basilicum violaceum
1172	Ocimum basilicum violocrispum
1172	Ocimum basilicum viridicrispum
1172	Ocimum basilicum vulgare
1172	Ocimum bullatum
1172	Ocimum caryophyllatum
1172	Ocimum chevalieri
1172	Ocimum ciliare
1172	Ocimum ciliatum
1172	Ocimum citrodorum
1172	Ocimum cochleatum
1172	Ocimum dentatum
1172	Ocimum hispidum
1172	Ocimum integerrimum
1172	Ocimum lanceolatum
1172	Ocimum laxum
1172	Ocimum majus
1172	Ocimum medium
1172	Ocimum minus
1172	Ocimum nigrum
1172	Ocimum odorum
1172	Ocimum scabrum
1172	Ocimum simile
1172	Ocimum thyrsiflorum
1172	Ocimum urticifolium
1172	Plectranthus barrelieri
1173	Ocimum album
1173	Ocimum anisatum
1173	Ocimum barrelieri
1173	Ocimum basilicum album
1173	Ocimum basilicum bullatum
1173	Ocimum basilicum densiflorum
1173	Ocimum basilicum difforme
1173	Ocimum basilicum glabratum
1173	Ocimum basilicum majus
1173	Ocimum basilicum pelvifolium
1173	Ocimum basilicum purpurascens
1173	Ocimum basilicum thyrsiflorum
1173	Ocimum basilicum violaceum
1173	Ocimum basilicum violocrispum
1173	Ocimum basilicum viridicrispum
1173	Ocimum basilicum vulgare
1173	Ocimum bullatum
1173	Ocimum caryophyllatum
1173	Ocimum chevalieri
1173	Ocimum ciliare
1173	Ocimum ciliatum
1173	Ocimum citrodorum
1173	Ocimum cochleatum
1173	Ocimum dentatum
1173	Ocimum hispidum
1173	Ocimum integerrimum
1173	Ocimum lanceolatum
1173	Ocimum laxum
1173	Ocimum majus
1173	Ocimum medium
1173	Ocimum minus
1173	Ocimum nigrum
1173	Ocimum odorum
1173	Ocimum scabrum
1173	Ocimum simile
1173	Ocimum thyrsiflorum
1173	Ocimum urticifolium
1173	Plectranthus barrelieri
1173	Ocimum album
1173	Ocimum anisatum
1173	Ocimum barrelieri
1173	Ocimum basilicum album
1173	Ocimum basilicum bullatum
1173	Ocimum basilicum densiflorum
1173	Ocimum basilicum difforme
1173	Ocimum basilicum glabratum
1173	Ocimum basilicum majus
1173	Ocimum basilicum pelvifolium
1173	Ocimum basilicum purpurascens
1173	Ocimum basilicum thyrsiflorum
1173	Ocimum basilicum violaceum
1173	Ocimum basilicum violocrispum
1173	Ocimum basilicum viridicrispum
1173	Ocimum basilicum vulgare
1173	Ocimum bullatum
1173	Ocimum caryophyllatum
1173	Ocimum chevalieri
1173	Ocimum ciliare
1173	Ocimum ciliatum
1173	Ocimum citrodorum
1173	Ocimum cochleatum
1173	Ocimum dentatum
1173	Ocimum hispidum
1173	Ocimum integerrimum
1173	Ocimum lanceolatum
1173	Ocimum laxum
1173	Ocimum majus
1173	Ocimum medium
1173	Ocimum minus
1173	Ocimum nigrum
1173	Ocimum odorum
1173	Ocimum scabrum
1173	Ocimum simile
1173	Ocimum thyrsiflorum
1173	Ocimum urticifolium
1173	Plectranthus barrelieri
1178	Ocimum gratissimum
1178	Ocimum gratissimum
1179	Ocimum gratissimum
1179	Ocimum gratissimum
1182	Ocimum johnstonii
1182	Ocimum tortuosum
1183	Ocimum flexuosum
1183	Ocimum guatemalense
1183	Ocimum micranthum
1183	Ocimum montanum
1183	Ocimum pubescens
1184	Ocimum flexuosum
1184	Ocimum guatemalense
1184	Ocimum micranthum
1184	Ocimum montanum
1184	Ocimum pubescens
1185	Ocimum basilicum chamaeleonticum
1185	Ocimum basilicum minimum
1186	Geniosporum tenuiflorum
1186	Lumnitzera tenuiflora
1186	Moschosma tenuiflorum
1186	Ocimum anisodorum
1186	Ocimum caryophyllinum
1186	Ocimum hirsutum
1186	Ocimum inodorum
1186	Ocimum monachorum
1186	Ocimum sanctum
1186	Ocimum sanctum angustifolium
1186	Ocimum sanctum cubensis
1186	Ocimum sanctum hirsutum
1186	Ocimum scutellarioides
1186	Ocimum subserratum
1186	Ocimum tenuiflorum anisodorum
1186	Ocimum tenuiflorum villicaulis
1186	Ocimum tomentosum
1186	Ocimum villosum
1186	Plectranthus monachorum
1187	Lumnitzera carnosa
1187	Ocimum atrovirens
1187	Ocimum ebracteatum
1187	Ocimum graveolens
1187	Ocimum montevideanum
1187	Ocimum selloi
1187	Ocimum selloi angustifolium
1187	Ocimum selloi carnosum
1187	Ocimum selloi genuinum
1187	Ocimum selloi serratum
1187	Ocimum selloi subintegrifolium
1187	Ocimum selloi tweedieanum
1187	Ocimum tweedieanum
1188	Geniosporum tenuiflorum
1188	Lumnitzera tenuiflora
1188	Moschosma tenuiflorum
1188	Ocimum anisodorum
1188	Ocimum caryophyllinum
1188	Ocimum hirsutum
1188	Ocimum inodorum
1188	Ocimum monachorum
1188	Ocimum sanctum
1188	Ocimum sanctum angustifolium
1188	Ocimum sanctum cubensis
1188	Ocimum sanctum hirsutum
1188	Ocimum scutellarioides
1188	Ocimum subserratum
1188	Ocimum tenuiflorum anisodorum
1188	Ocimum tenuiflorum villicaulis
1188	Ocimum tomentosum
1188	Ocimum villosum
1188	Plectranthus monachorum
1188	Geniosporum tenuiflorum
1188	Lumnitzera tenuiflora
1188	Moschosma tenuiflorum
1188	Ocimum anisodorum
1188	Ocimum caryophyllinum
1188	Ocimum hirsutum
1188	Ocimum inodorum
1188	Ocimum monachorum
1188	Ocimum sanctum
1188	Ocimum sanctum angustifolium
1188	Ocimum sanctum cubensis
1188	Ocimum sanctum hirsutum
1188	Ocimum scutellarioides
1188	Ocimum subserratum
1188	Ocimum tenuiflorum anisodorum
1188	Ocimum tenuiflorum villicaulis
1188	Ocimum tomentosum
1188	Ocimum villosum
1188	Plectranthus monachorum
1189	Oenanthe carviformis
1189	Oenanthe crocata
1189	Oenanthe dacica
1190	Oenanthe divaricata
1190	Selinum divaricatum
1191	Callistroma erubescens
1191	Carum decumbens
1191	Carum orientalum
1191	Oliveria aucheri
1191	Oliveria bruguieri
1191	Oliveria orientalis
1192	Ononis ambigua
1193	Eupatorium heptanthum
1193	Eupatorium origanoides
1193	Kanimia colombiana
1193	Ophryosporus origanoides
1193	Ophryosporus origanoides microcephalus
1194	Amaracus haussknechtii acutidens
1198	Origanum bastetanum
1198	Origanum gussonei
1198	Origanum macrostachyum
1198	Origanum virens
1198	Origanum virens siculum
1198	Origanum virens spicatum
1198	Origanum virescens
1198	Origanum vulgare macrostachyum
1198	Origanum vulgare virens
1199	Amaracus ciliatus
1199	Origanum ciliatum
1200	Amaracus tournefortii
1200	Beltokon tournefortii
1200	Origanum tournefortii
1201	Amaracus cordifolius
1202	Satureja camphorata
1203	Amaracus dictamnus
1203	Amaracus tomentosus
1203	Majorana dictamnus
1203	Origanum dictamnifolium
1203	Origanum saxatile
1205	Origanum font-queri
1205	Origanum glandulosum elongatum
1205	Origanum grosii
1206	Origanum cinereum
1210	Amaracus leptocladus
1211	Amaracus libanoticus
1212	Amaracus majorana
1212	Majorana cretica hortorum
1212	Majorana dubia
1212	Majorana fragrans
1212	Majorana hortensis
1212	Majorana majorana
1212	Majorana mexicana
1212	Majorana ovalifolia
1212	Majorana ovatifolia
1212	Majorana suffruticosa
1212	Majorana tenuifolia
1212	Majorana tenuifolia
1212	Majorana uncinata
1212	Majorana vulgaris
1212	Origanum confertum
1212	Origanum dubium
1212	Origanum majorana majoranoides
1212	Origanum majorana tenuifolium
1212	Origanum majoranoides
1212	Origanum odorum
1212	Origanum salvifolium
1212	Thymus majorana
1213	Amaracus majorica
1213	Majorana majorica
1213	Origanum acinifolium
1213	Origanum balearicum
1213	Origanum lusitanicum
1213	Origanum majoricum lusitanicum
1213	Origanum paui
1214	Mentha formosana
1214	Micromeria formosana
1214	Origanum albiflorum
1214	Origanum americanum
1214	Origanum anglicum
1214	Origanum barcense
1214	Origanum capitatum
1214	Origanum creticum
1214	Origanum decipiens
1214	Origanum dilatatum
1214	Origanum elegans
1214	Origanum heracleoticum
1214	Origanum hirtum albiflorum
1214	Origanum latifolium
1214	Origanum laxiflorum
1214	Origanum loureiroi
1214	Origanum majus
1214	Origanum megastachyum hirtum
1214	Origanum micranthum
1214	Origanum nutans
1214	Origanum officinale
1214	Origanum orientale
1214	Origanum puberulum
1214	Origanum purpurescens
1214	Origanum serpylliforme
1214	Origanum stoloniferum
1214	Origanum thymiflorum
1214	Origanum venosum
1214	Origanum vulgare albidum
1214	Origanum vulgare albiflorum
1214	Origanum vulgare albiflorum
1214	Origanum vulgare album
1214	Origanum vulgare autrale
1214	Origanum vulgare carneum
1214	Origanum vulgare chlorescens
1214	Origanum vulgare creticum
1214	Origanum vulgare creticum
1214	Origanum vulgare formosanum
1214	Origanum vulgare glabrescens
1214	Origanum vulgare glabrescens
1214	Origanum vulgare heracleoticum
1214	Origanum vulgare hirtum
1214	Origanum vulgare humile
1214	Origanum vulgare humile
1214	Origanum vulgare intermedium
1214	Origanum vulgare megastachyum
1214	Origanum vulgare megastachyum
1214	Origanum vulgare pallescens
1214	Origanum vulgare pallescens
1214	Origanum vulgare pallidum
1214	Origanum vulgare parviflorum
1214	Origanum vulgare prismaticum
1214	Origanum vulgare puberulum
1214	Origanum vulgare purpurascens
1214	Origanum vulgare rufescens
1214	Origanum vulgare spiculigerum
1214	Origanum vulgare thymiflorum
1214	Origanum watsonii
1214	Oroga heracleotica
1215	Majorana leptoclados
1217	Majorana cretica
1217	Majorana cretica silvestris
1217	Majorana onites
1217	Majorana orega
1217	Majorana oreja
1217	Majorana smyrnaea
1217	Onites tomentosus
1217	Origanum album
1217	Origanum heracleoticum
1217	Origanum orega
1217	Origanum pallidum
1217	Origanum smyrnaeum
1217	Origanum tragoriganum
1217	Schizocalyx smyrnaeus
1219	Amaracus pulcher
1219	Amaracus scaber
1219	Origanum pulchrum
1219	Origanum scabrum pulchrum
1222	Origanum syriacum
1223	Origanum floridum
1223	Thymus origanum
1223	Origanum floridum
1223	Thymus origanum
1224	Origanum floridum
1224	Thymus origanum
1224	Origanum floridum
1224	Thymus origanum
1225	Origanum floridum
1225	Thymus origanum
1225	Origanum floridum
1225	Thymus origanum
1226	Origanum floridum
1226	Thymus origanum
1226	Origanum floridum
1226	Thymus origanum
1227	Origanum floridum
1227	Thymus origanum
1227	Origanum floridum
1227	Thymus origanum
1232	Otostegia michauxii
1234	Gnaphalium diosmifolium
1234	Gnaphalium piluliferum
1234	Helichrysum diosmifolium
1234	Helichrysum diosmifolium
1235	Paeonia anomala emodi
1235	Paeonia emodi glabrata
1235	Paeonia emodi glabrata
1238	Hasskarlia globosa
1238	Marquartia globosa
1238	Pandanus distichus
1238	Pandanus elegantissimus
1238	Pandanus flabelliformis
1238	Pandanus maritimus
1238	Pandanus nudus
1238	Pandanus odoratissimus
1238	Pandanus sativus
1238	Pandanus spurius
1238	Pandanus utilis stephanocarpa
1238	Pandanus vacqua
1238	Vinsonia consanguinea
1238	Vinsonia macrostigma
1238	Vinsonia media
1238	Vinsonia propinqua
1238	Vinsonia stephanocarpa
1238	Vinsonia striata
1238	Vinsonia thouarsii
1238	Vinsonia utilis
1239	Argyrochaeta bipinnatifida
1239	Echetrosis pentasperma
1239	Parthenium lobatum
1239	Parthenium pinnatifidum
1240	Lorentea brevipedunculata
1240	Pectis apodocephala
1240	Pectis rubiacea
1241	Chthonia elongata
1241	Lorentea polycephala
1241	Pectis elongata divaricata
1241	Pectis elongata fasciculiflora
1241	Pectis elongata floribunda
1241	Pectis elongata oerstediana
1241	Pectis fasciculiflora
1241	Pectis floribunda
1241	Pectis oerstediana
1241	Pectis plumieri
1241	Pectis polycephala
1241	Pectis stricta
1241	Pectis taliscana
1242	Lorentea oligocephala
1242	Lorentea ramosissima
1242	Pectis maritima
1243	Geraniospermum terebintaceum
