EPSID	EPID	synonyms
EPS9160	EP1036	Mentha longifolia ramosissima
EPS9161	EP1036	Mentha longifolia reciaensis
EPS9162	EP1036	Mentha longifolia recta
EPS9163	EP1036	Mentha longifolia reflexifolia
EPS9164	EP1036	Mentha longifolia reticulatinervosa
EPS9165	EP1036	Mentha longifolia retinervis
EPS9166	EP1036	Mentha longifolia rocheliana
EPS9167	EP1036	Mentha longifolia romanica
EPS9168	EP1036	Mentha longifolia rotundibracteata
EPS9169	EP1036	Mentha longifolia rozaliae
EPS9170	EP1036	Mentha longifolia schneekapellae
EPS9171	EP1036	Mentha longifolia scytina
EPS9172	EP1036	Mentha longifolia sedunensis
EPS9173	EP1036	Mentha longifolia serbica
EPS9174	EP1036	Mentha longifolia seriata
EPS9175	EP1036	Mentha longifolia serrulata
EPS9176	EP1036	Mentha longifolia serrulata
EPS9177	EP1036	Mentha longifolia sordida
EPS9178	EP1036	Mentha longifolia sparsiramea
EPS9179	EP1036	Mentha longifolia splendens
EPS9180	EP1036	Mentha longifolia stenantha
EPS9181	EP1036	Mentha longifolia stenanthelmia
EPS9182	EP1036	Mentha longifolia stenostachya
EPS9183	EP1036	Mentha longifolia stenotricha
EPS9184	EP1036	Mentha longifolia striata
EPS9185	EP1036	Mentha longifolia striatula
EPS9186	EP1036	Mentha longifolia subacutidentata
EPS9187	EP1036	Mentha longifolia subalpina
EPS9188	EP1036	Mentha longifolia subamplexicaulifolia
EPS9189	EP1036	Mentha longifolia subincana
EPS9190	EP1036	Mentha longifolia subintegra
EPS9191	EP1036	Mentha longifolia subintegrifolia
EPS9192	EP1036	Mentha longifolia submissa
EPS9193	EP1036	Mentha longifolia subnemorosa
EPS9194	EP1036	Mentha longifolia subobtusa
EPS9195	EP1036	Mentha longifolia subpyramidaliformis
EPS9196	EP1036	Mentha longifolia subpyramidalis
EPS9197	EP1036	Mentha longifolia subviridiformis
EPS9198	EP1036	Mentha longifolia subviridis
EPS9199	EP1036	Mentha longifolia syriaca
EPS9200	EP1036	Mentha longifolia syriaca
EPS9201	EP1036	Mentha longifolia szabolcsensis
EPS9202	EP1036	Mentha longifolia szamosiana
EPS9203	EP1036	Mentha longifolia szenezyana
EPS9204	EP1036	Mentha longifolia szolnokensis
EPS9205	EP1036	Mentha longifolia taphrophila
EPS9206	EP1036	Mentha longifolia taurica
EPS9207	EP1036	Mentha longifolia tenuior
EPS9208	EP1036	Mentha longifolia terasia
EPS9209	EP1036	Mentha longifolia trachypriononta
EPS9210	EP1036	Mentha longifolia trachypriononta
EPS9211	EP1036	Mentha longifolia transmota
EPS9212	EP1036	Mentha longifolia ulotricha
EPS9213	EP1036	Mentha longifolia urumovii
EPS9214	EP1036	Mentha longifolia vallesiaca
EPS9215	EP1036	Mentha longifolia velutina
EPS9216	EP1036	Mentha longifolia veroniciformis
EPS9217	EP1036	Mentha longifolia villocaulis
EPS9218	EP1036	Mentha longifolia vineicola
EPS9219	EP1036	Mentha longifolia virens
EPS9220	EP1036	Mentha longifolia viridescens
EPS9221	EP1036	Mentha longifolia viridescens
EPS9222	EP1036	Mentha longifolia weinerniana
EPS9223	EP1036	Mentha longifolia wirzbickiana
EPS9224	EP1036	Mentha longifolia zernestensis
EPS9225	EP1036	Mentha longifolia zomborensis
EPS9226	EP1036	Mentha macilenta
EPS9227	EP1036	Mentha marisensis
EPS9228	EP1036	Mentha mellifluens
EPS9229	EP1036	Mentha mentita
EPS9230	EP1036	Mentha microcephala
EPS9231	EP1036	Mentha microstachya
EPS9232	EP1036	Mentha minutiflora
EPS9233	EP1036	Mentha mixta
EPS9234	EP1036	Mentha mollicoma
EPS9235	EP1036	Mentha mollis
EPS9236	EP1036	Mentha mollis leptostachya
EPS9237	EP1036	Mentha mollis retinervis
EPS9238	EP1036	Mentha mollissima
EPS9239	EP1036	Mentha mollissima bornmuelleri
EPS9240	EP1036	Mentha mollissima exserta
EPS9241	EP1036	Mentha mollissima inclusa
EPS9242	EP1036	Mentha mollissima plicata
EPS9243	EP1036	Mentha monticola
EPS9244	EP1036	Mentha monticola jurana
EPS9245	EP1036	Mentha mosztongensis
EPS9246	EP1036	Mentha nativitatis-mariae
EPS9247	EP1036	Mentha neilreichiana
EPS9248	EP1036	Mentha nematostachya
EPS9249	EP1036	Mentha nemorosa crispa
EPS9250	EP1036	Mentha nemorosa dulcissima
EPS9251	EP1036	Mentha nigrescens
EPS9252	EP1036	Mentha niliaca sapida
EPS9253	EP1036	Mentha noeana
EPS9254	EP1036	Mentha norica
EPS9255	EP1036	Mentha nouletiana
EPS9256	EP1036	Mentha oblonga
EPS9257	EP1036	Mentha omissa
EPS9258	EP1036	Mentha pachylodes
EPS9259	EP1036	Mentha pagana
EPS9260	EP1036	Mentha pallida
EPS9261	EP1036	Mentha panormitana
EPS9262	EP1036	Mentha pantotricha
EPS9263	EP1036	Mentha paramecophyllon
EPS9264	EP1036	Mentha parviflora
EPS9265	EP1036	Mentha pedroi
EPS9266	EP1036	Mentha pellita
EPS9267	EP1036	Mentha persica
EPS9268	EP1036	Mentha petitrix
EPS9269	EP1036	Mentha phaeocoma
EPS9270	EP1036	Mentha planitiensis
EPS9271	EP1036	Mentha procera
EPS9272	EP1036	Mentha psiloclada
EPS9273	EP1036	Mentha ratisbonensis
EPS9274	EP1036	Mentha recta
EPS9275	EP1036	Mentha reflexifolia
EPS9276	EP1036	Mentha reflexifolia serrulata
EPS9277	EP1036	Mentha retinervis
EPS9278	EP1036	Mentha rigens
EPS9279	EP1036	Mentha rocheliana
EPS9280	EP1036	Mentha rotundifolia
EPS9281	EP1036	Mentha rotundifolia maritima
EPS9282	EP1036	Mentha rozaliae
EPS9283	EP1036	Mentha sapida
EPS9284	EP1036	Mentha sedunensis
EPS9285	EP1036	Mentha seriata
EPS9286	EP1036	Mentha serotina
EPS9287	EP1036	Mentha serratula
EPS9288	EP1036	Mentha serrulata
EPS9289	EP1036	Mentha sphaerostachya
EPS9290	EP1036	Mentha spicata microphylla
EPS9291	EP1036	Mentha stenantha
EPS9292	EP1036	Mentha stenanthelmia
EPS9293	EP1036	Mentha stenoclada
EPS9294	EP1036	Mentha stenostachya
EPS9295	EP1036	Mentha stenotricha
EPS9296	EP1036	Mentha suavis
EPS9297	EP1036	Mentha suavissima
EPS9298	EP1036	Mentha subincana
EPS9299	EP1036	Mentha subintegrifolia
EPS9300	EP1036	Mentha subviridis
EPS9301	EP1036	Mentha sylvestris
EPS9302	EP1036	Mentha sylvestris alpigena
EPS9303	EP1036	Mentha sylvestris angustifolia
EPS9304	EP1036	Mentha sylvestris arctifrons
EPS9305	EP1036	Mentha sylvestris brevifrons
EPS9306	EP1036	Mentha sylvestris candicans
EPS9307	EP1036	Mentha sylvestris canescens
EPS9308	EP1036	Mentha sylvestris canescens
EPS9309	EP1036	Mentha sylvestris compacta
EPS9310	EP1036	Mentha sylvestris crispa
EPS9311	EP1036	Mentha sylvestris diffusa
EPS9312	EP1036	Mentha sylvestris discolor
EPS9313	EP1036	Mentha sylvestris flaccida
EPS9314	EP1036	Mentha sylvestris floribunda
EPS9315	EP1036	Mentha sylvestris grandis
EPS9316	EP1036	Mentha sylvestris hybrida
EPS9317	EP1036	Mentha sylvestris iberica
EPS9318	EP1036	Mentha sylvestris incana
EPS9319	EP1036	Mentha sylvestris lancifolia
EPS9320	EP1036	Mentha sylvestris lavandulacea
EPS9321	EP1036	Mentha sylvestris major
EPS9322	EP1036	Mentha sylvestris marisensis
EPS9323	EP1036	Mentha sylvestris microcephala
EPS9324	EP1036	Mentha sylvestris microphylla
EPS9325	EP1036	Mentha sylvestris minor
EPS9326	EP1036	Mentha sylvestris mollis
EPS9327	EP1036	Mentha sylvestris mollissima
EPS9328	EP1036	Mentha sylvestris mollissima
EPS9329	EP1036	Mentha sylvestris nouletiana
EPS9330	EP1036	Mentha sylvestris pahinensis
EPS9331	EP1036	Mentha sylvestris pallescens
EPS9332	EP1036	Mentha sylvestris pellita
EPS9333	EP1036	Mentha sylvestris procurrens
EPS9334	EP1036	Mentha sylvestris serotina
EPS9335	EP1036	Mentha sylvestris simplex
EPS9336	EP1036	Mentha sylvestris sordida
EPS9337	EP1036	Mentha sylvestris subintegra
EPS9338	EP1036	Mentha sylvestris teydae
EPS9339	EP1036	Mentha sylvestris thaumasia
EPS9340	EP1036	Mentha sylvestris tomentosa
EPS9341	EP1036	Mentha sylvestris wierzbickiana
EPS9342	EP1036	Mentha syriaca
EPS9343	EP1036	Mentha syrmiensis
EPS9344	EP1036	Mentha szamosiana
EPS9345	EP1036	Mentha szenezyana
EPS9346	EP1036	Mentha szilyana
EPS9347	EP1036	Mentha taphrophila
EPS9348	EP1036	Mentha tenorei
EPS9349	EP1036	Mentha thaumasia
EPS9350	EP1036	Mentha tomentosa
EPS9351	EP1036	Mentha transmota
EPS9352	EP1036	Mentha transsilvanica
EPS9353	EP1036	Mentha uliginosa
EPS9354	EP1036	Mentha ulotricha
EPS9355	EP1036	Mentha vallesiaca
EPS9356	EP1036	Mentha veroniciformis
EPS9357	EP1036	Mentha villosa nouletiana
EPS9358	EP1036	Mentha villosa sapida
EPS9359	EP1036	Mentha villosa tenorei
EPS9360	EP1036	Mentha viridescens
EPS9361	EP1036	Mentha viridis candicans
EPS9362	EP1036	Mentha viridis canescens
EPS9363	EP1036	Mentha viridis minutodonta
EPS9364	EP1036	Mentha viridis nouletiana
EPS9365	EP1036	Mentha weinerniana
EPS9366	EP1036	Mentha wierzbickiana
EPS9367	EP1036	Mentha wierzbickiana holubyana
EPS9368	EP1036	Mentha wierzbickiana lintiae
EPS9369	EP1036	Mentha wierzbickiana richteri
EPS9370	EP1036	Mentha wierzbickiana stenantha
EPS9371	EP1036	Mentha wierzbickiana subcrispa
EPS9372	EP1036	Mentha wirzbickiana
EPS9373	EP1036	Mentha wondracekii
EPS9374	EP1037	Mentha acroceraia
EPS9375	EP1037	Mentha acuminata
EPS9376	EP1037	Mentha aepycaulos
EPS9377	EP1037	Mentha aequifrons
EPS9378	EP1037	Mentha albida
EPS9379	EP1037	Mentha albida
EPS9380	EP1037	Mentha alpigena
EPS9381	EP1037	Mentha ambigua
EPS9382	EP1037	Mentha aquatica gracilis
EPS9383	EP1037	Mentha bacsensis
EPS9384	EP1037	Mentha baldensis
EPS9385	EP1037	Mentha balsamiflora
EPS9386	EP1037	Mentha bezdanensis
EPS9387	EP1037	Mentha brachyclada
EPS9388	EP1037	Mentha brassoensis
EPS9389	EP1037	Mentha brevidentata
EPS9390	EP1037	Mentha brevispicata
EPS9391	EP1037	Mentha brittingeri
EPS9392	EP1037	Mentha caerulescens
EPS9393	EP1037	Mentha candicans
EPS9394	EP1037	Mentha candicans angustifolia
EPS9395	EP1037	Mentha candicans leptostachya
EPS9396	EP1037	Mentha candicans ramosa
EPS9397	EP1037	Mentha canescens
EPS9398	EP1037	Mentha cardiophyllos
EPS9399	EP1037	Mentha castellana
EPS9400	EP1037	Mentha caucasica
EPS9401	EP1037	Mentha caucasica
EPS9402	EP1037	Mentha chaunanthera
EPS9403	EP1037	Mentha chrysostomi
EPS9404	EP1037	Mentha coerulescens
EPS9405	EP1037	Mentha collivaga
EPS9406	EP1037	Mentha cordata
EPS9407	EP1037	Mentha cretica
EPS9408	EP1037	Mentha crispa
EPS9409	EP1037	Mentha cuspidata
EPS9410	EP1037	Mentha danubialis
EPS9411	EP1037	Mentha danubialis
EPS9412	EP1037	Mentha decloetiana
EPS9413	EP1037	Mentha densicapilla
EPS9414	EP1037	Mentha despecta
EPS9415	EP1037	Mentha dionisiana
EPS9416	EP1037	Mentha discolor
EPS9417	EP1037	Mentha divaricata
EPS9418	EP1037	Mentha domingoi
EPS9419	EP1037	Mentha dulcissima
EPS9420	EP1037	Mentha dumetorum hispidula
EPS9421	EP1037	Mentha eisensteiniana
EPS9422	EP1037	Mentha ensidens
EPS9423	EP1037	Mentha favratii
EPS9424	EP1037	Mentha filina
EPS9425	EP1037	Mentha firmicaulis
EPS9426	EP1037	Mentha flanatica
EPS9427	EP1037	Mentha foliosa
EPS9428	EP1037	Mentha foroiulensis
EPS9429	EP1037	Mentha glaucostachya
EPS9430	EP1037	Mentha grisella
EPS9431	EP1037	Mentha grisella caucasica
EPS9432	EP1037	Mentha grisella minutiflora
EPS9433	EP1037	Mentha grisella seriata
EPS9434	EP1037	Mentha grisella syriaca
EPS9435	EP1037	Mentha halleri
EPS9436	EP1037	Mentha hapalophylla
EPS9437	EP1037	Mentha hispidula
EPS9438	EP1037	Mentha hollosyana
EPS9439	EP1037	Mentha horridula
EPS9440	EP1037	Mentha hugueninii
EPS9441	EP1037	Mentha hybrida
EPS9442	EP1037	Mentha illyrica
EPS9443	EP1037	Mentha incana
EPS9444	EP1037	Mentha incana barthiana
EPS9445	EP1037	Mentha incana litoralis
EPS9446	EP1037	Mentha ischnostachya
EPS9447	EP1037	Mentha josephi
EPS9448	EP1037	Mentha jucunda
EPS9449	EP1037	Mentha jurana
EPS9450	EP1037	Mentha kozorensis
EPS9451	EP1037	Mentha krassoensis
EPS9452	EP1037	Mentha kuncii
EPS9453	EP1037	Mentha laggeri
EPS9454	EP1037	Mentha lavandulacea
EPS9455	EP1037	Mentha lavandulifolia
EPS9456	EP1037	Mentha leioneura
EPS9457	EP1037	Mentha lepidioides
EPS9458	EP1037	Mentha lereschii
EPS9459	EP1037	Mentha leucantha
EPS9460	EP1037	Mentha ligustrina
EPS9461	EP1037	Mentha litigiosa
EPS9462	EP1037	Mentha longifolia acroceraia
EPS9463	EP1037	Mentha longifolia acuminata
EPS9464	EP1037	Mentha longifolia acutidens
EPS9465	EP1037	Mentha longifolia aequifrons
EPS9466	EP1037	Mentha longifolia alpigena
EPS9467	EP1037	Mentha longifolia ambigua
EPS9468	EP1037	Mentha longifolia angustifolia
EPS9469	EP1037	Mentha longifolia angustifrons
EPS9470	EP1037	Mentha longifolia angustissima
EPS9471	EP1037	Mentha longifolia anisodons
EPS9472	EP1037	Mentha longifolia apentiana
EPS9473	EP1037	Mentha longifolia apoxodonta
EPS9474	EP1037	Mentha longifolia argenticapilla
EPS9475	EP1037	Mentha longifolia arthrostachya
EPS9476	EP1037	Mentha longifolia bacsensis
EPS9477	EP1037	Mentha longifolia balcanica
EPS9478	EP1037	Mentha longifolia balsamiflora
EPS9479	EP1037	Mentha longifolia barthiana
EPS9480	EP1037	Mentha longifolia bojanaensis
EPS9481	EP1037	Mentha longifolia brassoensis
EPS9482	EP1037	Mentha longifolia brevifolia
EPS9483	EP1037	Mentha longifolia brevifrons
EPS9484	EP1037	Mentha longifolia bulgarica
EPS9485	EP1037	Mentha longifolia bureschiana
EPS9486	EP1037	Mentha longifolia cadrilateri
EPS9487	EP1037	Mentha longifolia campiensis
EPS9488	EP1037	Mentha longifolia campylostachya
EPS9489	EP1037	Mentha longifolia candicans
EPS9490	EP1037	Mentha longifolia candicans
EPS9491	EP1037	Mentha longifolia capitata
EPS9492	EP1037	Mentha longifolia capitulata
EPS9493	EP1037	Mentha longifolia cardibasea
EPS9494	EP1037	Mentha longifolia cardiophylla
EPS9495	EP1037	Mentha longifolia caucasica
EPS9496	EP1037	Mentha longifolia caucasica
EPS9497	EP1037	Mentha longifolia cesarea
EPS9498	EP1037	Mentha longifolia chaunanthera
EPS9499	EP1037	Mentha longifolia collivaga
EPS9500	EP1037	Mentha longifolia comata
EPS9501	EP1037	Mentha longifolia crenigena
EPS9502	EP1037	Mentha longifolia dejmerii
EPS9503	EP1037	Mentha longifolia delphinensis
EPS9504	EP1037	Mentha longifolia demissa
EPS9505	EP1037	Mentha longifolia densicapilla
EPS9506	EP1037	Mentha longifolia densicapilla
EPS9507	EP1037	Mentha longifolia diabolina
EPS9508	EP1037	Mentha longifolia diabolina
EPS9509	EP1037	Mentha longifolia discolor
EPS9510	EP1037	Mentha longifolia divaricata
EPS9511	EP1037	Mentha longifolia dobrogensis
EPS9512	EP1037	Mentha longifolia dripanoidea
EPS9513	EP1037	Mentha longifolia eclytanthea
EPS9514	EP1037	Mentha longifolia eisensteiniana
EPS9515	EP1037	Mentha longifolia ensidens
EPS9516	EP1037	Mentha longifolia erminea
EPS9517	EP1037	Mentha longifolia erminea
EPS9518	EP1037	Mentha longifolia falcatodentata
EPS9519	EP1037	Mentha longifolia favratii
EPS9520	EP1037	Mentha longifolia feleacaensis
EPS9521	EP1037	Mentha longifolia ferdinandii
EPS9522	EP1037	Mentha longifolia firmicaulis
EPS9523	EP1037	Mentha longifolia flaccida
EPS9524	EP1037	Mentha longifolia flanatica
EPS9525	EP1037	Mentha longifolia focsaniensis
EPS9526	EP1037	Mentha longifolia foroiulensis
EPS9527	EP1037	Mentha longifolia fuliginosa
EPS9528	EP1037	Mentha longifolia gibbosidens
EPS9529	EP1037	Mentha longifolia glaucostachya
EPS9530	EP1037	Mentha longifolia graciliflora
EPS9531	EP1037	Mentha longifolia gracilis
EPS9532	EP1037	Mentha longifolia grandis
EPS9533	EP1037	Mentha longifolia grinensis
EPS9534	EP1037	Mentha longifolia grisella
EPS9535	EP1037	Mentha longifolia gulekensis
EPS9536	EP1037	Mentha longifolia hapalophylla
EPS9537	EP1037	Mentha longifolia hebosa
EPS9538	EP1037	Mentha longifolia heterodons
EPS9539	EP1037	Mentha longifolia holasia
EPS9540	EP1037	Mentha longifolia hollosyana
EPS9541	EP1037	Mentha longifolia horridula
EPS9542	EP1037	Mentha longifolia hugueninii
EPS9543	EP1037	Mentha longifolia huteri
EPS9544	EP1037	Mentha longifolia incana
EPS9545	EP1037	Mentha longifolia incisifolia
EPS9546	EP1037	Mentha longifolia ingens
EPS9547	EP1037	Mentha longifolia irregularis
EPS9548	EP1037	Mentha longifolia ischnostachya
EPS9549	EP1037	Mentha longifolia javorkae
EPS9550	EP1037	Mentha longifolia jurana
EPS9551	EP1037	Mentha longifolia kozorensis
EPS9552	EP1037	Mentha longifolia laggeri
EPS9553	EP1037	Mentha longifolia lanyiana
EPS9554	EP1037	Mentha longifolia latibracteata
EPS9555	EP1037	Mentha longifolia lavandulacea
EPS9556	EP1037	Mentha longifolia lavandulacea
EPS9557	EP1037	Mentha longifolia leioneura
EPS9558	EP1037	Mentha longifolia lepidioides
EPS9559	EP1037	Mentha longifolia leptophylla
EPS9560	EP1037	Mentha longifolia leptostachya
EPS9561	EP1037	Mentha longifolia lereschii
EPS9562	EP1037	Mentha longifolia libidinosa
EPS9563	EP1037	Mentha longifolia lignosa
EPS9564	EP1037	Mentha longifolia ligustrina
EPS9565	EP1037	Mentha longifolia litoralis
EPS9566	EP1037	Mentha longifolia lonciana
EPS9567	EP1037	Mentha longifolia macedonica
EPS9568	EP1037	Mentha longifolia macilenta
EPS9569	EP1037	Mentha longifolia macrophyllos
EPS9570	EP1037	Mentha longifolia magnifrons
EPS9571	EP1037	Mentha longifolia major
EPS9572	EP1037	Mentha longifolia marisensis
EPS9573	EP1037	Mentha longifolia melesensis
EPS9574	EP1037	Mentha longifolia mesomorpha
EPS9575	EP1037	Mentha longifolia microphylla
EPS9576	EP1037	Mentha longifolia microverticillata
EPS9577	EP1037	Mentha longifolia minutiflora
EPS9578	EP1037	Mentha longifolia minutiflora
EPS9579	EP1037	Mentha longifolia modesta
EPS9580	EP1037	Mentha longifolia moldovica
EPS9581	EP1037	Mentha longifolia mollicoma
EPS9582	EP1037	Mentha longifolia mollis
EPS9583	EP1037	Mentha longifolia mollis
EPS9584	EP1037	Mentha longifolia mollissima
EPS9585	EP1037	Mentha longifolia mollissima
EPS9586	EP1037	Mentha longifolia montenegrina
EPS9587	EP1037	Mentha longifolia mosztongensis
EPS9588	EP1037	Mentha longifolia nematostachya
EPS9589	EP1037	Mentha longifolia nicolaensis
EPS9590	EP1037	Mentha longifolia niederederi
EPS9591	EP1037	Mentha longifolia norica
EPS9592	EP1037	Mentha longifolia oblongifolia
EPS9593	EP1037	Mentha longifolia oblongolanceolatifolia
EPS9594	EP1037	Mentha longifolia ochroleuca
EPS9595	EP1037	Mentha longifolia ochthegena
EPS9596	EP1037	Mentha longifolia ovatifrons
EPS9597	EP1037	Mentha longifolia pachylodes
EPS9598	EP1037	Mentha longifolia pagana
EPS9599	EP1037	Mentha longifolia pahinensis
EPS9600	EP1037	Mentha longifolia pantotricha
EPS9601	EP1037	Mentha longifolia paramecophyllon
EPS9602	EP1037	Mentha longifolia pascua
EPS9603	EP1037	Mentha longifolia paucidentata
EPS9604	EP1037	Mentha longifolia pellita
EPS9605	EP1037	Mentha longifolia pellita
EPS9606	EP1037	Mentha longifolia phaeocoma
EPS9607	EP1037	Mentha longifolia planitiensis
EPS9608	EP1037	Mentha longifolia planitiensis
EPS9609	EP1037	Mentha longifolia polystachya
EPS9610	EP1037	Mentha longifolia procera
EPS9611	EP1037	Mentha longifolia prodanii
EPS9612	EP1037	Mentha longifolia pseudoelongata
EPS9613	EP1037	Mentha longifolia pseudoulotricha
EPS9614	EP1037	Mentha longifolia pustariensis
EPS9615	EP1037	Mentha longifolia ramosissima
EPS9616	EP1037	Mentha longifolia reciaensis
EPS9617	EP1037	Mentha longifolia recta
EPS9618	EP1037	Mentha longifolia reflexifolia
EPS9619	EP1037	Mentha longifolia reticulatinervosa
EPS9620	EP1037	Mentha longifolia retinervis
EPS9621	EP1037	Mentha longifolia rocheliana
EPS9622	EP1037	Mentha longifolia romanica
EPS9623	EP1037	Mentha longifolia rotundibracteata
EPS9624	EP1037	Mentha longifolia rozaliae
EPS9625	EP1037	Mentha longifolia schneekapellae
EPS9626	EP1037	Mentha longifolia scytina
EPS9627	EP1037	Mentha longifolia sedunensis
EPS9628	EP1037	Mentha longifolia serbica
EPS9629	EP1037	Mentha longifolia seriata
EPS9630	EP1037	Mentha longifolia serrulata
EPS9631	EP1037	Mentha longifolia serrulata
EPS9632	EP1037	Mentha longifolia sordida
EPS9633	EP1037	Mentha longifolia sparsiramea
EPS9634	EP1037	Mentha longifolia splendens
EPS9635	EP1037	Mentha longifolia stenantha
EPS9636	EP1037	Mentha longifolia stenanthelmia
EPS9637	EP1037	Mentha longifolia stenostachya
EPS9638	EP1037	Mentha longifolia stenotricha
EPS9639	EP1037	Mentha longifolia striata
EPS9640	EP1037	Mentha longifolia striatula
EPS9641	EP1037	Mentha longifolia subacutidentata
EPS9642	EP1037	Mentha longifolia subalpina
EPS9643	EP1037	Mentha longifolia subamplexicaulifolia
EPS9644	EP1037	Mentha longifolia subincana
EPS9645	EP1037	Mentha longifolia subintegra
EPS9646	EP1037	Mentha longifolia subintegrifolia
EPS9647	EP1037	Mentha longifolia submissa
EPS9648	EP1037	Mentha longifolia subnemorosa
EPS9649	EP1037	Mentha longifolia subobtusa
EPS9650	EP1037	Mentha longifolia subpyramidaliformis
