occurrenceId	verbatimScientificName	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species
	Myrtus communis	Myrtus communis L.	3180085	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrtus	Myrtus communis
	Nashia inaguensis	Nashia inaguensis Millsp.	2925373	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	Nashia	Nashia inaguensis
	Nasturtium officinale	Nasturtium officinale W.T.Aiton	5708806	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium	Nasturtium officinale
	Neofinetia falcata	Neofinetia falcata (Thunb.) Beer	9111729	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Neofinetia	Neofinetia falcata
	Neolitsea brassii	Neolitsea brassii C.K.Allen	4180211	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea brassii
	Neolitsea australiensis	Neolitsea australiensis Kosterm.	4180265	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea australiensis
	Neolitsea dealbata	Neolitsea dealbata (R.Br.) Merr.	4180000	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea dealbata
	Neolitsea dealbata	Neolitsea dealbata (R.Br.) Merr.	4180000	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea dealbata
	Neolitsea fischeri	Neolitsea fischeri Gamble	4179957	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Neolitsea	Neolitsea fischeri
	Neomitranthes obscura	Neomitranthes obscura (DC.) N.Silveira	3186938	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Neomitranthes	Neomitranthes obscura
	Nepeta betonicifolia	Nepeta betonicifolia C.A.Mey.	7309386	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta betonicifolia
	Nepeta asterotrichus	Nepeta asterotricha Rech.f.	5610760	FUZZY	97	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta crispa
	Nepeta betonicifolia	Nepeta betonicifolia C.A.Mey.	7309386	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta betonicifolia
	Nepeta bornmuelleri	Nepeta bornmuelleri Hausskn. ex Bornm.	5610705	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta bornmuelleri
	Nepeta bracteata	Nepeta bracteata Benth.	7826253	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta bracteata
	Nepeta cataria	Nepeta cataria L.	5341499	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta cataria
	Nepeta cephalotes	Nepeta cephalotes Boiss.	5610674	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta cephalotes
	Nepeta curviflora	Nepeta curviflora Boiss.	5610626	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta curviflora
	Nepeta denudata	Nepeta denudata Benth.	5610599	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta denudata
	Nepeta elymatica	Nepeta elymaitica Bornm.	5610571	FUZZY	95	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta elymaitica
	Nepeta fissa	Nepeta L.	2927325	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	
	Nepeta gloeocephala	Nepeta gloeocephala Rech.f.	5610500	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta gloeocephala
	Nepeta glomerulosa	Nepeta glomerulosa Boiss.	7309240	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta glomerulosa
	Nepeta govaniana	Nepeta govaniana Benth.	5610487	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta govaniana
	Nepeta haussknechtii	Nepeta haussknechtii Bornm.	7573636	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta racemosa
	Nepeta heliotropifolia	Nepeta heliotropifolia Lam.	5610461	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta heliotropifolia
	Nepeta kotschyi	Nepeta kotschyi Boiss.	5610358	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta kotschyi
	Nepeta makuensis	Nepeta makuensis Jamzad & Mozaffarian	5610249	EXACT	98	DOUBTFUL	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta makuensis
	Nepeta menthoides	Nepeta menthoides Boiss. & Buhse	5610212	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta menthoides
	Nepeta meyeri	Nepeta meyeri Benth.	5610206	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta meyeri
	Nepeta mirzayanii	Nepeta mirzayanii Rech.f. & Esfand.	5610179	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta mirzayanii
	Nepeta nuda	Nepeta nuda L.	7309059	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta nuda
	Nepeta pannonica	Nepeta pannonica L.	5609996	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta nuda
	Nepeta pogonosperma	Nepeta pogonosperma Jamzad & Assadi	5609908	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta pogonosperma
	Nepeta racemosa	Nepeta racemosa Lam.	5341497	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta racemosa
	Nepeta rtanjensis	Nepeta rtanjensis N.Diklic & B.Milojevic	5609810	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta rtanjensis
	Nepeta rtanjensis	Nepeta rtanjensis N.Diklic & B.Milojevic	5609810	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta rtanjensis
	Nepeta rtanjensis	Nepeta rtanjensis N.Diklic & B.Milojevic	5609810	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta rtanjensis
	Nepeta sessilifolia	Nepeta sessilifolia Bunge	5609713	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lophanthus	Lophanthus sessilifolius
	Nepeta sibirica	Nepeta sibirica L.	7540389	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta sibirica
	Nepeta sulfuriflora	Nepeta sulfuriflora P.H.Davis	5609598	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta sulfuriflora
	Nepeta trachonitica	Nepeta trachonitica Post	5609543	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta	Nepeta trachonitica
	Nicotiana tabacum	Nicotiana tabacum L.	2928774	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana	Nicotiana tabacum
	Nigella damascena	Nigella damascena L.	5371702	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Nigella	Nigella damascena
	Nigella sativa L.	Nigella sativa L.	5371700	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Nigella	Nigella sativa
	Nigritella nigra	Nigritella nigra (L.) Rchb.f.	5323955	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Gymnadenia	Gymnadenia nigra
	Ochrosperma lineare	Ochrosperma lineare (C.T.White) Trudgen	3186879	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Ochrosperma	Ochrosperma lineare
	Ocimum adscendens	Ocimum L.	2874693	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	
	Ocimum americanum	Ocimum americanum L.	2927097	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum americanum
	Ocimum basilicum	Ocimum basilicum L.	2927096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum basilicum	Ocimum basilicum L.	2927096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum basilicum	Ocimum basilicum L.	2927096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum basilicum L.	Ocimum basilicum L.	2927096	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum basilicum	Ocimum basilicum L.	2927096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum basilicumï¿_	Ocimum basilicum L.	2927096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum basilicumï¿_L.	Ocimum basilicum L.	2927096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum basilicum	Ocimum basilicum L.	2927096	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum ciliatum Hornem	Ocimum ciliatum Hornem.	3898113	EXACT	100	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum basilicum
	Ocimum gratissimum	Ocimum gratissimum L.	2927094	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum gratissimum
	Ocimum gratissimum	Ocimum gratissimum L.	2927094	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum gratissimum
	Ocimum gratissimum	Ocimum gratissimum L.	2927094	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum gratissimum
	Ocimum gratissimum	Ocimum gratissimum L.	2927094	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum gratissimum
	Ocimum kilimandscharicum	Ocimum kilimandscharicum GÃ_rke	8344835	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum kilimandscharicum
	Ocimum micranthum	Ocimum micranthum Willd.	2927099	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum campechianum
	Ocimum micranthum	Ocimum micranthum Willd.	2927099	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum campechianum
	Ocimum minimum	Ocimum minimum L.	3896957	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum minimum
	Ocimum sanctum	Ocimum sanctum L.	2927101	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum tenuiflorum
	Ocimum selloi	Ocimum selloi Benth.	7308424	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum carnosum
	Ocimum tenuiflorum	Ocimum tenuiflorum L.	2927100	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ocimum	Ocimum tenuiflorum
	Oenanthe crocata	Oenanthe crocata L.	6027319	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Oenanthe	Oenanthe crocata
	Oenanthe divaricata	Oenanthe L.	3034893	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Oenanthe	
	Oliveria decumbens	Oliveria decumbens Vent.	5540030	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Oliveria	Oliveria decumbens
	Ononis natrix	Ononis natrix L.	2977234	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Ononis	Ononis natrix
	Ophryosporus heptanthus	Ophryosporus heptanthus (Sch.Bip. ex Wedd.) R.M.King & H.Rob.	3140080	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ophryosporus	Ophryosporus heptanthus
	Origanum acutidens	Origanum acutidens (Hand.-Mazz.) Ietsw.	3895404	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum acutidens
	Origanum adanense	Origanum adanense K.H.C.BaÈ™er & H.Duman	3895399	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum adanense
	Origanum bargyli	Origanum bargyli Mouterde	3895268	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum bargyli
	Origanum basilicum	Origanum Tourn. ex L.	2926611	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	
	Origanum bastetanum	"Origanum bastetanum Socorro, Arrebola & Espinar"	3895263	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum vulgare
	Origanum boissieri	Origanum boissieri Ietsw.	3895226	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum boissieri
	Origanum calcaratum	Origanum calcaratum Juss.	3895180	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum calcaratum
	Origanum cordifolium	Origanum cordifolium Vog.	3895043	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum cordifolium
	Origanum dayi	Origanum dayi Post	3895005	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum dayi
	Origanum dictamnus	Origanum dictamnus L.	3894972	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum dictamnus
	Origanum ehrenbergii	Origanum ehrenbergii Boiss.	3894921	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum ehrenbergii
	Origanum elongatum	Origanum elongatum (Bonnet) Emb. & Maire	3894892	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum elongatum
	Origanum floribundum	Origanum floribundum Munby	3894864	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum floribundum
	Origanum husnucan-baserii	"Origanum husnucan-baseri H.Duman, Z.AytaÃ§ & A.Duran"	3894642	FUZZY	97	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum husnucan-baseri
	Origanum hypericifolium	Origanum hypericifolium O.Schwarz & P.H.Davis	3894624	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum hypericifolium
	Origanum intercedens	Origanum intercedens Rech.f.	3894580	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum intercedens
	Origanum leptocladum	Origanum leptocladum Boiss.	3894502	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum leptocladum
	Origanum libanoticum	Origanum libanoticum Boiss.	3894494	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum libanoticum
	Origanum majorana	Origanum majorana L.	2926615	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum majorana
	Origanum majoricum	Origanum majoricum Cambess.	3894423	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum majoricum
	Origanum micranthum	Origanum Tourn. ex L.	2926611	HIGHERRANK	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	
	Origanum minoanum	Origanum minoanum P.H.Davis	3894331	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum minoanum
	Origanum minutiflorum	Origanum minutiflorum O.Schwarz & P.H.Davis	3894315	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum minutiflorum
	Origanum onites	Origanum onites L.	2926613	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum onites
	Origanum saccatum	Origanum saccatum P.H.Davis	3894012	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum saccatum
	Origanum scabrum	Origanum scabrum Boiss. & Heldr.	3893971	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum scabrum
	Origanum solymicum	Origanum solymicum P.H.Davis	3893879	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum solymicum
	Origanum spp.	Origanum Tourn. ex L.	2926611	EXACT	85	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	
	Origanum syriacum	Origanum syriacum L.	6411178	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum syriacum
	Origanum vulgare	Origanum vulgare L.	2926612	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum vulgare
	Origanum vulgare	Origanum vulgare L.	2926612	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum vulgare
	Origanum vulgare	Origanum vulgare L.	2926612	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum vulgare
	Origanum vulgare	Origanum vulgare L.	2926612	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum vulgare
	Origanum vulgare	Origanum vulgare L.	2926612	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum vulgare
	Orthodon dianthera	Orthodon diantherus (Buch.-Ham. ex Roxb.) Hand.-Mazz.	5608008	FUZZY	97	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mosla	Mosla dianthera
	Osmanthus fragrans	Osmanthus fragrans Lour.	3172278	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus	Osmanthus fragrans
	Otanthus maritimus	Otanthus maritimus (L.) Hoffmanns. & Link	8278487	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Otanthus	Otanthus maritimus
	Otostegia michauxii	Otostegia michauxii Briq.	3891370	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Rydingia	Rydingia michauxii
	Oxytropis falcate	Oxytropis falcata Bunge	5360815	FUZZY	95	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Oxytropis	Oxytropis falcata
	Ozothamnus diosmifolius	Ozothamnus diosmifolius (Vent.) DC.	3111921	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ozothamnus	Ozothamnus diosmifolius
	Paeonia emodi	Paeonia emodi Wall.	7316504	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Paeoniaceae	Paeonia	Paeonia emodi
	Pandanus fascicularis Lam.	Pandanus fascicularis Lam.	5327296	EXACT	100	SYNONYM	SPECIES	Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	Pandanus odorifer
	Pandanus fascicularis Lam.	Pandanus fascicularis Lam.	5327296	EXACT	100	SYNONYM	SPECIES	Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	Pandanus odorifer
	Pandanus odoratissimus	Pandanus odoratissimus St.John	8830139	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Liliopsida	Pandanales	Pandanaceae	Pandanus	Pandanus odoratissimus
	Parthenium hysterophorus	Parthenium hysterophorus L.	3086784	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Parthenium	Parthenium hysterophorus
	Pectis apodocephala	Pectis apodocephala Baker	5702976	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pectis	Pectis brevipedunculata
	Pectis floribunda	Pectis floribunda A.Rich.	5702831	EXACT	99	SYNONYM	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pectis	Pectis elongata
	Pectis oligocephala	Pectis oligocephala Sch.Bip.	5405576	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pectis	Pectis oligocephala
	Pelargonium graveolens	Pelargonium graveolens L'Her.	2891608	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Pelargonium	Pelargonium graveolens
	Pelargonium graveolens	Pelargonium graveolens L'Her.	2891608	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Pelargonium	Pelargonium graveolens
	Pentaceras australe	Pentaceras australe (F.MÃ_ll.) Hook.fil.	7860049	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Pentaceras	Pentaceras australe
	Pentapleura subulifera	Pentapleura subulifera Hand.-Mazz.	5607356	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Pentapleura	Pentapleura subulifera
	Peperomiaï¿_pellucidaï¿_L.	Peperomia Ruiz & Pav.	3086367	EXACT	96	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia	
	Perilla frutescens	Perilla frutescens Britton.	5341394	EXACT	99	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Perilla	Perilla frutescens
	Perovskia abrotanoides	Perovskia abrotanoides Karel.	3889083	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Perovskia	Perovskia abrotanoides
	Perovskia atriplicifolia	Perovskia atriplicifolia Benth.	3889056	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Perovskia	Perovskia atriplicifolia
	Persea	Persea Mill.	3034041	EXACT	95	ACCEPTED	GENUS	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Persea	
	Persea americana	Persea americana Mill.	3034046	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Persea	Persea americana
	Persea americana	Persea americana Mill.	3034046	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Persea	Persea americana
	Persea americana	Persea americana Mill.	3034046	EXACT	100	ACCEPTED	SPECIES	Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae	Persea	Persea americana
