CSID	EID	SYNONYM
CS28613	C5567	InChI=1/C9H10O2/c1-11-9(10)7-8-5-3-2-4-6-8/h2-6H,7H2,1H
CS28614	C3473	Diphenyl oxide
CS28615	C3473	DIPHENYL ETHER
CS28616	C3473	Phenoxybenzene
CS28617	C3473	101-84-8
CS28618	C3473	Phenyl ether
CS28619	C3473	Oxydibenzene
CS28620	C3473	Phenyl oxide
CS28621	C3473	1,1'-oxydibenzene
CS28622	C3473	Oxybisbenzene
CS28623	C3473	Biphenyl oxide
CS28624	C3473	Benzene, 1,1'-oxybis-
CS28625	C3473	Oxydiphenyl
CS28626	C3473	Geranium crystals
CS28627	C3473	Ether, diphenyl-
CS28628	C3473	Chemcryl JK-EB
CS28629	C3473	Benzene, phenoxy-
CS28630	C3473	1,1'-Oxybis(benzene)
CS28631	C3473	Phenyl ether, vapor
CS28632	C3473	Diphenylether
CS28633	C3473	1,1'-Oxybisbenzene
CS28634	C3473	Ether, diphenyl
CS28635	C3473	Diphenylaether
CS28636	C3473	Diphenyloxid
CS28637	C3473	diphenyl-ether
CS28638	C3473	phenoxy-benzene
CS28639	C3473	1-Phenoxybenzene
CS28640	C3473	NSC 19311
CS28641	C3473	UNII-3O695R5M1U
CS28642	C3473	FEMA No. 3667
CS28643	C3473	CCRIS 5912
CS28644	C3473	HSDB 934
CS28645	C3473	Phenyl ether (8CI)
CS28646	C3473	1,1'-oxybis-benzene
CS28647	C3473	EINECS 202-981-2
CS28648	C3473	MFCD00003034
CS28649	C3473	BRN 1364620
CS28650	C3473	AI3-00749
CS28651	C3473	CHEBI:39258
CS28652	C3473	USIUVYZYUHIAEV-UHFFFAOYSA-N
CS28653	C3473	3O695R5M1U
CS28654	C3473	Phenyl ether, 99%
CS28655	C3473	DSSTox_CID_1847
CS28656	C3473	DSSTox_RID_76363
CS28657	C3473	DSSTox_GSID_21847
CS28658	C3473	CAS-101-84-8
CS28659	C3473	diphenyether
CS28660	C3473	diphenyloxide
CS28661	C3473	phenylether
CS28662	C3473	4-phenoxybenzene
CS28663	C3473	PhOPh
CS28664	C3473	1-phenoxy benzene
CS28665	C3473	1,1-Oxybisbenzene
CS28666	C3473	(4-Phenoxy)benzene
CS28667	C3473	Phenyl ether, 8CI
CS28668	C3473	Benzene,1'-oxybis-
CS28669	C3473	PubChem9111
CS28670	C3473	Ph2O
CS28671	C3473	WLN: ROR
CS28672	C3473	EC 202-981-2
CS28673	C3473	AC1L1P3D
CS28674	C3473	1,1'-Oxybisbenzene, 9CI
CS28675	C3473	Diphenyl oxide; Phenyl ether
CS28676	C3473	SCHEMBL12286
CS28677	C3473	4-06-00-00568 (Beilstein Handbook Reference)
CS28678	C3473	KSC176E1H
CS28679	C3473	ARONIS25147
CS28680	C3473	CHEMBL38934
CS28681	C3473	ACMC-2097x5
CS28682	C3473	Diphenyl ether, >=99%, FG
CS28683	C3473	DTXSID9021847
CS28684	C3473	CTK0H6213
CS28685	C3473	FEMA 3667
CS28686	C3473	KS-00000WJX
CS28687	C3473	EBD47295
CS28688	C3473	NSC19311
CS28689	C3473	STR00684
CS28690	C3473	ZINC1504642
CS28691	C3473	Tox21_202277
CS28692	C3473	Tox21_302777
CS28693	C3473	ANW-14535
CS28694	C3473	LS-341
CS28695	C3473	NSC-19311
CS28696	C3473	NSC174083
CS28697	C3473	SBB040808
CS28698	C3473	STL199168
CS28699	C3473	AKOS000120215
CS28700	C3473	Diphenyl ether, ReagentPlus(R), 99%
CS28701	C3473	MCULE-3010711232
CS28702	C3473	NSC-174083
CS28703	C3473	RP23246
CS28704	C3473	RTR-000448
CS28705	C3473	NCGC00091303-01
CS28706	C3473	NCGC00091303-02
CS28707	C3473	NCGC00091303-03
CS28708	C3473	NCGC00256450-01
CS28709	C3473	NCGC00259826-01
CS28710	C3473	AJ-26427
CS28711	C3473	CJ-05123
CS28712	C3473	CJ-23748
CS28713	C3473	Diphenyl ether, ReagentPlus(R), >=99%
CS28714	C3473	SC-19163
CS28715	C3473	AB1002336
CS28716	C3473	TR-000448
CS28717	C3473	CS-0015060
CS28718	C3473	FT-0617056
CS28719	C3473	FT-0625233
CS28720	C3473	P0177
CS28721	C3473	ST24048865
CS28722	C3473	ST45053934
CS28723	C3473	AZ0001-0008
CS28724	C3473	Diphenyl ether, SAJ first grade, >=98.0%
CS28725	C3473	Diphenyl ether, Selectophore(TM), >=99.9%
CS28726	C3473	KS-00004720
CS28727	C3473	Diphenyl ether, Vetec(TM) reagent grade, 98%
CS28728	C3473	A800474
CS28729	C3473	I14-4054
CS28730	C3473	J-000505
CS28731	C3473	J-520381
CS28732	C3473	Z57127518
CS28733	C3473	F1908-0183
CS28734	C3473	InChI=1/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10
CS28735	C3473	32576-61-7
CS28736	C1927	ETHYL PHENYLACETATE
CS28737	C1927	ethyl 2-phenylacetate
CS28738	C1927	101-97-3
CS28739	C1927	Benzeneacetic acid, ethyl ester
CS28740	C1927	Phenylacetic acid ethyl ester
CS28741	C1927	Ethyl phenacetate
CS28742	C1927	Ethyl benzeneacetate
CS28743	C1927	Ethyl 2-phenylethanoate
CS28744	C1927	Ethyl phenylethanoate
CS28745	C1927	Phenylacetic acid, ethyl ester
CS28746	C1927	Ethyl alpha-toluate
CS28747	C1927	Acetic acid, phenyl-, ethyl ester
CS28748	C1927	alpha-Toluic acid, ethyl ester
CS28749	C1927	UNII-V6CNZ04D8O
CS28750	C1927	NSC 406259
CS28751	C1927	Phenyl-acetic acid ethyl ester
CS28752	C1927	FEMA No. 2452
CS28753	C1927	Ethyl .alpha.-toluate
CS28754	C1927	2-Phenyl ethyl acetate
CS28755	C1927	EINECS 202-993-8
CS28756	C1927	BRN 0509140
CS28757	C1927	V6CNZ04D8O
CS28758	C1927	AI3-00654
CS28759	C1927	Phenyl-acetic acid, ethyl ester
CS28760	C1927	.alpha.-Toluic acid, ethyl ester
CS28761	C1927	DULCUDSUACXJJC-UHFFFAOYSA-N
CS28762	C1927	PHENYL-ACETIC ACID,ETHYL ESTER
CS28763	C1927	WLN: 2OV1R
CS28764	C1927	ethyl phenyl acetate
CS28765	C1927	Ethyl alpha -toluate
CS28766	C1927	Ethyl Phenyl Aacetate
CS28767	C1927	ethyl-2-phenylacetate
CS28768	C1927	PubChem15902
CS28769	C1927	ACMC-2097xw
CS28770	C1927	EC 202-993-8
CS28771	C1927	AC1L1P3Y
CS28772	C1927	AC1Q34PF
CS28773	C1927	DSSTox_CID_24353
CS28774	C1927	DSSTox_RID_80162
CS28775	C1927	DSSTox_GSID_44353
CS28776	C1927	4-09-00-01618 (Beilstein Handbook Reference)
CS28777	C1927	KSC176A0F
CS28778	C1927	SCHEMBL112999
CS28779	C1927	2-Phenylacetic acid ethyl ester
CS28780	C1927	alpha -toluic acid, ethyl ester
CS28781	C1927	CHEMBL3183476
CS28782	C1927	DTXSID6044353
CS28783	C1927	CTK0H6002
CS28784	C1927	FEMA 2452
CS28785	C1927	HSDB 8382
CS28786	C1927	NSC8894
CS28787	C1927	ZINC388060
CS28788	C1927	NSC-8894
CS28789	C1927	Tox21_300810
CS28790	C1927	ANW-14562
CS28791	C1927	MFCD00009178
CS28792	C1927	NSC406259
CS28793	C1927	SBB060333
CS28794	C1927	PHENYL ACETIC ACID ETHYL ESTER
CS28795	C1927	AKOS000120516
CS28796	C1927	CS-W016087
CS28797	C1927	LS-2747
CS28798	C1927	MCULE-6999453149
CS28799	C1927	NSC-406259
CS28800	C1927	RP17403
CS28801	C1927	RTR-000467
CS28802	C1927	TRA0046556
CS28803	C1927	Ethyl phenylacetate, analytical standard
CS28804	C1927	Ethyl phenylacetate, >=98%, FCC, FG
CS28805	C1927	Ethyl phenylacetate, natural, 98%, FG
CS28806	C1927	NCGC00248178-01
CS28807	C1927	NCGC00254714-01
CS28808	C1927	AJ-20410
CS28809	C1927	AK116248
CS28810	C1927	AN-24593
CS28811	C1927	BBV-39823951
CS28812	C1927	CAS-101-97-3
CS28813	C1927	CJ-03093
CS28814	C1927	L331
CS28815	C1927	ZB011257
CS28816	C1927	BB0295323
CS28817	C1927	DB-002721
CS28818	C1927	Ethyl phenylacetate, ReagentPlus(R), 99%
CS28819	C1927	ST2412950
CS28820	C1927	TL8006995
CS28821	C1927	TR-000467
CS28822	C1927	TR-000818
CS28823	C1927	FT-0626358
CS28824	C1927	P0122
CS28825	C1927	ST50406261
CS28826	C1927	KS-00000122
CS28827	C1927	I14-3128
CS28828	C1927	Ethyl phenylacetate, Vetec(TM) reagent grade, 97.5%
CS28829	C1927	F0001-0055
CS28830	C1927	InChI=1/C10H12O2/c1-2-12-10(11)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H
CS28831	C5025	Isoamyl phenylacetate
CS28832	C5025	102-19-2
CS28833	C5025	Isopentyl phenylacetate
CS28834	C5025	Isopentyl 2-phenylacetate
CS28835	C5025	3-Methylbutyl phenylacetate
CS28836	C5025	Benzeneacetic acid, 3-methylbutyl ester
CS28837	C5025	Phenylacetic acid isoamyl ester
CS28838	C5025	Isopentylphenylacetate
CS28839	C5025	Isoamyl alpha-toluate
CS28840	C5025	Phenylacetic acid, isopentyl ester
CS28841	C5025	3-Methylbutyl benzeneacetate
CS28842	C5025	3-methylbutyl 2-phenylacetate
CS28843	C5025	ACETIC ACID, PHENYL-, ISOPENTYL ESTER
CS28844	C5025	UNII-E5RHQ50DDC
CS28845	C5025	NSC 60582
CS28846	C5025	FEMA No. 2081
CS28847	C5025	EINECS 203-012-6
CS28848	C5025	E5RHQ50DDC
CS28849	C5025	BRN 1951778
CS28850	C5025	AI3-36555
CS28851	C5025	Isopentyl alcohol, phenylacetate
CS28852	C5025	Phenylacetic acid, 3-methylbutyl ester
CS28853	C5025	W-108882
CS28854	C5025	isoamyl phenyl acetate
CS28855	C5025	iso-Amyl phenylacetate
CS28856	C5025	ACMC-1C3QK
CS28857	C5025	AC1L1P4P
CS28858	C5025	KSC490A1B
CS28859	C5025	SCHEMBL996081
CS28860	C5025	WLN: 1Y12OV1R
CS28861	C5025	AC1Q66J7
CS28862	C5025	Jsp000270
CS28863	C5025	DTXSID2044501
CS28864	C5025	CTK3J0010
CS28865	C5025	FEMA 2081
CS28866	C5025	KS-00000YPZ
CS28867	C5025	QWBQBUWZZBUFHN-UHFFFAOYSA-N
CS28868	C5025	ZINC393725
CS28869	C5025	NSC60582
CS28870	C5025	0581AA
CS28871	C5025	ANW-14665
CS28872	C5025	MFCD00026517
CS28873	C5025	NSC-60582
CS28874	C5025	AKOS015890643
CS28875	C5025	LS-2842
CS28876	C5025	RTR-031157
CS28877	C5025	TRA0025639
CS28878	C5025	AJ-21304
CS28879	C5025	AK114380
CS28880	C5025	AN-24601
CS28881	C5025	CJ-03593
CS28882	C5025	AX8134989
CS28883	C5025	TR-031157
CS28884	C5025	FT-0653077
CS28885	C5025	P0123
CS28886	C5025	ST24030793
CS28887	C5025	I01-7046
CS28888	C5025	InChI=1/C13H18O2/c1-11(2)8-9-15-13(14)10-12-6-4-3-5-7-12/h3-7,11H,8-10H2,1-2H
CS28889	C1904	2-ETHYLHEXYL ACETATE
CS28890	C1904	0103-09-03
CS28891	C1904	Acetic acid, 2-ethylhexyl ester
CS28892	C1904	2-Ethyl-1-hexanol acetate
CS28893	C1904	2-Ethylhexyl ethanoate
CS28894	C1904	2-Ethyl-1-hexyl acetate
CS28895	C1904	2-Ethylhexanyl acetate
CS28896	C1904	Acetic Acid 2-Ethylhexyl Ester
CS28897	C1904	beta-Ethylhexyl acetate
CS28898	C1904	FEMA Number 2806
CS28899	C1904	2-Ethylhexylester kyseliny octove
CS28900	C1904	Acetic acid alpha-ethylhexyl ester
CS28901	C1904	NSC 8897
CS28902	C1904	HSDB 2668
CS28903	C1904	EINECS 203-079-1
CS28904	C1904	.beta.-ethylhexyl acetate
CS28905	C1904	BRN 1758321
CS28906	C1904	2-Ethylhexylester kyseliny octove [Czech]
CS28907	C1904	AI3-07924
CS28908	C1904	CHEBI:87392
CS28909	C1904	WOYWLLHHWAMFCB-UHFFFAOYSA-N
CS28910	C1904	MFCD00027249
CS28911	C1904	DSSTox_CID_6694
CS28912	C1904	DSSTox_RID_78185
CS28913	C1904	DSSTox_GSID_26694
CS28914	C1904	CAS-103-09-3
CS28915	C1904	2-octylacetate
CS28916	C1904	2-ethvlhexvlacetate
CS28917	C1904	2-ethyl-1-hexylacetate
CS28918	C1904	Ethyl(2)-hexyl acetate
CS28919	C1904	ACMC-1BY0L
CS28920	C1904	EC 203-079-1
CS28921	C1904	(+)-2-Ethylhexyl acetate
CS28922	C1904	AC1L1P7M
CS28923	C1904	AC1Q62ZG
CS28924	C1904	2-Ethylhexyl acetate, 99%
CS28925	C1904	4-02-00-00166 (Beilstein Handbook Reference)
CS28926	C1904	KSC489S8T
CS28927	C1904	2-ethylhexylesterkyselinyoctove
CS28928	C1904	SCHEMBL146937
CS28929	C1904	Ethyl hexyl acetate (Related)
CS28930	C1904	2-Ethylhexyl acetate, >=99%
CS28931	C1904	CHEMBL1879713
CS28932	C1904	DTXSID8026694
CS28933	C1904	CTK3I9989
CS28934	C1904	KS-00000YQH
CS28935	C1904	NSC8897
CS28936	C1904	WLN: 4Y2 & 1OV1
CS28937	C1904	2-Ethylhexyl acetate, 99%, pure
CS28938	C1904	ACN-S002417
CS28939	C1904	NSC-8897
CS28940	C1904	EINECS 256-556-1
CS28941	C1904	Tox21_201992
CS28942	C1904	Tox21_303318
CS28943	C1904	Acetic acid .alpha.-ethylhexyl ester
CS28944	C1904	ANW-14798
CS28945	C1904	SBB060584
CS28946	C1904	AKOS015915370
CS28947	C1904	MCULE-1515060609
CS28948	C1904	RL00145
CS28949	C1904	RTR-000714
CS28950	C1904	TRA-0199339
CS28951	C1904	NCGC00164202-01
CS28952	C1904	NCGC00164202-02
CS28953	C1904	NCGC00257097-01
CS28954	C1904	NCGC00259541-01
CS28955	C1904	AN-24622
CS28956	C1904	LS-12122
CS28957	C1904	P672
CS28958	C1904	ST2416864
CS28959	C1904	TR-000714
CS28960	C1904	A0031
CS28961	C1904	FT-0612278
CS28962	C1904	ST50410181
CS28963	C1904	I14-5851
CS28964	C1904	W-108856
CS28965	C1904	2eh acetate, 2-ethylhexyl, Octyl acetate, 2-Octylacetate
CS28966	C1904	50373-28-9
CS28967	C5447	Methyl 3-phenylpropionate
CS28968	C5447	103-25-3
CS28969	C5447	Methyl 3-phenylpropanoate
CS28970	C5447	Methyl hydrocinnamate
CS28971	C5447	Benzenepropanoic acid, methyl ester
CS28972	C5447	3-Phenylpropionic Acid Methyl Ester
CS28973	C5447	Methyl benzenepropanoate
CS28974	C5447	Hydrocinnamic acid, methyl ester
CS28975	C5447	Methyl dihydrocinnamate
CS28976	C5447	Methyl beta-phenylpropionate
CS28977	C5447	3-Phenylpropanoic acid methyl ester
CS28978	C5447	UNII-111LC1GI10
CS28979	C5447	MFCD00017209
CS28980	C5447	beta-Phenylpropionic acid methyl ester
CS28981	C5447	METHYL PHENYLPROPIONATE
CS28982	C5447	Methyl .beta.-phenylpropionate
CS28983	C5447	CHEBI:89875
CS28984	C5447	RPUSRLKKXPQSGP-UHFFFAOYSA-N
CS28985	C5447	111LC1GI10
CS28986	C5447	Hydrocinnamic acid, methyl ester (8CI)
CS28987	C5447	.beta.-Phenylpropionic acid methyl ester
CS28988	C5447	FEMA No. 2741
CS28989	C5447	EINECS 203-092-2
CS28990	C5447	NSC 10128
CS28991	C5447	Dihydromethyl cinnamate
CS28992	C5447	PubChem18417
CS28993	C5447	ACMC-1BZEV
CS28994	C5447	AI3-02453
CS28995	C5447	methyl B-phenylpropionate
CS28996	C5447	AC1Q5ZXF
CS28997	C5447	Methyl beta -phenylpropionate
CS28998	C5447	KSC490A8L
CS28999	C5447	SCHEMBL168711
CS29000	C5447	Methyl (3-phenyI) propanoate
CS29001	C5447	AC1L1P87
CS29002	C5447	Jsp000337
CS29003	C5447	CHEMBL2252087
CS29004	C5447	dihydrocinnamic acid methyl ester
CS29005	C5447	DTXSID2059271
CS29006	C5447	CTK3J0085
CS29007	C5447	FEMA 2741
CS29008	C5447	METHYL-3-PHENYLPROPIONATE
CS29009	C5447	benzenepropanoic acid methyl ester
CS29010	C5447	ZINC396313
CS29011	C5447	KS-00000IM4
CS29012	C5447	NSC10128
CS29013	C5447	3-phenyl-propionic acid methyl ester
CS29014	C5447	ANW-14823
CS29015	C5447	LMFA07010951
CS29016	C5447	NSC-10128
CS29017	C5447	NSC404188
CS29018	C5447	3-Phenylpropionic Acid, Methyl Ester
CS29019	C5447	AKOS000295897
CS29020	C5447	AS06125
CS29021	C5447	beta -phenylpropionic acid methyl ester
CS29022	C5447	CM13745
CS29023	C5447	CS-W007828
CS29024	C5447	GS-3019
CS29025	C5447	MCULE-1647522263
CS29026	C5447	NSC-404188
CS29027	C5447	RP22722
CS29028	C5447	Methyl esterof beta -phenylpropionic acid
CS29029	C5447	AJ-21632
CS29030	C5447	AK-41212
CS29031	C5447	AN-24624
CS29032	C5447	BR-41212
CS29033	C5447	CJ-03722
CS29034	C5447	SC-15551
CS29035	C5447	SY017877
CS29036	C5447	WE(10:3)
CS29037	C5447	ZB012680
CS29038	C5447	DB-014868
CS29039	C5447	Methyl ester of .beta.-Phenylpropionic acid
CS29040	C5447	RT-001064
CS29041	C5447	FT-0616348
CS29042	C5447	M1786
CS29043	C5447	ST24031054
CS29044	C5447	ST50407904
CS29045	C5447	EN300-84976
CS29046	C5447	MFCD00017209 (98%)
CS29047	C5447	M-4741
CS29048	C5447	I01-2043
CS29049	C5447	J-513062
CS29050	C5447	Z18264384
CS29051	C3221	Benzyl isobutyrate
CS29052	C3221	103-28-6
CS29053	C3221	Benzyl 2-methylpropanoate
CS29054	C3221	Benzyl isobutanoate
CS29055	C3221	Benzyl 2-methylpropionate
CS29056	C3221	Phenylmethyl 2-methylpropanoate
CS29057	C3221	ISOBUTYRIC ACID, BENZYL ESTER
CS29058	C3221	Propanoic acid, 2-methyl-, phenylmethyl ester
CS29059	C3221	Benzyl 2-methyl propionate
CS29060	C3221	Benzylester kyseliny isomaselne
CS29061	C3221	UNII-P98PE45V9M
CS29062	C3221	Benzyl isobutyrate (natural)
CS29063	C3221	Isobutyric Acid Benzyl Ester
CS29064	C3221	FEMA No. 2141
CS29065	C3221	EINECS 203-095-9
CS29066	C3221	NSC 406201
CS29067	C3221	Benzylester kyseliny isomaselne [Czech]
CS29068	C3221	BRN 1869299
CS29069	C3221	AI3-02944
CS29070	C3221	P98PE45V9M
CS29071	C3221	UIKJRDSCEYGECG-UHFFFAOYSA-N
CS29072	C3221	MFCD00048315
CS29073	C3221	WLN: 1Y1 & VO1R
CS29074	C3221	benzylisobutyrate
CS29075	C3221	Benzyl iso-butyrate
CS29076	C3221	AC1L1P8G
CS29077	C3221	Benzyl 2-methylpropanoate #
CS29078	C3221	DSSTox_CID_27602
CS29079	C3221	DSSTox_GSID_47602
CS29080	C3221	KSC492K0T
CS29081	C3221	SCHEMBL112859
CS29082	C3221	ACMC-20985h
CS29083	C3221	CHEMBL3561355
CS29084	C3221	DTXSID6047602
CS29085	C3221	CTK3J2509
CS29086	C3221	FEMA 2141
CS29087	C3221	KS-00000YQP
CS29088	C3221	UIKJRDSCEYGECG-UHFFFAOYSA-
CS29089	C3221	NSC46112
CS29090	C3221	ZINC1677783
CS29091	C3221	Tox21_303852
CS29092	C3221	2-methyl-propionic acid benzyl ester
CS29093	C3221	5870AF
CS29094	C3221	ANW-14835
CS29095	C3221	NSC-46112
CS29096	C3221	NSC406201
CS29097	C3221	AKOS005207085
CS29098	C3221	LS-2578
CS29099	C3221	MCULE-1522109751
CS29100	C3221	NSC-406201
CS29101	C3221	Benzyl isobutyrate, >=97%, FCC, FG
CS29102	C3221	NCGC00357266-01
CS29103	C3221	AN-24626
CS29104	C3221	CAS-103-28-6
CS29105	C3221	CJ-06220
CS29106	C3221	CJ-27439
CS29107	C3221	RT-000686
CS29108	C3221	FT-0622771
CS29109	C3221	I0424
CS29110	C3221	Propanoic acid,2-methyl-, phenylmethyl ester
CS29111	C3221	ST50407931
CS29112	C3221	Benzyl isobutyrate, natural (US), >=97%, FG
CS29113	C3221	I14-45064
CS29114	C3221	InChI=1/C11H14O2/c1-9(2)11(12)13-8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3
CS29115	C3213	Benzyl butyrate
CS29116	C3213	103-37-7
CS29117	C3213	Benzyl butanoate
CS29118	C3213	Benzyl n-butyrate
CS29119	C3213	Butanoic acid, phenylmethyl ester
CS29120	C3213	Phenylmethyl butanoate
CS29121	C3213	Benzyl n-butanoate
CS29122	C3213	Butyric acid, benzyl ester
CS29123	C3213	Phenylmethyl butyrate
CS29124	C3213	Benzylester kyseliny maselne
CS29125	C3213	BENZYLBUTYRATE
CS29126	C3213	Benzyl butyrate (natural)
CS29127	C3213	NSC 8073
CS29128	C3213	UNII-84L0NDE31F
CS29129	C3213	FEMA No. 2140
CS29130	C3213	BENZYL-N-BUTYRATE
CS29131	C3213	Benzylester kyseliny maselne [Czech]
CS29132	C3213	EINECS 203-105-1
CS29133	C3213	Butyric Acid Benzyl Ester
CS29134	C3213	Butanoic acid, benzyl ester
CS29135	C3213	n-Butyric acid benzyl ester
CS29136	C3213	BRN 2047625
CS29137	C3213	AI3-06120
CS29138	C3213	84L0NDE31F
CS29139	C3213	VONGZNXBKCOUHB-UHFFFAOYSA-N
CS29140	C3213	MFCD00027133
CS29141	C3213	ACMC-1BWGW
CS29142	C3213	AC1L1P8S
CS29143	C3213	AC1Q2UI7
CS29144	C3213	DSSTox_CID_27510
CS29145	C3213	DSSTox_RID_82387
CS29146	C3213	WLN: 3VO1R
CS29147	C3213	DSSTox_GSID_47510
CS29148	C3213	SCHEMBL19960
CS29149	C3213	KSC492A8P
CS29150	C3213	Butanoicacid, phenylmethyl ester
CS29151	C3213	Jsp000348
CS29152	C3213	CHEMBL3183179
CS29153	C3213	DTXSID7047510
CS29154	C3213	CTK3J2087
CS29155	C3213	FEMA 2140
CS29156	C3213	KS-00000YQS
CS29157	C3213	NSC8073
CS29158	C3213	ZINC388080
CS29159	C3213	NSC-8073
CS29160	C3213	Tox21_300891
CS29161	C3213	ANW-14898
CS29162	C3213	AKOS015915631
CS29163	C3213	Benzyl butyrate, >=98%, FCC, FG
CS29164	C3213	LS-2574
CS29165	C3213	RTR-000808
CS29166	C3213	Benzyl butyrate, natural, >=98%, FCC
CS29167	C3213	NCGC00248204-01
CS29168	C3213	NCGC00254795-01
CS29169	C3213	AN-24633
CS29170	C3213	CAS-103-37-7
CS29171	C3213	CJ-03103
CS29172	C3213	M034
CS29173	C3213	ZB011272
CS29174	C3213	DB-040444
CS29175	C3213	TR-000808
CS29176	C3213	B0756
CS29177	C3213	FT-0622814
CS29178	C3213	ST50406132
CS29179	C3213	I14-52080
CS29180	C305	Benzyl isovalerate
CS29181	C305	Benzyl 3-methylbutanoate
CS29182	C305	103-38-8
CS29183	C305	Benzyl 3-methylbutyrate
CS29184	C305	Butanoic acid, 3-methyl-, phenylmethyl ester
CS29185	C305	ISOVALERIC ACID, BENZYL ESTER
CS29186	C305	Benzyl isopentanoate
CS29187	C305	Phenylmethyl 3-methylbutanoate
CS29188	C305	Benzyl 3-methyl butyrate
CS29189	C305	Benzyl isovalerianate
CS29190	C305	Isopropyl acetic acid, benzyl ester
CS29191	C305	Isopentanoic acid, phenylmethyl ester
CS29192	C305	benzylisovalerate
CS29193	C305	UNII-87UKH01DMA
CS29194	C305	Butanoic acid, 3-methyl-, phenylethyl ester
CS29195	C305	Benzyl isovalerate (natural)
CS29196	C305	NSC 46124
CS29197	C305	FEMA No. 2152
CS29198	C305	EINECS 203-106-7
CS29199	C305	BRN 2503435
CS29200	C305	87UKH01DMA
CS29201	C305	AI3-02953
CS29202	C305	HVJKZICIMIWFCP-UHFFFAOYSA-N
CS29203	C305	MFCD00048348
CS29204	C305	ACMC-20alpc
CS29205	C305	Phenylmethyl isovalerate
CS29206	C305	AC1L1P8V
CS29207	C305	Isovaleric acid benzyl ester
CS29208	C305	Isovaleric acid-benzyl ester
CS29209	C305	DSSTox_CID_27603
CS29210	C305	DSSTox_RID_82446
CS29211	C305	DSSTox_GSID_47603
CS29212	C305	KSC183Q4B
CS29213	C305	SCHEMBL111390
CS29214	C305	WLN: 1Y1&1VO1R
CS29215	C305	Butanoic acid, phenylethyl ester
CS29216	C305	CHEMBL3184059
CS29217	C305	DTXSID1047603
CS29218	C305	FEMA 2152
CS29219	C305	KS-00000YQT
CS29220	C305	Phenyl methyl 3-methyl butanoate
CS29221	C305	3-methylbutyric acid benzyl ester
CS29222	C305	Phenylmethyl (benzyl) isovalerate
CS29223	C305	NSC46124
CS29224	C305	ZINC1677791
CS29225	C305	Tox21_302504
CS29226	C305	5996AF
CS29227	C305	NSC-46124
CS29228	C305	AKOS024437454
CS29229	C305	LS-2579
CS29230	C305	MCULE-6991735755
CS29231	C305	Benzyl isovalerate, >=98%, FCC, FG
CS29232	C305	NCGC00256892-01
CS29233	C305	AN-24634
CS29234	C305	CAS-103-38-8
CS29235	C305	CJ-06223
CS29236	C305	CJ-27444
CS29237	C305	DB-040448
CS29238	C305	RT-000450
CS29239	C305	Butanoic acid,3-methyl-, phenylmethyl ester
CS29240	C305	FT-0622772
CS29241	C305	ST50407469
CS29242	C305	Z18259706
CS29243	C157	Phenethyl acetate
CS29244	C157	2-Phenylethyl acetate
CS29245	C157	103-45-7
CS29246	C157	2-Phenethyl acetate
CS29247	C157	Acetic acid, 2-phenylethyl ester
CS29248	C157	Benzylcarbinyl acetate
CS29249	C157	beta-Phenylethyl acetate
CS29250	C157	Acetic acid, phenethyl ester
CS29251	C157	Phenethyl alcohol, acetate
CS29252	C157	Acetic Acid Phenethyl Ester
CS29253	C157	Phenylethyl acetate
CS29254	C157	Ethanol, 2-phenyl-, acetate
CS29255	C157	beta-Phenethyl acetate
CS29256	C157	Phenethyl acetate (natural)
CS29257	C157	NSC 71927
CS29258	C157	FEMA No. 2857
CS29259	C157	UNII-67733846OW
CS29260	C157	.beta.-Phenethyl acetate
CS29261	C157	EINECS 203-113-5
CS29262	C157	.beta.-Phenylethyl acetate
CS29263	C157	Phenylethyl acetate-.beta.
CS29264	C157	BRN 0638179
CS29265	C157	AI3-03878
CS29266	C157	Acetic Acid 2-Phenylethyl Ester
CS29267	C157	CHEBI:31988
CS29268	C157	FEMA 2857
CS29269	C157	Acetic acid beta-phenylethyl ester
CS29270	C157	MDHYEMXUFSJLGV-UHFFFAOYSA-N
CS29271	C157	MFCD00008720
CS29272	C157	67733846OW
CS29273	C157	phenethylacetate
CS29274	C157	2-phenylethyl ester
CS29275	C157	phenyl ethyl acetate
CS29276	C157	2-Phenylethylacetate
CS29277	C157	beta -phenethyl acetate
CS29278	C157	Phenylethyl acetate-beta
CS29279	C157	ACMC-1BYQX
CS29280	C157	AC1Q1LCI
CS29281	C157	beta -phenylethyl acetate
CS29282	C157	EC 203-113-5
CS29283	C157	2-Phenethyl acetate, 99%
CS29284	C157	B-PHENYLETHYL ACETATE
CS29285	C157	DSSTox_CID_24506
CS29286	C157	DSSTox_RID_80276
CS29287	C157	NCIOpen2_000347
CS29288	C157	WLN: 1VO2R
CS29289	C157	.beta.-Phenylethanol acetate
CS29290	C157	2-Phenylethyl acetate, 9CI
CS29291	C157	DSSTox_GSID_44506
CS29292	C157	KSC175A2N
CS29293	C157	SCHEMBL111422
CS29294	C157	AC1L1P94
CS29295	C157	SCHEMBL8509205
CS29296	C157	Jsp000352
CS29297	C157	CHEMBL3184025
CS29298	C157	DTXSID7044506
CS29299	C157	CTK0H5026
CS29300	C157	acetic acid 2-phenyl ethyl ester
