CSID	EID	SYNONYM
CS85284	C774	(-)-Linalool, >=95.0% (sum of enantiomers, GC)
CS85285	C774	I14-45868
CS85286	C774	L-LINALOOL, REF. IND.-14<F128><144><F255>
CS85287	C774	UNII-D81QY6I88E component CDOSHBSSFJOMGT-JTQLQIEISA-N
CS85288	C763	(-)-alpha-Terpineol
CS85289	C763	10482-56-1
CS85290	C763	(L)-alpha-Terpineol
CS85291	C763	(S)-p-Menth-1-en-8-ol
CS85292	C763	UNII-21M14KDA67
CS85293	C763	(S)-alpha-terpineol
CS85294	C763	2-[(1S)-4-methylcyclohex-3-en-1-yl]propan-2-ol
CS85295	C763	p-Menth-1-en-8-ol, (S)-(-)-
CS85296	C763	CHEBI:128
CS85297	C763	(4S)-p-menth-1-en-8-ol
CS85298	C763	(S)-2-(4-Methyl-3-cyclohexenyl)-2-propanol
CS85299	C763	1-alpha-terpineol
CS85300	C763	WUOACPNHFRMFPN-SECBINFHSA-N
CS85301	C763	21M14KDA67
CS85302	C763	(S)-(-)-p-menth-1-en-8-ol
CS85303	C763	L-alpha-TERPINEOL
CS85304	C763	J-500016
CS85305	C763	(S)-alpha,alpha,4-trimethyl-3-cyclohexene-1-methanol
CS85306	C763	alpha-Terpinenol
CS85307	C763	(1S)-alpha,alpha,4-trimethyl-3-cyclohexene-1-methanol
CS85308	C763	(S)-(-)-alpha-terpineol
CS85309	C763	3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-, (1S)-
CS85310	C763	3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-, (S)-
CS85311	C763	l-a-Terpineol
CS85312	C763	HSDB 2683
CS85313	C763	Alpha-terpineol, l
CS85314	C763	EINECS 233-986-8
CS85315	C763	L-.alpha.-Terpineol
CS85316	C763	(-)-|A-Terpineol
CS85317	C763	(-)-.alpha.-Terpineol
CS85318	C763	(R)-alpha,alpha,4-Trimethylcyclohex-3-ene-1-methanol
CS85319	C763	bmse000667
CS85320	C763	DSSTox_CID_31245
CS85321	C763	DSSTox_GSID_52672
CS85322	C763	.alpha.-Terpineol, (-)-
CS85323	C763	(-)-(4S)-alpha-terpineol
CS85324	C763	SCHEMBL980991
CS85325	C763	AC1L9E52
CS85326	C763	CHEMBL447597
CS85327	C763	DTXSID5052672
CS85328	C763	3-Cyclohexene-1-methanol, alpha,alpha,4-trimethyl-, (S)-
CS85329	C763	ZINC967595
CS85330	C763	EINECS 232-081-5
CS85331	C763	Tox21_303728
CS85332	C763	alpha-Terpineol (mixture of isomers)
CS85333	C763	MFCD00075926
CS85334	C763	AKOS015913019
CS85335	C763	p-Menth-1-en-8-ol (S)-(-)-
CS85336	C763	FCH4019750
CS85337	C763	RL00225
CS85338	C763	NCGC00357037-01
CS85339	C763	AJ-24535
CS85340	C763	AT-13574
CS85341	C763	CJ-04627
CS85342	C763	SC-47198
CS85343	C763	ZB015467
CS85344	C763	CAS-10482-56-1
CS85345	C763	TR-001043
CS85346	C763	FT-0627680
CS85347	C763	alpha-Terpineol, natural, >=96%, FCC, FG
CS85348	C763	C11393
CS85349	C763	2-(4-Methyl-3-cyclohexen-1-yl)-2-propanol, (S)-
CS85350	C763	3-Cyclohexene-1-methanol, a,a,4-trimethyl-, (1S)-
CS85351	C763	I14-47387
CS85352	C763	UNII-21334LVV8W component WUOACPNHFRMFPN-SECBINFHSA-N
CS85353	C763	UNII-R53Q4ZWC99 component WUOACPNHFRMFPN-SECBINFHSA-N
CS85354	C763	3-Cyclohexene-1-methanol, alpha,alpha,4-trimethyl-, (1R)-
CS85355	C763	3-Cyclohexene-1-methanol, alpha,alpha,4-trimethyl-, (1S)-
CS85356	C763	3-Cyclohexene-1-methanol, alpha,alpha,4-trimethyl-, (theta)-
CS85357	C5712	(+)-neoisodihydrocarveol
CS85358	C5712	(1S,2R,4R)-Neoiso-dihydrocarveol
CS85359	C5712	51773-45-6
CS85360	C5712	UNII-A3V1C5WF34
CS85361	C5712	A3V1C5WF34
CS85362	C5712	(1R,2S,5R)-5-isopropenyl-2-methylcyclohexanol
CS85363	C5712	Neo-dihydrocarveol
CS85364	C5712	Neoisodihydrocarveol
CS85365	C5712	Neoisocarveol, dihydro-
CS85366	C5712	Dihydro carveol <neo,iso>
CS85367	C5712	AC1L9E5E
CS85368	C5712	Neoisodihydrocarveol, (+)-
CS85369	C5712	Dihydroneoisocarveol, (+/-)-
CS85370	C5712	SCHEMBL15012397
CS85371	C5712	CHEBI:50232
CS85372	C5712	KRCZYMFUWVJCLI-IVZWLZJFSA-N
CS85373	C5712	(1S,2R,4R)-neoisodihydrocarveol
CS85374	C5712	ZINC967811
CS85375	C5712	(1S,2R,4R)-menth-8-en-2-ol
CS85376	C5712	LMPR0102090035
CS85377	C5712	C11400
CS85378	C5712	(1R,2S,5R)-2-Methyl-5-(1-methylethenyl)cyclohexanol
CS85379	C5712	(1R,2S,5R)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-ol
CS85380	C5712	UNII-014Z62T71D component KRCZYMFUWVJCLI-IVZWLZJFSA-N
CS85381	C5712	Cyclohexanol, 2-methyl-5-(1-methylethenyl)-, (1R,2S,5R)-
CS85382	C5712	Cyclohexanol, 2-methyl-5-(1-methylethenyl)-, (1R,2S,5R)-rel-
CS85383	C5712	Cyclohexanol, 2-methyl-5-(1-methylethenyl)-, (1alpha,2alpha,5alpha)-
CS85384	C5712	Cyclohexanol, 2-methyl-5-(1-methylethenyl)-, (1R-(1alpha,2alpha,5alpha))-
CS85385	C5712	18675-34-8
CS85386	C1262	(+)-isodihydrocarvone
CS85387	C1262	(1S,4R)-Iso-dihydrocarvone
CS85388	C1262	UNII-2L4HMW8YQM
CS85389	C1262	(Z)-dihydrocarvone
CS85390	C1262	2L4HMW8YQM
CS85391	C1262	cis-Dihydrocarvone
CS85392	C1262	Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, (2S,5R)-
CS85393	C1262	6909-25-7
CS85394	C1262	Dihydrocarvone, (+)-cis-
CS85395	C1262	(1S,4R)-(+)-isodihydrocarvone
CS85396	C1262	5524-05-0
CS85397	C1262	cis-Isodihydrocarvone
CS85398	C1262	Menth-8-en-2-one, (1S,4R)-
CS85399	C1262	AC1L9E5H
CS85400	C1262	(1S,4R)-isodihydrocarvone
CS85401	C1262	CHEBI:166
CS85402	C1262	SCHEMBL2563912
CS85403	C1262	CTK1J1454
CS85404	C1262	(1S,4R)-menth-8-en-2-one
CS85405	C1262	Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, (2S-cis)-
CS85406	C1262	AZOCECCLWFDTAP-DTWKUNHWSA-N
CS85407	C1262	ZINC967813
CS85408	C1262	(1S,4R)-p-menth-8-en-2-one
CS85409	C1262	LMPR0102090036
CS85410	C1262	(2S,5R)-2-methyl-5-isopropenylcyclohexanone
CS85411	C1262	(2S,5R)-5-isopropenyl-2-methylcyclohexanone
CS85412	C1262	C11401
CS85413	C1262	A830550
CS85414	C1262	(2S,5R)-2-methyl-5-(prop-1-en-2-yl)cyclohexanone
CS85415	C1262	(2S,5R)-2-methyl-5-(1-methylethenyl)-1-cyclohexanone
CS85416	C1262	(2S,5R)-2-methyl-5-prop-1-en-2-yl-cyclohexan-1-one
CS85417	C1262	(2S,5R)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one
CS85418	C1262	UNII-EXB37ICH9G component AZOCECCLWFDTAP-DTWKUNHWSA-N
CS85419	C1262	UNII-YQS5CW1O1J component AZOCECCLWFDTAP-DTWKUNHWSA-N
CS85420	C7118	(1R,4S)-Iso-dihydrocarvone
CS85421	C7118	(-)-isodihydrocarvone
CS85422	C7118	UNII-F690VV17TL
CS85423	C7118	F690VV17TL
CS85424	C7118	cis-Dihydrocarvone
CS85425	C7118	53796-79-5
CS85426	C7118	Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, (2R,5S)-
CS85427	C7118	trans-Dihydrocarvone
CS85428	C7118	Dihydrocarvone, cis-
CS85429	C7118	Carvone, Dihydro-, trans
CS85430	C7118	Menth-8-en-2-one, cis-p-
CS85431	C7118	p-Menth-8-en-2-one, cis-
CS85432	C7118	p-MENTH-8-EN-2-ONE, E-
CS85433	C7118	3-Isopropenyl-6-methylcyclohexanone, cis-
CS85434	C7118	5-Isopropenyl-2-methylcyclohexanone, trans
CS85435	C7118	2-Methyl-5-(1-methylethenyl)cyclohexanone, cis-
CS85436	C7118	cis-(-)-Dihydrocarvone
CS85437	C7118	Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, cis-
CS85438	C7118	Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-
CS85439	C7118	AC1L9E6N
CS85440	C7118	Dihydrocarvone, cis-(-)-
CS85441	C7118	(1R,4S)-isodihydrocarvone
CS85442	C7118	CHEBI:155
CS85443	C7118	SCHEMBL2562033
CS85444	C7118	AZOCECCLWFDTAP-BDAKNGLRSA-
CS85445	C7118	CTK1G0177
CS85446	C7118	(1R,4S)-menth-8-en-2-one
CS85447	C7118	DTXSID50332060
CS85448	C7118	AZOCECCLWFDTAP-BDAKNGLRSA-N
CS85449	C7118	(1R,4S)-(-)-Isodihydrocarvone
CS85450	C7118	(1R,4S)-p-menth-8-en-2-one
CS85451	C7118	ZINC4099108
CS85452	C7118	LMPR0102090037
CS85453	C7118	(2R,5S)-2-methyl-5-isopropenylcyclohexanone
CS85454	C7118	(2R,5S)-5-isopropenyl-2-methylcyclohexanone
CS85455	C7118	C11412
CS85456	C7118	(2R,5S)-2-methyl-5-(prop-1-en-2-yl)cyclohexanone
CS85457	C7118	(2R,5S)-2-methyl-5-prop-1-en-2-ylcyclohexan-1-one
CS85458	C7118	UNII-EXB37ICH9G component AZOCECCLWFDTAP-BDAKNGLRSA-N
CS85459	C7118	InChI=1/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9+/m1/s1
CS85460	C2769	Abietadiene
CS85461	C2769	(-)-Abietadiene
CS85462	C2769	abieta-7,13-diene
CS85463	C2769	35241-40-8
CS85464	C2769	(4aS,4bR,10aS)-7-isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene
CS85465	C2769	syn-abeita-7,13-diene
CS85466	C2769	AC1L9EQ5
CS85467	C2769	MLS003468551
CS85468	C2769	CHEBI:30232
CS85469	C2769	DTXSID40332099
CS85470	C2769	abieta-7(8),13(14)-diene
CS85471	C2769	phenanthrene, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,1,4a-trimethyl-7-(1-methylethyl)-, (4aS,4bR,10aS)-
CS85472	C2769	LMPR0104050002
CS85473	C2769	SMR002134486
CS85474	C2769	C11878
CS85475	C2769	7-isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene
CS85476	C2769	(4aS,4bR,10aS)-1,1,4a-trimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene
CS85477	C2769	InChI=1/C20H32/c1-14(2)15-7-9-17-16(13-15)8-10-18-19(3,4)11-6-12-20(17,18)5/h8,13-14,17-18H,6-7,9-12H2,1-5H3/t17-,18-,20+/m0/s
CS85478	C2772	Abietyl alcohol
CS85479	C2772	Abietinol
CS85480	C2772	Abietol
CS85481	C2772	abieta-7,13-dien-18-ol
CS85482	C2772	abietadienol
CS85483	C2772	666-84-2
CS85484	C2772	UNII-642VCU97YR
CS85485	C2772	642VCU97YR
CS85486	C2772	CHEBI:29510
CS85487	C2772	GQRUHVMVWNKUFW-LWYYNNOASA-N
CS85488	C2772	((1R,4aR,4bR,10aR)-7-isopropyl-1,4a-dimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthren-1-yl)methanol
CS85489	C2772	[1R-(1alpha,4abeta,4balpha,10aalpha)]-1,2,3,4,4a,4b,5,6,10,10a-decahydro-7-isopropyl-1,4a-dimethylphenanthren-1-methanol
CS85490	C2772	1-phenanthrenemethanol, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, (1R,4aR,4bR,10aR)-
CS85491	C2772	Abietadien-18-ol
CS85492	C2772	(1R-(1alpha,4Abeta,4balpha,10aalpha))-1,2,3,4,4a,4b,5,6,10,10a-decahydro-7-isopropyl-1,4a-dimethylphenanthren-1-methanol
CS85493	C2772	EINECS 211-564-4
CS85494	C2772	AC1L9EQH
CS85495	C2772	Podocarpa-7,13-dien-15-ol, 13-isopropyl-
CS85496	C2772	SCHEMBL460212
CS85497	C2772	CHEMBL304954
CS85498	C2772	DTXSID40216769
CS85499	C2772	LMPR0104050006
CS85500	C2772	C11882
CS85501	C2772	[(1R,4aR,4bR,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthren-1-yl]methanol
CS85502	C2772	1-Phenanthrenemethanol, 1,2,3,4,4A,4B,5,6,10,10A-decahydro-1,4A-dimethyl-7-(1-methylethyl- )-
CS85503	C2772	1-Phenanthrenemethanol, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl- )-,
CS85504	C2772	InChI=1/C20H32O/c1-14(2)15-6-8-17-16(12-15)7-9-18-19(3,13-21)10-5-11-20(17,18)4/h7,12,14,17-18,21H,5-6,8-11,13H2,1-4H3/t17-,18-,19-,20+/m0/s
CS85505	C2770	Abietal
CS85506	C2770	Abietinal
CS85507	C2770	Abietaldehyde
CS85508	C2770	abietadienal
CS85509	C2770	abieta-7,13-dien-18-al
CS85510	C2770	6704-50-3
CS85511	C2770	CHEBI:29509
CS85512	C2770	(1R,4aR,4bR,10aR)-7-isopropyl-1,4a-dimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene-1-carbaldehyde
CS85513	C2770	abieta-7,13-diene-18-al
CS85514	C2770	Abietadien-18-al
CS85515	C2770	AC1L9EQW
CS85516	C2770	CHEMBL563793
CS85517	C2770	SCHEMBL2727840
CS85518	C2770	DTXSID10332107
CS85519	C2770	HOFSYSONRIGEAC-LWYYNNOASA-N
CS85520	C2770	C11887
CS85521	C2770	(1R,4aR,4bR,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthrene-1-carbaldehyde
CS85522	C959	CINNAMIC ACID
CS85523	C959	TRANS-CINNAMIC ACID
CS85524	C959	0140-10-3
CS85525	C959	621-82-9
CS85526	C959	(E)-Cinnamic acid
CS85527	C959	3-Phenylacrylic acid
CS85528	C959	trans-3-Phenylacrylic acid
CS85529	C959	Phenylacrylic acid
CS85530	C959	Zimtsaeure
CS85531	C959	(2E)-3-phenylprop-2-enoic acid
CS85532	C959	Benzenepropenoic acid
CS85533	C959	3-phenylprop-2-enoic acid
CS85534	C959	E-Cinnamic Acid
CS85535	C959	3-Phenylpropenoic acid
CS85536	C959	(E)-3-phenylprop-2-enoic acid
CS85537	C959	trans-beta-Carboxystyrene
CS85538	C959	trans-Cinnamate
CS85539	C959	(E)-3-Phenyl-2-propenoic acid
CS85540	C959	(E)-cinnamate
CS85541	C959	Benzeneacrylic acid
CS85542	C959	trans-3-Phenyl-2-propenoic acid
CS85543	C959	Cinnamylic acid
CS85544	C959	Cinnamic acid, (E)-
CS85545	C959	t-Cinnamic acid
CS85546	C959	(2E)-3-Phenyl-2-propenoic acid
CS85547	C959	MFCD00004369
CS85548	C959	3-Phenyl-2-propenoic acid
CS85549	C959	UNII-U14A832J8D
CS85550	C959	2-Propenoic acid, 3-phenyl-, (E)-
CS85551	C959	beta-Phenylacrylic acid
CS85552	C959	CCRIS 3190
CS85553	C959	2-Propenoic acid, 3-phenyl-, (2E)-
CS85554	C959	PHENYLETHYLENECARBOXYLIC ACID
CS85555	C959	EINECS 205-398-1
CS85556	C959	NSC 44010
CS85557	C959	(E)-3-Phenylacrylic acid
CS85558	C959	Benzylideneacetic acid
CS85559	C959	(2E)-3-phenylacrylic acid
CS85560	C959	BRN 1905952
CS85561	C959	CHEMBL27246
CS85562	C959	AI3-23709
CS85563	C959	CHEBI:35697
CS85564	C959	WBYWAXJHAXSJNI-VOTSOKGWSA-N
CS85565	C959	Acidum cinnamylicum
CS85566	C959	U14A832J8D
CS85567	C959	Zimtsaeure [German]
CS85568	C959	NCGC00165979-01
CS85569	C959	Cinnamic acid (natural)
CS85570	C959	NSC 9189
CS85571	C959	DSSTox_CID_2489
CS85572	C959	Kyselina skoricove [Czech]
CS85573	C959	DSSTox_RID_76603
CS85574	C959	DSSTox_GSID_22489
CS85575	C959	trans-Cinnamic acid, 98+%
CS85576	C959	FEMA No. 2288
CS85577	C959	(E)-3-phenylprop-2-enoate
CS85578	C959	EINECS 210-708-3
CS85579	C959	BRN 0507757
CS85580	C959	CAS-140-10-3
CS85581	C959	AI3-00891
CS85582	C959	.beta.-Phenylacrylic acid
CS85583	C959	trans-3-Phenylpropensaeure
CS85584	C959	cinnamic-acid
CS85585	C959	trans-Zimtsaeure
CS85586	C959	trans cinnamic acid
CS85587	C959	9045-22-1
CS85588	C959	Cinnamic acid, E-
CS85589	C959	Cinnamic Acid Natural
CS85590	C959	trans-b-Carboxystyrene
CS85591	C959	PhCH=CHCO2H
CS85592	C959	trans-3-Phenylacrylate
CS85593	C959	(E)-3-Phenylacrylate
CS85594	C959	PubChem13612
CS85595	C959	E-3-phenylpropenoic acid
CS85596	C959	Trans-Cinnamic Acid,(S)
CS85597	C959	bmse000124
CS85598	C959	AC1L9GI1
CS85599	C959	AC1Q5T9E
CS85600	C959	AC1Q71HQ
CS85601	C959	SCHEMBL1332
CS85602	C959	trans-.beta.-Carboxystyrene
CS85603	C959	trans-Cinnamic acid, 97%
CS85604	C959	trans-Cinnamic acid, 99%
CS85605	C959	WLN: QV1U1R
CS85606	C959	(E)-3-phenyl-acrylic acid
CS85607	C959	3-Phenyl-2-propenoic acide
CS85608	C959	3-phenyl-2E-propenoic acid
CS85609	C959	Zimtsaeure | trans-Cinnamate
CS85610	C959	trans-3-Phenyl-2-propenoate
CS85611	C959	4-09-00-02002 (Beilstein Handbook Reference)
CS85612	C959	BIDD:ER0586
CS85613	C959	tert-.beta.-Phenylacrylic acid
CS85614	C959	trans-Cinnamic acid, >=99%
CS85615	C959	(2E)-2-Phenyl-2-propenoate
CS85616	C959	(2E)-3-Phenyl-2-propenoate
CS85617	C959	GTPL3203
CS85618	C959	DTXSID5022489
CS85619	C959	BDBM16430
CS85620	C959	CHEBI:27386
CS85621	C959	HY-N0610A
CS85622	C959	NSC9189
CS85623	C959	(2E)-2-Phenyl-2-propenoic acid
CS85624	C959	NSC-9189
CS85625	C959	NSC44010
CS85626	C959	STR00363
CS85627	C959	trans-Cinnamic acid, >=99%, FG
CS85628	C959	Tox21_112279
CS85629	C959	Tox21_302137
CS85630	C959	BBL036895
CS85631	C959	NSC-44010
CS85632	C959	NSC623441
CS85633	C959	SBB028745
CS85634	C959	STK286093
CS85635	C959	ZINC16051516
CS85636	C959	AKOS000118871
CS85637	C959	AS07055
CS85638	C959	CCG-214473
CS85639	C959	CS-W020005
CS85640	C959	LS-2626
CS85641	C959	LS00072
CS85642	C959	NE10311
CS85643	C959	NSC-623441
CS85644	C959	RP17351
CS85645	C959	RTR-005227
CS85646	C959	RTR-021011
CS85647	C959	trans-Cinnamic acid, analytical standard
CS85648	C959	NCGC00165979-04
CS85649	C959	NCGC00255114-01
CS85650	C959	4CN-0914
CS85651	C959	AJ-68078
CS85652	C959	AN-21994
CS85653	C959	AN-23168
CS85654	C959	BP-20203
CS85655	C959	LS-54015
CS85656	C959	M182
CS85657	C959	SC-24646
CS85658	C959	ST097455
CS85659	C959	AB1002037
CS85660	C959	DB-003797
CS85661	C959	TR-005227
CS85662	C959	TR-021011
CS85663	C959	N1877
CS85664	C959	ST24024695
CS85665	C959	trans-Cinnamic acid, purum, >=99.0% (T)
CS85666	C959	A14569
CS85667	C959	C00423
CS85668	C959	C10438
CS85669	C959	AB00374254-03
CS85670	C959	trans-Cinnamic Acid [Matrix for MALDI-TOF/MS]
CS85671	C959	A833631
CS85672	C959	SR-05000002380
CS85673	C959	trans-Cinnamic acid, natural, >=99%, FCC, FG
CS85674	C959	I01-8768
CS85675	C959	Q-100150
CS85676	C959	S01-0256
CS85677	C959	SR-05000002380-1
CS85678	C959	W-105037
CS85679	C959	F2191-0134
CS85680	C959	1BE36587-A165-4142-9340-18FFE3E03426
CS85681	C959	Cinnamic acid, United States Pharmacopeia (USP) Reference Standard
CS85682	C959	InChI=1/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6
CS85683	C973	farnesol
CS85684	C973	trans,trans-Farnesol
CS85685	C973	(E,E)-Farnesol
CS85686	C973	106-28-5
CS85687	C973	trans-Farnesol
CS85688	C973	(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol
CS85689	C973	2-trans,6-trans-Farnesol
CS85690	C973	(2E,6E)-Farnesol
CS85691	C973	All-trans-Farnesol
CS85692	C973	4602-84-0
CS85693	C973	Farnesyl alcohol
CS85694	C973	3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol
CS85695	C973	Polyprenol
CS85696	C973	FCI 119a
CS85697	C973	Inhibitor A2
CS85698	C973	(E)-farnesol
CS85699	C973	2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl-
CS85700	C973	2,6-Di-trans-Farnesol
CS85701	C973	2E,6E-farnesol
CS85702	C973	Farnesol (mixture of isomers)
CS85703	C973	UNII-X23PI60R17
CS85704	C973	FEMA No. 2478
CS85705	C973	HSDB 445
CS85706	C973	2,6,10-dodecatrien-1-ol, 3,7,11-trimethyl-, (2E,6E)-
CS85707	C973	Trimethyl dodecatrienol
CS85708	C973	3,7,11-Trimethyl-2,6,10-dodecatrienol
CS85709	C973	EINECS 225-004-1
CS85710	C973	MFCD00002918
CS85711	C973	NSC 60597
CS85712	C973	EPA Pesticide Chemical Code 128911
CS85713	C973	Farnesol, mixture of isomers
CS85714	C973	(2-trans,6-trans)-farnesol
CS85715	C973	AI3-44561
CS85716	C973	Floral Green
CS85717	C973	CHEBI:16619
CS85718	C973	CRDAMVZIKSXKFV-YFVJMOTDSA-N
CS85719	C973	X23PI60R17
CS85720	C973	(2E,6E)-3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol
CS85721	C973	trans,trans-3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol
CS85722	C973	2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl-, (E,E)-
CS85723	C973	ST072172
CS85724	C973	Farnesol 97+% FCC
CS85725	C973	(E,E)-3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol
CS85726	C973	3,7,11-trimethyldodeca-2,6,10-trien-1-ol
CS85727	C973	UNII-EB41QIU6JL
CS85728	C973	FEMA 2478
CS85729	C973	polyprenols
CS85730	C973	transfarnesol
CS85731	C973	Nikkosome
CS85732	C973	trans- farnesol
CS85733	C973	.beta.-Farnesol
CS85734	C973	E,E-farnesol
CS85735	C973	all-trans farnesol
CS85736	C973	(E,E)farnesol
CS85737	C973	FOF
CS85738	C973	trans,trans farnesol
CS85739	C973	Farnesol (6CI)
CS85740	C973	(E,E,)-farnesol
CS85741	C973	Farnesol, 95%
CS85742	C973	Farnesol (2E,6E)
CS85743	C973	Farnesol, (E,E)-
CS85744	C973	Farnesol, trans, trans
CS85745	C973	2E,6E-Farnesyl alcohol
CS85746	C973	AC1L9HDC
CS85747	C973	Spectrum5_002027
CS85748	C973	trans,trans-alpha-farnesol
CS85749	C973	EB41QIU6JL
CS85750	C973	DSSTox_CID_12389
CS85751	C973	DSSTox_RID_78934
CS85752	C973	trans,trans-Farnesol, 96%
CS85753	C973	trans,trans-Farnesol, 97%
CS85754	C973	DSSTox_GSID_32389
CS85755	C973	SCHEMBL58068
CS85756	C973	2-trans-S-6-trans-farnesol
CS85757	C973	BSPBio_002660
CS85758	C973	Farnesol, analytical standard
CS85759	C973	CHEMBL25308
CS85760	C973	SPECTRUM1501022
CS85761	C973	Jsp000575
CS85762	C973	DTXSID2040789
CS85763	C973	BDBM11021
CS85764	C973	CHEBI:26199
CS85765	C973	CHEBI:28600
CS85766	C973	HY-Y0248A
CS85767	C973	(e,e)-FARNESOL 97+% FCC
CS85768	C973	BCP22704
CS85769	C973	FOH
CS85770	C973	ZINC1532860
CS85771	C973	Tox21_302034
CS85772	C973	AC-422
CS85773	C973	AN-781
CS85774	C973	BBL027412
CS85775	C973	CCG-38862
CS85776	C973	SBB012426
CS85777	C973	STL372743
CS85778	C973	AKOS004907430
CS85779	C973	LMPR0103010001
CS85780	C973	LS-2755
CS85781	C973	MB00132
CS85782	C973	RTR-017363
CS85783	C973	NCGC00095654-01
CS85784	C973	NCGC00095654-02
CS85785	C973	NCGC00095654-03
CS85786	C973	NCGC00095654-04
CS85787	C973	NCGC00095654-05
CS85788	C973	NCGC00255293-01
CS85789	C973	trans,trans-Farnesol, analytical standard
CS85790	C973	AN-21059
CS85791	C973	AS-16107
CS85792	C973	BC200274
CS85793	C973	CC-28352
CS85794	C973	CJ-24269
CS85795	C973	S409
CS85796	C973	SC-68954
CS85797	C973	CAS-4602-84-0
CS85798	C973	TR-017363
CS85799	C973	CS-0031456
CS85800	C973	06F285
CS85801	C973	C01126
CS85802	C973	C06081
CS85803	C973	Farnesol, mixture of isomers, analytical standard
CS85804	C973	A801411
CS85805	C973	C-33680
CS85806	C973	I14-1996
CS85807	C973	Q-201851
CS85808	C973	W-109985
CS85809	C973	BRD-K24656285-001-01-0
CS85810	C973	Farnesol, mixture of isomers, >=95%, stabilized, FG
CS85811	C973	(2E, 6E)-3,7,11-trimethyl2,6,10-dodecatrien-1-ol
CS85812	C973	(2E,6E)-3,7,11-trimethyl-1-dodeca-2,6,10-trienol
CS85813	C973	(E,E,)-3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol
CS85814	C973	F1905-7040
CS85815	C973	(2E,6E)-3,7,11-trimethyl-dodeca-2,6,10-trien-1-ol
CS85816	C973	2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl- (8CI,9CI)
CS85817	C973	A2865747-EC66-4B9C-A593-0A066A438904
CS85818	C973	(2-trans,6-trans)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol
CS85819	C973	InChI=1/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11
CS85820	C5898	Oxiran-2-one
CS85821	C5898	42879-41-4
CS85822	C5898	Acetolactone
CS85823	C5898	Oxiranone
CS85824	C5898	Oxymethylenketon
CS85825	C5898	AC1L9HWL
CS85826	C5898	CTK1D2961
CS85827	C5898	DTXSID30332189
CS85828	C58	palmitoleic acid
CS85829	C58	(Z)-Hexadec-9-enoic acid
CS85830	C58	cis-9-Hexadecenoic acid
CS85831	C58	9-cis-Hexadecenoic acid
CS85832	C58	373-49-9
CS85833	C58	zoomaric acid
CS85834	C58	(Z)-9-hexadecenoic acid
CS85835	C58	cis-9-palmitoleic acid
CS85836	C58	(9Z)-Hexadecenoic acid
CS85837	C58	palmitoleate
CS85838	C58	Palmitolinoleic acid
CS85839	C58	cis-Palmitoleic acid
CS85840	C58	9Z-hexadecenoic acid
CS85841	C58	(9Z)-hexadec-9-enoic acid
CS85842	C58	Hexadecenoate
CS85843	C58	Oleopalmitate
CS85844	C58	Zoomerate
CS85845	C58	Zoomeric acid
CS85846	C58	cis-Palmitoleate
CS85847	C58	9-Hexadecenoate
CS85848	C58	Oleopalmitic acid
CS85849	C58	UNII-209B6YPZ4I
CS85850	C58	9-cis-hexadecenoate
CS85851	C58	9Z-palmitoleic acid
CS85852	C58	cis-Delta(9)-hexadecenoic acid
