title,author,DOI_link,DOI,vol,JOURNAL,profile_c
Constituents of essential oils of Cupressus arizonica Greene from Uttarakhand Himalaya (India),"Hema Lohani, Ujjwal Bhandari, Garima Gwari, S. Zafar Haider & Nirpendra K. Chauhan",https://doi.org/10.1080/10412905.2015.1043398,10.1080/10412905.2015.1043398,"VOL. 27, 459-463 (Sep/Oct 2015)",Journal of Essential Oil Research,JECarintaalal11m2015bra#JECarindialal20m2015bra
Constituents of Hypericum hircinum Oils.,"Alessandra Bertoli, Luisa Pistelli, Ivano Morelli, Guido Spinclli, Francesco Menichini.",https://doi.org/10.1080/10412905.2000.9712171,10.1080/10412905.2000.9712171,"VOL. 12, 617-620 (Sep/Oct 2000)",Journal of Essential Oil Research,JEHhirecoit2000Lea#JEHhirecoit2000Fru
Constituents of Stem Oil of Zhumeria majdae Rech.from Iran,"K. Javidnia, M. R. Moein, M. Ayatollahi, S. Moein, Z. Amoozegar & A. Rustaiyan",https://doi.org/10.1080/10412905.2006.9699395,10.1080/10412905.2006.9699395,"VOL. 18, 91-92 (Jan/Feb 2006)",Journal of Essential Oil Research,JEZmair2006Ste
Constituents of the Essential Oil from Hairy Roots and Plant Roots of Arnica montana L.,"I. Weremczuk-Jezyna and H. Wysokinska, D. Kalemba",https://doi.org/10.1080/10412905.2011.9700432,10.1080/10412905.2011.9700432,"VOL. 23, 91-97 (Jan/Feb 2011)",Journal of Essential Oil Research,JEAmoeu2011Roo#JEAmoeu2011Hai
"Constituents of the Essential Oil from Leaves and Seeds of Blepharocalyx tweediei (Hook, et Arn.) Berg and B. gigantea Lillo","Ricardo Furlán, Susana Zacchino, Martha Gattuso, Pascale Bradessi, Joseph Casanova, Roser Vila & Salvador Cañigueral",https://doi.org/10.1080/10412905.2002.9699815,10.1080/10412905.2002.9699815,"VOL. 14, 175-178 ( May/June 2002)",Journal of Essential Oil Research,JEBtwar2002see
"Constituents of the Essential Oil from Leaves and Seeds of Blepharocalyx tweediei (Hook, et Arn.) Berg and B. gigantea Lillo","Ricardo Furlán, Susana Zacchino, Martha Gattuso, Pascale Bradessi, Joseph Casanova, Roser Vila & Salvador Cañigueral",https://doi.org/10.1080/10412905.2002.9699815,10.1080/10412905.2002.9699815,"VOL. 14, 175-178 (May/June 2002)",Journal of Essential Oil Research,JEBtwar2002see
"Constituents of the Essential Oil from Leaves and Seeds of Blepharocalyx tweediei (Hook, et Arn.) Berg and B. gigantea Lillo","Ricardo Furlan, Susana Zacchino, Martha Gattuso, Pascale Bradessi, Joseph Casanova, Roser Vila, Salvador Canigueral",https://doi.org/10.1080/10412905.2002.9699815,10.1080/10412905.2002.9699815,"VOL. 14, 175-178 ( May/June 2002)",Journal of Essential Oil Research,JEBgiar2002see#JEBtwar2002lea#JEBgiar2002lea
"Constituents of the Essential Oil from Leaves and Seeds of Blepharocalyx tweediei (Hook, et Arn.) Berg and B. gigantea Lillo","Ricardo Furlan, Susana Zacchino, Martha Gattuso, Pascale Bradessi, Joseph Casanova, Roser Vila, Salvador Canigueral",https://doi.org/10.1080/10412905.2002.9699815,10.1080/10412905.2002.9699815,"VOL. 14, 175-178 (May/June 2002)",Journal of Essential Oil Research,JEBtwar2002lea#JEBgiar2002lea#JEBgiar2002see
Constituents of the Essential Oil of Artemisia coerulescens L. var. palmata Lam.,"Guido Flamini, Pier Luigi Cioni, Ivano Morelli, Rita Elisabetta Uncini-Manganelli & Paolo Emilio Tomei",https://doi.org/10.1080/10412905.2001.9699634,10.1080/10412905.2001.9699634,"VOL. 13, 125-127 (Mar/Apr 2001)",Journal of Essential Oil Research,JEAcopiit2001Flo
Constituents of the Essential Oil of Commiphora myrrha (Nees) Engl. Var. molmol.,"Katayoun Morteza-Semnani, Madjid Saeedi.",https://doi.org/10.1080/10412905.2003.9712264,10.1080/10412905.2003.9712264,"VOL. 15, 50-51 (Jan/Feb 2003)",Journal of Essential Oil Research,JECmyir2003Ole
Constituents of the Essential Oil of Cyperus maculatus Boeck.,"Y. Mahmout, J.M. Bessiere, R. Dolmazon.",https://doi.org/10.1080/10412905.2002.9699848,10.1080/10412905.2002.9699848,"VOL. 14, 263-265 (July/Aug 2002)",Journal of Essential Oil Research,JECmadoch2002Rhi
Constituents of the Essential Oil of Dicyclophora persica Boiss. from Iran,"K. Javidnia, R. Miri, M. Soltani & A. R. Khosravi",https://doi.org/10.1080/10412905.2008.9700070,10.1080/10412905.2008.9700070,"VOL. 19, 543–544 (Nov/Dec 2007)",Journal of Essential Oil Research,JEDpeir2007Aer
Constituents of the Essential Oil of Echinophora platyloba DC. Growing Wild in Iran,"Hefzollah Mazloomifar, Mohammad Saber-Tehrani, Abdolhossein Rustaiyan",https://doi.org/10.1080/10412905.2004.9698722,10.1080/10412905.2004.9698722,"VOL. 16, 284-285 (July August 2004)",Journal of Essential Oil Research,JEEplir2004Aer
Constituents of the Essential Oil of Eugenia nitida Camb. (Myrtaceae),"Roberto C. C. Martins, Leila V. Alegrio, Rosane X. Castro & Ronoel L.O. Godoy",https://doi.org/10.1080/10412905.1999.9712005,10.1080/10412905.1999.9712005,"VOL. 11, 724-726 (Nov/Dec 1999)",Journal of Essential Oil Research,JEEnibr1999Lea
Constituents of the Essential Oil of Laggera tomentosa Sch. Bip ex Oliv. et Hiern Endemic to Ethiopia,"Nigit Asfaw, Hans J. Storesund, Arne J. Aasen",https://doi.org/10.1080/10412905.2003.9712081,10.1080/10412905.2003.9712081,"VOL. 15, 102-105 (Mar/Apr 2003)",Journal of Essential Oil Research,JELtoshet2003Lea
Constituents of the Essential Oil of Marrubium astracanicum Jacq. from Iran,"K. Javidnia, R. Miri, M. Soltani & A. R. Khosravi",https://doi.org/10.1080/10412905.2007.9699326,10.1080/10412905.2007.9699326,"VOL. 19, 559-561 (Nov/Dec 2007)",Journal of Essential Oil Research,JEMasir2007Aer
Constituents of the Essential Oil of Meriandra bengalensis Benth. Leaves from India,"Virendra S. Rana, M. Amparo Blazquez",https://doi.org/10.1080/10412905.2009.9700097,10.1080/10412905.2009.9700097,"VOL. 21, 22-23 (Jan/Feb 2009)",Journal of Essential Oil Research,JEMbein2009Lea
Constituents of the Essential Oil of Myrciaria tenella (DC.) O. Berg,"Eloisa Helena A. Andrade, Maria das Graças B. Zoghbi & Ana Carla M. Silva",https://doi.org/10.1080/10412905.2006.9699396,10.1080/10412905.2006.9699396,"VOL. 18, 93-94 (Jan/Feb 2006)",Journal of Essential Oil Research,JEMtebr2006Lea
Constituents of the Essential Oil of Pycnocycla nodiflora Decne. ex Boiss. from Iran,"K. Javidnia, R. Miri, M. Soltani & A. R. Khosravi",https://doi.org/10.1080/10412905.2008.9700070,10.1080/10412905.2008.9700070,"VOL. 20, 502-504 (Nov/Dec 2008)",Journal of Essential Oil Research,JEPnoir2008Aer
Constituents of the Essential Oil of Ruta chalepensis L. from Iran.,"Abdolhossein Rustaiyan, Morteza Khossravi, Faramarz Sultani-Lotfabadi, Mohammad Yari, Shiva Masoudi, Aazam Monfared.",https://doi.org/10.1080/10412905.2002.9699892,10.1080/10412905.2002.9699892,"VOL. 14, 378-379 (Sep/Oct 2002)",Journal of Essential Oil Research,JERchir2002Aer
"Constituents of the Essential Oil of Solidago litoralis, an Endemic Plant from Northern Tuscany (Italy)","Alessandra Bertoli, Pier Luigi Cioni, Guido Flamini, Ivano Morelli, Guido Spinelli & Paolo Emilio Tomei",https://doi.org/10.1080/10412905.1999.9701114,10.1080/10412905.1999.9701114,"VOL. 11, 215-216 (Mar/Apr 1999)",Journal of Essential Oil Research,JESlinotuit1999Aer
Constituents of the Essential Oil of Stachys pilifera Benth. from Iran,"K. Javidnia, R. Miri, M. R. Moein, M. Kamalinejad & H. Sarkarzadeh",https://doi.org/10.1080/10412905.2006.9699086,10.1080/10412905.2006.9699086,"VOL. 18, 275-277 (May/June 2006)",Journal of Essential Oil Research,JESpiir2006Aer
Constituents of the Essential Oil of Tanacetum lingulatum (Boiss.) Bornm.,"Suleiman Afsharypuor, Maryam Mosaffa Jahromy",https://doi.org/10.1080/10412905.2003.9712069,10.1080/10412905.2003.9712069,"VOL. 15, 74-76 (Mar/Apr 2003)",Journal of Essential Oil Research,JETliir2003Aer
Constituents of the Essential Oil of Zataria multiflora Boiss. From Pakistan,"Viqar Udinn Ahmad, Amir Reza Jassbi & Rasool Bakhsh Tareen",https://doi.org/10.1080/10412905.1999.9701104,10.1080/10412905.1999.9701104,"VOL. 11, 179-181 (Mar/Apr 1999)",Journal of Essential Oil Research,JEZmupa1999Aer
Constituents of the essential oils from different organs of Artemisia campestris L. subsp.campestris,A. Lis & M. Kowal,https://doi.org/10.1080/10412905.2015.1073184,10.1080/10412905.2015.1073184,"VOL. 27, 545-550 (Nov/Dec 2015)",Journal of Essential Oil Research,JEAcapo2015inf#JEAcapo2015roo#JEAcapo2015flo#JEAcapo2015ste#JEAcapo2015lea
Constituents of the Leaf Secretory Hairs of Agastache foeniculum Kuntze,"B.B. Tirillini, A.A. Menghini, R.R. Pellegrino",https://doi.org/10.1080/10412905.1997.9700708,10.1080/10412905.1997.9700708,"VOL. 9, 19-21 (Jan/Feb 1997)",Journal of Essential Oil Research,JEAfonoam1997Lea#JEAfonoam1997Tri
"Constituents of the rhizome Oils of Boesenbergia pandurata(Roxb.) Schlecht from Malaysia,Indonesia and Thailand","Ibrahim bin Jantan,Isruana Basni,Abu Said Abmad,Nor Azah Mohd Ali,Abdul Rashih Ahmad, Halijah Ibrahim",https://doi.org/10.1002/ffj.956,10.1002/ffj.956,"VOL. 16, 110-112 (2001)",Flavour and Fragrance Journal,JEBpama2001rhi
Constituents of the Volatile Oil of Ferulago angulata (Schlecht.) Boiss. from Iran,"K. Javidnia, R. Miri, N. Edraki, M. Khoshneviszadeh & A. Javidnia",https://doi.org/10.1080/10412905.2006.9699163,10.1080/10412905.2006.9699163,"VOL. 18, 548-550 (Sep/Oct 2006)",Journal of Essential Oil Research,JEFanir2006Aer
Constituents of the Volatile Oil of Inula oculus-christi L. from Iran,"Katayoun Javidnia, Armita Banani, Ramin Miri, Mohammad Kamalinejad & Azita Javidnia",https://doi.org/10.1080/10412905.2006.9699203,10.1080/10412905.2006.9699203,"VOL. 18, 676-678 (Nov/Dec 2006)",Journal of Essential Oil Research,JEIocalmo2006Aer
Constituents of the Volatile Oils of Dracocephalum kotschyi Boiss. from Iran,"K. Javidnia, R. Miri, M. Kamalinejad & M. Khoshneviszadeh",https://doi.org/10.1080/10412905.2006.9699107,10.1080/10412905.2006.9699107,"VOL. 18, 342-344 (May/June 2006)",Journal of Essential Oil Research,JEDkoir2006Who#JEDkoir2006Roo
Content and Composition of the Oil from Melissa officinalis L. after Application of Ridomil 72 WP,"Magda Holla, Stefania Vaverkova, Josef Tekel, Emil Havrenek",https://doi.org/10.1080/10412905.2000.9699573,10.1080/10412905.2000.9699573,"VOL. 12, 496-498 (July/Aug 2000)",Journal of Essential Oil Research,JEMofslre2000Lea
Contents and chemical composition of essential oils from wild strawberry (Fragaria vesca L.),Agnieszka Najda and Magdalena Dyduch,,,"VOL. 55(3), 153-162 (2009)",Herba polonica,JEFvepo2009lear#JEFvepo2009infr#JEFvepo2009infrb#JEFvepo2009learb
Coriander Essential Oil Composition from Two Genotypes Grown in Different Environmental Conditions,"Alejandra Gil, Elba B. de la Fuente, Adriana E. Lenardis, Monica Lopez Pereira, Susana A. Suarez,Arnaldo Bandoni, Catalina van Baren, Paola Di Leo Lira & Claudio M. Ghersa",https://doi.org/10.1021/jf011128i,10.1021/jf011128i,"VOL. 50(10), 2870-2877 (2002)",Journal of Agricultural and Food Chemistry,JECsaar2002Fru#JECsaeu2002Fru
Correlation between chemical composition and antimicrobial activity . VI.Activity of some african essential oils.,"Jean-Claude Chalchat, Raymond-Philippe Garry, Chantal Menut, Gerard Lamaty, Robert Malhuret and Jean Chopineau",https://doi.org/10.1080/10412905.1997.9700717,10.1080/10412905.1997.9700717,"VOL.9(1),67-75(1997)",Journal of Essential Oil Research,JEACobareca1997Lea
Cytotoxic and apoptotic effects of Lindera strychnifolia leaf essential oil,"Runwei Yan, Yang Yang & Guolin Zou",https://doi.org/10.1080/10412905.2013.840811,10.1080/10412905.2013.840811,"VOL. 26, 308-314 (July/August 2014)",Journal of Essential Oil Research,JELstch2014lea
Determination of the Essential Oil from Root and Aerial Parts of Artemisia dracunculus L. Cultivated in Central Iran,"Ghasem Haghi, Fatemeh Ghasian & Javad Safaei-Ghomi",https://doi.org/10.1080/10412905.2010.9700327,10.1080/10412905.2010.9700327,"VOL. 22, 294-296 (July/Aug 2010)",Journal of Essential Oil Research,JEAdrceir2010Roo#JEAdrceir2010Aer
"Determination of the Volatile Components in the Fruits and Leaves of Guava Plants (Psidium guajava L.) Grown on Jeju Island, South Korea","Sarah Lee, Young-Suk Km, Hyung-Kyoon Choi & Somi Kim Cho",https://doi.org/10.1080/10412905.2011.9712282,10.1080/10412905.2011.9712282,"VOL. 23, 52-56 (Nov/Dec 2011)",Journal of Essential Oil Research,JEPgusoko2011Fru#JEPgusoko2011Lea
Determination of Uracil Herbicide Residues and Components in Essential Oil of Melissa officinalis L. in Its Main Development Phases,"J.Tekel,M.Holla,S.varerkova,E.Svajdlenka",https://doi.org/10.1080/10412905.1997.9700716,10.1080/10412905.1997.9700716,"VOL. 9, 63-66 (Jan/Feb 1997)",Journal of Essential Oil Research,JEMofnisore1997Lea
Development of Erect Plant Mutant with Improved Patchouli Alcohol in Patchouli [Pogostemon cablin (Blanco) Benth.],"Kanti Rekha, M.K. Bhan, A.K. Dhar",https://doi.org/10.1080/10412905.2009.9700132,10.1080/10412905.2009.9700132,"VOL. 21, 135-137 (Mar/Apr 2009)",Journal of Essential Oil Research,JEPcain2009Lea
Development of improved clones of Jamrosa through induced mutation,"S.N.KaK,M.K.Bhan, K.Rekha",https://doi.org/10.1080/10412905.2000.9712055,10.1080/10412905.2000.9712055,"VOL. 12, 108-110 (Jan/Feb 2000)",Journal of Essential Oil Research,JECnain2000Her
Development of TLC of autographically guided GC-MS profile of phytochemical constituents for comparative assessments in different extracts of Ageratum Conyzoides.,"S. Mishra, B. Dwivedi, A. Singh, L.K.Thakur, R.Rani, R.Parjapati",,,"VOL.6(2),559-561(2014)",International Journal of Pharmacy and Pharmaceutical Sciences,JEACoitu.in2014Aer
"Difference of Growth Traits, Essential Oil Content and Compositions Between Diploid and Iinduced Tetraploid Plants of Basil (Ocimum basilicum L.)","R. Omidbaigia, M. Mirzaei and M. Sedghi Moghadam",https://doi.org/10.1080/0972060x.2010.10643866,10.1080/0972060x.2010.10643866,"VOL. 13(5), 579-587 (2010)",Journal of Essential Oil Bearing Plants,JEObahu2010na
"Differences Between The Inflorescence, Leaf And Stem Essential Oils Of Wild Mentha Pulegium Plants From Zakynthos, Greece","therine M. Cook, Eleni Maloupa, Stella Kokkini & Thomas Lanaras",https://doi.org/10.1080/10412905.2007.9699269,10.1080/10412905.2007.9699269,"VOL. 19, 239-243 (May/June 2007)",Journal of Essential Oil Research,JEMPuzagr2007Ste#JEMPuzagr2007Lea#JEMPuzagr2007Inf
Differentiation of Fruiting and Non-fruiting Pimenta dioica (L.) Merr. Trees Based on Composition of Leaf Volatiles,Donna A. Minott & Heather A. Brown,https://doi.org/10.1080/10412905.2007.9699303,10.1080/10412905.2007.9699303,"VOL. 19, 354-357 (July/Aug 2007)",Journal of Essential Oil Research,JEPdien2007Lea
Distilled Lavandin (Lavandula intermedia Emeric ex Loisel) Wastes: A Rich Source of Coumarin and Herniarin,"Christophe Tiliacos, Emile M. Gaydou, Jean-Marie Bessiere, Raymond Agnel",https://doi.org/10.1080/10412905.2008.9700043,10.1080/10412905.2008.9700043,"VOL. 20, 412-413 (Sep/Oct 2008)",Journal of Essential Oil Research,JELinfr2008Aer
Dry and wet seasons set the phytochemical profile of the Copaifera langsdorffii Desf. essential oils,"Luiz Fernando Rolim de Almeida, Roberto de Oliveira Portella, Roselaine Facanali, Marcia Ortiz Mayo Marques & Fernando Frei",https://doi.org/10.1080/10412905.2014.889050,10.1080/10412905.2014.889050,"VOL. 26, 292-300 (July/August 2014)",Journal of Essential Oil Research,JEClabr2014lea
Eclipta indica L. (Asteraceae): A source of 2-Tridecanone,"Akinola O. Ogunbinu, Isiaka A. Ogunwande, Pier L. Cioni & G. Flamini",https://doi.org/10.1080/10412905.2007.9699306,10.1080/10412905.2007.9699306,"VOL. 19, 363-362 (July/Aug 2007)",Journal of Essential Oil Research,JEEinlani2007Lea
Effect of Altitude on the Essential Oil Constituents of Artemesia roxburghiana Besser var. purpurascens (Jacq.) Hook.,"Flora Haider, Narender Kumar, S. Banerjee, A.A. Naqvi, G.D. Bagchi",https://doi.org/10.1080/10412905.2009.9700177,10.1080/10412905.2009.9700177,"VOL. 21, 303-304 (July/Aug 2009)",Journal of Essential Oil Research,JEArobhtin2009Aer
Effect of Altitude on the Essential Oil Constituents of Artemesia roxburghiana Besser var. purpurascens (Jacq.) Hook.,"Flora Haider, Narender Kumar, S. Banerjee, A.A. Naqvi, G.D. Bagchi.",https://doi.org/10.1080/10412905.2009.9700177,10.1080/10412905.2009.9700177,"VOL. 21, 303-304 (July/Aug 2009)",Journal of Essential Oil Research,JEArobhlin2009Aer#JEAromuin2009Aer
Effect Of Collection Time On Essential Oil Composition Of Lantana Camara Linn (Verbenaceae) Growing In Brazil Northeastern,"Erlânio O. Sousa1, Aracelio V. Colares1, Fabiola F. G. Rodrigues1,Adriana R. Campos2, Sidney G. Lima3 and José Galberto M. Costa",,,"Vol 4:1, 31-37, (2010)",Records Of Natural Products,JELcabr2010Lea
Effect of Mineral Fertilization on the Essential Oil Composition of Tagetes patula L. from Bulgaria,"A. Stojanova, T. Primova, Ch. Anastassov",https://doi.org/10.1080/10412905.2000.9712169,10.1080/10412905.2000.9712169,"VOL. 12, 609-612 (Sep/Oct 2000)",Journal of Essential Oil Research,JETpapl2000lea#JETpapl2000flo
Effect of Planting Time on the Yield of the Essential Oil and Artemisinin in Artemisia annua Under Subtropical Conditions,"M.Ram,M. M. Gupta, A. A .Naqvi and S.Kumar",https://doi.org/10.1080/10412905.1997.9699458,10.1080/10412905.1997.9699458,"VOL. 9, 193-197 (Mar/Apr 1997)",Journal of Essential Oil Research,JEAanch1997Lea
"Effect of the Leaf Drying and Geographic Sources on the Essential Oil Composition of Juniperus thurifera L. var. Africana Maire from the Tensift - Al Haouz, Marrakech Region.","Nadia Achak, Abderrahmane Romane, Mohamed Alifriqui & Robert P. Adams",https://doi.org/10.1080/10412905.2008.9699990,10.1080/10412905.2008.9699990,"VOL. 20, 200-204 (May/June 2008)",Journal of Essential Oil Research,JEJthailktealhamam2008leaf#JEJthfoistealhamam2008lead#JEJthailktealhamam2008lead#JEJthfoistealhamam2008leaf#JEJthplofmatealhamam2008leaf#JEJthplofmatealhamam2008lead
Effect of Water Stress and Potassium Humate on the Productivity of Oregano Plant using saline and fresh water irrigation,"H.A.H Said-Al Ahl, M.S.Hussein",https://doi.org/10.1021/jf990835x,10.1021/jf990835x,"VOL. 3(1), 125-141 (March 2010)",Ozean Journal of Applied Sciences,JEOvueg2010her
Effects of Mentha longifolia essential oil on ruminal and abomasal longitudinal smooth muscle in sheep,"Ghader Jalilzadeh-Amin, Massoud Maham, Bahram Dalir-Naghadeh & Farshad Kheiri",https://doi.org/10.1080/14786410701394142,10.1080/14786410701394142,"VOL. 24, 61-69 (Jan/Feb 2012)",Journal of Essential Oil Research,JEMlourir2012Aer
"Effects of Cinnamomum zeylanicum and Ocimum basilicum essential oils on the growth of Staphylococcus aureus ATCC 29213 and gene expression of enterotoxins A, C and E",Maryam Azizkhani & Mahnoosh Parsaeimehr,https://doi.org/10.1080/10412905.2015.1065774,10.1080/10412905.2015.1065774,"VOL. 27, 506-513 (Nov/Dec 2015)",Journal of Essential Oil Research,JEAroheutin79533055182015aer#JEArochutin79352988952015aer
"Enantiomer differentiation of key volatile constituents from leaves, stems, rhizome and flowers of cultivated Hedychium coronariumKoenig from India","Pragadheesh V. Shanmugam, Anju Yadav & C.S. Chanotiya",https://doi.org/10.1080/10412905.2014.987929,10.1080/10412905.2014.987929,"VOL. 27, 101-106 (Mar/Apr 2015)",Journal of Essential Oil Research,JEPKuin2015aer#JEHcoin2015rhi#JECflin2015roo#JEPKuin2015roo
Epicuticular Wax of Juvenile Eucalyptus Leaves and Headspace Analysis of Leaf Volatiles,"Michelle G. Wirthensohn, Margaret Sedgley & Graham P.",https://doi.org/10.1080/10412905.2000.9699550,10.1080/10412905.2000.9699550,"VOL. 12, 401-411 (July/Aug 2000)",Journal of Essential Oil Research,JEEkrau2000Lea#JEEmaau2000Lea#JEEguau2000Lea#JEEbrau2000Lea
Epicuticular Wax of Juvenile Eucalyptus Leaves and Headspace Analysis of Leaf Volatiles,"Michelle G. Wirthensohn, Margaret Sedgley, Graham P. Jones",https://doi.org/10.1080/10412905.2000.9699550,10.1080/10412905.2000.9699550,"VOL. 12, 401-411 (July/Aug 2000)",Journal of Essential Oil Research,JEEmasoau2000lea#JEEorsoau2000lea#JEEkrsoau2000lea#JEEbrsoau2000lea#JEEgusoau2000lea#JEEcrsoau2000lea
Essential Composition of Aloysia gratissima From Brazil,"Graziella Trovati, Gilberto O. Chierice, Edger A. Sanches, Mario S. Galhiane.",https://doi.org/10.1080/10412905.2009.9700183,10.1080/10412905.2009.9700183,"VOL. 21, 325-328 (July/Aug 2009)",Journal of Essential Oil Research,JEAgrbr2009Aer
Essential Leaf Oil Composition of Myrrhis odorata (L.) Scop. Grown in Finland,"Jouko S. Uusitalo, Jorma E. Jalonen, Abbas Aflatuni & Sirkka L. Luoma",https://doi.org/10.1080/10412905.1999.9701174,10.1080/10412905.1999.9701174,"VOL. 11, 423-425 (Juy/Aug1999)",Journal of Essential Oil Research,JEModfi1999Lea
"Essential Oil-Bearing Plants from Nigeria: Studies on Vernonia perrottettii (Leaf and Stem Bark), Young Leaves from Eucalyptus decaisneana and Immature Leaves of Hyptis suaveolens","Akinola O. Ogunbinu, Sunday O. Okeniyi, Guido Flamini, Pier L. Cioni, Isiaka A. Ogunwande, E.T. Olayinka",https://doi.org/10.1080/10412905.2009.9700137,10.1080/10412905.2009.9700137,"VOL. 21, 154-158 (Mar/Apr 2009)",Journal of Essential Oil Research,JEVpeisni2009lea#JEVpeisni2009ste#JEEdeiwni2009lea
"Essential Oil-Bearing Plants from Nigeria: Studies on Vernonia perrottettii (Leaf and Stem Bark), Young Leaves from Eucalyptus decaisneana and Immature Leaves of Hyptis suaveolens","Akinola O. Ogunbinu, Sunday O. Okeniyi, Guido Flammini, Pier L. Cioni, Isiaka A. Ogunwande, E.T. Olayinka",https://doi.org/10.1080/10412905.2009.9700137,10.1080/10412905.2009.9700137,"VOL. 21, 154-158 (Mar/Apr 2009)",Journal of Essential Oil Research,JEHsuni2000Lea#JEHsuni2009Lea
Essential Oil Analyses of The Root Oils Of 10 Bupleurum Species From China,"Xiu-Qin Li, Zhong-Gui He, Kai-Shun Bi, Zong-Hua Song & Liang Xu",https://doi.org/10.1080/10412905.2007.9699268,10.1080/10412905.2007.9699268,"VOL. 19, 234–238 (May/June 2007)",Journal of Essential Oil Research,JEBmach2007Roo#JEBmalch2007Roo#JEBmich2007Roo#JEByich2007Roo#JEBsmch2007Roo#JEBwech2007Roo#JEBloch2007Roo#JEBbich2007Roo#JEBchch2007Roo#JEBscch2007Roo
Essential Oil analysis of Curcuma aeruginosa Leaves from south india,"Leopold Jirovetz, Gerhard Buchbauer, Christiane Puschmann, Mohamed P.Shafi, M.K.Geetha Nambiar",https://doi.org/10.1080/10412905.2000.9712039,10.1080/10412905.2000.9712039,"VOL. 12, 47-49 (Jan/Feb 2000)",Journal of Essential Oil Research,JECaecaunkein2000Lea
Essential Oil Analysis of Fuernrohria setifolia C. Koch from Iran,"Ali Sonboli, Peyman Salehi & Masoud Mohammadi Vala",https://doi.org/10.1080/10412905.2007.9699228,10.1080/10412905.2007.9699228,"VOL. 19, 47–48 (Jan/Feb 2007)",Journal of Essential Oil Research,JEFseir2007Aer
Essential Oil Analysis of Hemidesmus indicus R.Br. Roots from Southern India.,"Leopold Jirovetz, Gerhard Buchbauer, Martina Hoferl, Mohamed P. Shafi, P.G. Sagaran.",https://doi.org/10.1080/10412905.2002.9699914,10.1080/10412905.2002.9699914,"VOL. 14, 437-438 (Nov/Dec 2002)",Journal of Essential Oil Research,JEHincaunkein2002Roo
Essential Oil Analysis of Micromeria nubigena H.B.K. and its Antimicrobial Activity,"Hesham R. El-Seedi, Awatef Khattab, Ahmed H.M. Gaara, Tahia K. Mohamed, Naser A. Hassan, Amel E. El-kattan",https://doi.org/10.1080/10412905.2008.9700057,10.1080/10412905.2008.9700057,"VOL. 20, 452-456 (Sep/Oct 2008)",Journal of Essential Oil Research,JEMnueg2008Lea
Essential Oil Analysis of Spilanthes acmella Murr. Fresh Plants from Southern India,"Leopold Jirovetz, Gerhard Buchbauer, Andrea Wobus, Mohamed P.Shafi, George T. Abraham",https://doi.org/10.1080/10412905.2005.9698952,10.1080/10412905.2005.9698952,"VOL. 17, 429-431 (July/Aug 2005)",Journal of Essential Oil Research,JESackein2005Who
Essential Oil Analysis of Two Endemic Eryngium Species from Serbia,"Chrysostomos Capetanos, Vasiliki Saroglou, Peter D. Marin, Simic, Helen D. Skaltsa",https://doi.org/10.2298/jsc0710961c,10.2298/jsc0710961c,"VOL. 72(10), 961-965 (2007)",Journal of the Serbian Chemical Society,JEEsese2007Aer#JEEpase2007Aer
Essential Oil and Headspace Analysis of the Maritime Bombycilaena erecta and Otanthus maritimus Species Growing Wild in Greece,"Maria Tsoukatou, Constantinos Vagias, Catherine Harvala & Vassilios Roussis",https://doi.org/10.1080/10412905.2000.9699536,10.1080/10412905.2000.9699536,"VOL. 12, 360-364 (May/June 2000)",Journal of Essential Oil Research,JEBerisofke2000Aer
Essential Oil and Headspace Analysis of the Maritime Bombycilaena erecta and Otanthus maritimus Species Growing Wild in Greece,"Maria Tsoukatou, Constantinos Vegias, Catherine Harvala, Vassilios Roussis",https://doi.org/10.1080/10412905.2000.9699536,10.1080/10412905.2000.9699536,"VOL. 12, 360-364 (May/June 2000)",Journal of Essential Oil Research,JEOmaisofcr2000Aer
Essential Oil and Headspace Constituents from the Aerial Parts of Aster ageratoides Turcz. var. Ovatus Nakai,"Mitsuo Miyazawa, Jyunichi Kawata, Kanako Kohno, Mari Imai & Toshirou Ono",https://doi.org/10.1080/10412905.2008.9699408,10.1080/10412905.2008.9699408,"VOL. 20, 43-45 (Jan/Feb 2008)",Journal of Essential Oil Research,JEAagja2008Aer
Essential Oil Chamomile Chamomilla recutita (L.) Rausch. from Iran,"Jorge A. Pino, Farhad Bayat, Rolando Marbot, Juan Aguero",https://doi.org/10.1080/10412905.2002.9699903,10.1080/10412905.2002.9699903,"VOL. 14, 407-408 (Nov/Dec 2002)",Journal of Essential Oil Research,JECreir2002flo
Essential Oil Comparison of Hypericum perforatum L. subsp. perforatum and subsp. veronense (Schrank) Ces. from Central Italy,Filippo Maggi & Giovanni Ferretti,https://doi.org/10.1080/10412905.2008.9700067,10.1080/10412905.2008.9700067,"VOL. 20, 492-494 (Nov/Dec 2008)",Journal of Essential Oil Research,JEHpeit2008flo
Essential Oil Components in the Epigeous and Hypogeous Parts of Meum athamanticum Jacq,"Bruno Tirillini, Roberto Pellegrino, Alessandro Menghini & Barbara Tomaselli",https://doi.org/10.1080/10412905.1999.9701124,10.1080/10412905.1999.9701124,"VOL. 11, 251-252 (Mar/Apr 1999)",Journal of Essential Oil Research,JEMatit1999Epi#JEMatit1999Hyp
