,title,author,vol,journal,DOI_link,DOI_number,Crossref_link
1707,Constituents of the Essential Oil of Meriandra bengalensis Benth. Leaves from India,"Virendra S. Rana, M. Amparo Blazquez","VOL. 21, 22-23 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700097,10.1080/10412905.2009.9700097,
1708,Composition and Comparison of Essential Oils of Pogostemon cablin (Blanco) Benth. (Patchouli)) and Pogostemon travancoricus Bedd. Var. travancoricus,"V.Sundaresan, S.P. Singh, A.N. Miahra, Ajit K. Shasany, Mahendra P. Darokar, Alok Kalra, A.A. Naqvi.","VOL. 21, 220-222 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700152,10.1080/10412905.2009.9700152,
1709,Composition and Comparison of Essential Oils of Pogostemon cablin (Blanco) Benth. (Patchouli)) and Pogostemon travancoricus Bedd. Var. travancoricus,"V.Sundaresan, S.P. Singh, A.N. Miahra, Ajit K. Shasany, Mahendra P. Darokar, Alok Kalra, A.A. Naqvi.","VOL. 21, 220-222 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700152,10.1080/10412905.2009.9700152,
1710,Composition of Essential Oil of Salvia compressa Vent. And Cyclotrichium leucotrichum (Stapf. Ex Rech.f.) Leblebici From Iran,"Abdolhossein Rustaiyan, Mina Jamzad, Kambiz Larijani, Shiva Masoudi, Ziba Jamzad.","VOL. 21, 222-224 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700153,10.1080/10412905.2009.9700153,
1711,Composition of Essential Oil of Salvia compressa Vent. And Cyclotrichium leucotrichum (Stapf. Ex Rech.f.) Leblebici From Iran,"Abdolhossein Rustaiyan, Mina Jamzad, Kambiz Larijani, Shiva Masoudi, Ziba Jamzad.","VOL. 21, 222-224 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700153,10.1080/10412905.2009.9700153,
1712,An Efficient Method for the Micropropagation of Lavanders: Regeneration of a Unique Mutant,"Letitia Falk, Kamal Biswas, Astrid Boeckelmann, Alexender Lane, Sohell S. Mahmoud.","VOL. 21, 225-228 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700154,10.1080/10412905.2009.9700154,
1713,An Efficient Method for the Micropropagation of Lavanders: Regeneration of a Unique Mutant,"Letitia Falk, Kamal Biswas, Astrid Boeckelmann, Alexender Lane, Sohell S. Mahmoud.","VOL. 21, 225-228 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700154,10.1080/10412905.2009.9700154,
1714,An Efficient Method for the Micropropagation of Lavanders: Regeneration of a Unique Mutant,"Letitia Falk, Kamal Biswas, Astrid Boeckelmann, Alexender Lane, Sohell S. Mahmoud.","VOL. 21, 225-228 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700154,10.1080/10412905.2009.9700154,
1715,Aromatic Plants of French Polynesia. Iii. Constituents of the Essentiakl Oil Leaves of Ocimum basilicum L.,"Fanny Adam, Isabelle Vahirua-Lechat, Eric Deslandes, Jean Marie Bessiere.","VOL. 21, 237-240 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700158,10.1080/10412905.2009.9700158,
1716,Aromatic Plants of French Polynesia. Iii. Constituents of the Essentiakl Oil Leaves of Ocimum basilicum L.,"Fanny Adam, Isabelle Vahirua-Lechat, Eric Deslandes, Jean Marie Bessiere.","VOL. 21, 237-240 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700158,10.1080/10412905.2009.9700158,
1717,Aromatic Plants of French Polynesia. Iii. Constituents of the Essentiakl Oil Leaves of Ocimum basilicum L.,"Fanny Adam, Isabelle Vahirua-Lechat, Eric Deslandes, Jean Marie Bessiere.","VOL. 21, 237-240 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700158,10.1080/10412905.2009.9700158,
1718,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1719,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1720,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1721,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1722,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1723,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1724,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1725,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1726,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1727,"Chemical Variation on the Essential Oils of Cunila spicata Benth. (Lamiaceae), an Aromaric and Medicinal Plant From South Brazil.","Sergio Echeverrigaray, Marcos Albuquerque, Jucimar Zacaria.","VOL. 21, 241-245 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700159,10.1080/10412905.2009.9700159,
1728,Composition of the Essential Oils of the leaves and Flowers of Thymus pallescens de Noe and Origanum floribundum Munby From Algeria.,"Mohamed Hazzit, Aoumeur Baaliouamer","VOL. 21, 267-270 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700166,10.1080/10412905.2009.9700166,
1729,Composition of the Essential Oils of the leaves and Flowers of Thymus pallescens de Noe and Origanum floribundum Munby From Algeria.,"Mohamed Hazzit, Aoumeur Baaliouamer","VOL. 21, 267-270 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700166,10.1080/10412905.2009.9700166,
1730,Composition of the Essential Oils of the leaves and Flowers of Thymus pallescens de Noe and Origanum floribundum Munby From Algeria.,"Mohamed Hazzit, Aoumeur Baaliouamer","VOL. 21, 267-270 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700166,10.1080/10412905.2009.9700166,
1731,Composition of the Essential Oils of the leaves and Flowers of Thymus pallescens de Noe and Origanum floribundum Munby From Algeria.,"Mohamed Hazzit, Aoumeur Baaliouamer","VOL. 21, 267-270 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700166,10.1080/10412905.2009.9700166,
1732,Phytoconstituents of the Essential Oil of Craniotome furcata (Link.) O. Kuntze.,"Rajesh K. Joshi, Chitra Pande","VOL. 21, 270-271 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700167,10.1080/10412905.2009.9700167,
1733,Chemical Composition and Antimicrobial Activity of Essential Oil of Stachys persica Gmel.,"Katayoun Morteza-Semnani, Majid Saeedi.","VOL. 21, 279-282 (May/June 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700170,10.1080/10412905.2009.9700170,
1734,The Essential Oil Composition of Clinopodium vulgare L. from Iran,Katayoun Morteza-Semnani,"VOL. 21, 31-32 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2008.9700065,10.1080/10412905.2008.9700065,
1735,"Antioxidant Capacity of the Essential Oils From Lavandula luisieri, L. stoechas subsp. Lusitanica, L. stoechas subsp. Lusitanica x L. luisieri and L. viridis Grown in Algarve (Portugal)","Fabiola Matos, Maria G. Miguel, Joao Duarte, Florencia Venancio, Cristina Moiteiro, Ana I.D. Correia.","VOL. 21, 327-336 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700184,10.1080/10412905.2009.9700184,
1736,"Antioxidant Capacity of the Essential Oils From Lavandula luisieri, L. stoechas subsp. Lusitanica, L. stoechas subsp. Lusitanica x L. luisieri and L. viridis Grown in Algarve (Portugal)","Fabiola Matos, Maria G. Miguel, Joao Duarte, Florencia Venancio, Cristina Moiteiro, Ana I.D. Correia.","VOL. 21, 327-336 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700184,10.1080/10412905.2009.9700184,
1737,"Antioxidant Capacity of the Essential Oils From Lavandula luisieri, L. stoechas subsp. Lusitanica, L. stoechas subsp. Lusitanica x L. luisieri and L. viridis Grown in Algarve (Portugal)","Fabiola Matos, Maria G. Miguel, Joao Duarte, Florencia Venancio, Cristina Moiteiro, Ana I.D. Correia.","VOL. 21, 327-336 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700184,10.1080/10412905.2009.9700184,
1738,"Antioxidant Capacity of the Essential Oils From Lavandula luisieri, L. stoechas subsp. Lusitanica, L. stoechas subsp. Lusitanica x L. luisieri and L. viridis Grown in Algarve (Portugal)","Fabiola Matos, Maria G. Miguel, Joao Duarte, Florencia Venancio, Cristina Moiteiro, Ana I.D. Correia.","VOL. 21, 327-336 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700184,10.1080/10412905.2009.9700184,
1739,"Essential Oils from Bolivia. VI. Lamiaceae: (Benth.) Epling, and L.Meyeni (Walp.) Epling","Javier Bernando Lopez Arze, Guy Collin, Francois-Xavier Garneau, France-Ida Jean, Helene Gagnon","VOL. 21, 36-40 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700102,10.1080/10412905.2009.9700102,
1740,"Essential Oils from Bolivia. VI. Lamiaceae: (Benth.) Epling, and L.Meyeni (Walp.) Epling","Javier Bernando Lopez Arze, Guy Collin, Francois-Xavier Garneau, France-Ida Jean, Helene Gagnon","VOL. 21, 36-40 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700102,10.1080/10412905.2009.9700102,
1741,"Essential Oils from Bolivia. VI. Lamiaceae: (Benth.) Epling, and L.Meyeni (Walp.) Epling","Javier Bernando Lopez Arze, Guy Collin, Francois-Xavier Garneau, France-Ida Jean, Helene Gagnon","VOL. 21, 36-40 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700102,10.1080/10412905.2009.9700102,
1742,Seasonal Variation of Essential Oil Yield and Composition of Thyme (Thymus vulgaris L.) Grown in Castilla-La Mancha (Central Spain),"Maria P. Arraiza, Maria P. Andres, Carlos Arrabal, Jose V. Lopez.","VOL. 21, 360-362 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700192,10.1080/10412905.2009.9700192,
1743,Antimicrobial Activities of Essential Oils of Mint and Peppermint as Well as Some of Their Main Compounds,"Leopold Jirovetz, Gerhard Buchbauer, Stefania Bail, Zapriana Denkova, Alexander Slavchev, Albena Stoyanova.","VOL. 21, 363-366 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700193,10.1080/10412905.2009.9700193,
1744,Antimicrobial Activities of Essential Oils of Mint and Peppermint as Well as Some of Their Main Compounds,"Leopold Jirovetz, Gerhard Buchbauer, Stefania Bail, Zapriana Denkova, Alexander Slavchev, Albena Stoyanova.","VOL. 21, 363-366 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700193,10.1080/10412905.2009.9700193,
1745,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1746,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1747,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1748,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1749,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1750,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1751,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1752,The Effects of Extracts Obtained by Supercritical Fluid Extraction and Traditional Extraction Techniques on Larvae Leptinotarsa decemlineata SAY.,"Roman Pavela, Marie Sajfrtova, Helena Sovova, Jindrich Karban, Martin Barnet.","VOL. 21, 367-673 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700194,10.1080/10412905.2009.9700194,
1753,Composition and In vitro Antimicrobial Activities of the Essential Oils of Two Populations of Thymus numidicus Poiret,"Hocine laouer, Nacira Boulaacheb, Salah Akkal, Uwe J. Meierhenrich, Nicolas Baldovini.","VOL. 21, 374-377 (July/Aug 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700195,10.1080/10412905.2009.9700195,
1754,"Volatile Consituents of Micromeria persica Boiss., Hymenocrator platystegius Rech.f. And Scutellaria pinnatifida A. Hamilt. Subsp. Pinnatifida, Three Labiatae Herbs Growing Wild in Iran","Shiva Masoudi, Leila Azad, Bahare Arabshahi, Mohammad Yari, Mina Jamzad, Hashem Akhlaghi, Alireza Motevalizadeh, Abdolhossein Rustaiyan.","VOL. 21, 515-518 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700232,10.1080/10412905.2009.9700232,
1755,"Volatile Consituents of Micromeria persica Boiss., Hymenocrator platystegius Rech.f. And Scutellaria pinnatifida A. Hamilt. Subsp. Pinnatifida, Three Labiatae Herbs Growing Wild in Iran","Shiva Masoudi, Leila Azad, Bahare Arabshahi, Mohammad Yari, Mina Jamzad, Hashem Akhlaghi, Alireza Motevalizadeh, Abdolhossein Rustaiyan.","VOL. 21, 515-518 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700232,10.1080/10412905.2009.9700232,
1756,"Volatile Consituents of Micromeria persica Boiss., Hymenocrator platystegius Rech.f. And Scutellaria pinnatifida A. Hamilt. Subsp. Pinnatifida, Three Labiatae Herbs Growing Wild in Iran","Shiva Masoudi, Leila Azad, Bahare Arabshahi, Mohammad Yari, Mina Jamzad, Hashem Akhlaghi, Alireza Motevalizadeh, Abdolhossein Rustaiyan.","VOL. 21, 515-518 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700232,10.1080/10412905.2009.9700232,
1757,"Volatile Consituents of Micromeria persica Boiss., Hymenocrator platystegius Rech.f. And Scutellaria pinnatifida A. Hamilt. Subsp. Pinnatifida, Three Labiatae Herbs Growing Wild in Iran","Shiva Masoudi, Leila Azad, Bahare Arabshahi, Mohammad Yari, Mina Jamzad, Hashem Akhlaghi, Alireza Motevalizadeh, Abdolhossein Rustaiyan","VOL. 21, 515-518 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700232,10.1080/10412905.2009.9700232,
1758,Composition and Microbial Activity of Salvia amplexicaulis Lam. Essential Oil.,"Silvana Petrovic, Milica Pavlovic, Olga Tzakou, Maria Couladis, Marina Milencovic, Dragana Vucicevic.","VOL. 21, 563-566 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700246,10.1080/10412905.2009.9700246,
1759,Composition and Microbial Activities of Essential Oils From the Aerial Parts and Flowers of Thymus hirtus W. Growing in Tunisia.,"E. Ben Bnina, S. Hammami, M. Daami-Remadi, I. Cheraif, Hafed Hajj;aoui, H. Ben Jannet, M. Ben Said, Z. Mighri.","VOL. 21, 567-672 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700247,10.1080/10412905.2009.9700247,
1760,Composition and Microbial Activities of Essential Oils From the Aerial Parts and Flowers of Thymus hirtus W. Growing in Tunisia.,"E. Ben Bnina, S. Hammami, M. Daami-Remadi, I. Cheraif, Hafed Hajj;aoui, H. Ben Jannet, M. Ben Said, Z. Mighri.","VOL. 21, 567-672 (Nov/Dec 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700247,10.1080/10412905.2009.9700247,
1761,Analysis of the Essential Oil of Stachys circinnata I'Her. from Algeria,"S. Laggoune, A. Kabouche, Z. Kabouche, A.M. El-Azzouny","VOL. 21, 67-68 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700112,10.1080/10412905.2009.9700112,
1762,Chemical Composition of the Essential Oil of Colquhounia coccinea Wall,"Renu Bhatt, R.C. Pandalia, Chitra Pande","VOL. 21, 74-75 (Jan/Feb 2009)",Journal of Essential Oil Research,,,
1763,Chemical Composition of the Essential Oil of Colquhounia coccinea Wall,"Renu Bhatt, R.C. Pandalia, Chitra Pande","VOL. 21, 74-75 (Jan/Feb 2009)",Journal of Essential Oil Research,,,
1764,GC Analysis of Rosemary Aroma Isolated Traditionally by Distillation and by SPME,"Renata Zawirska-Wojtasiak, Erwin Wasowicz","VOL. 21, 8-15 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700094,10.1080/10412905.2009.9700094,
1765,Composition and Antiwormal Activity of Essential Oil from Sideritis taurica Stephan ex Willd Grown in Egypt,"E.A. Aboutabl, K.M. Meselhy, A.M. El-Azzouny","VOL. 21, 94-96 (Jan/Feb 2009)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2009.9700121,10.1080/10412905.2009.9700121,
1766,Terpenoid Compositions and Enantio-differentiation of Linalool and Sclareol in Salvia sclarea L. From Three Different Climatic Regions in India,"A. Yadav , C. S. Chanotiya & A. K. Singh",VOL. 22 589-592(Nov/Dec 2010),Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700406,10.1080/10412905.2010.9700406,
1767,Chemical Constituents of the Essential Oil of Otostegia michauxii Briq. From Iran,"K. Javidnia, R. Miri, M. Soltani, A.R. Khosarvi.","VOL. 22, 1-2 (Jan/Feb 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700252,10.1080/10412905.2010.9700252,
1768,Essential Oils From Wild and Micropropagated Plants of Origanum minutiflorum O. Schwarz et Davis,"Dudu Özkum, Mine Kürkçüoğlu, Kemal H.C. Başer & Rukiye Tipirdamaz","VOL. 22, 135-137 (Mar/Apr 2010)",Journal of Essential Oil Research,,,
1769,"Chemical Composition, Antibacterial and Fungicidal Activities of Leaf Oil of Plectranthus amboinicus (Lour.) Spreng.","José G.M. da Costa, Carla K.B. Pereira, Fabíola F.G. Rodrigues & Sidney G. de Lima","VOL. 22, 183-185 (Mar/Apr 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700298,10.1080/10412905.2010.9700298,
1770,Volatile Constituents of Aerial Parts of Teucrium scordium L. From Iran,"Fraiba Sharififar , Zahra Mahdavi , Mansour Mirtajaldini & Amin Purhematy","VOL. 22, 202-204 (May/June 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700303,10.1080/10412905.2010.9700303,
1771,Seasonal Variations of Teucrium flavum L.Essential Oil,"Maria Lo Presti , Maria L. Crupi , Rosaria Costa , G. Dugo , L. Mondello , Salvatore Ragusa & Luca Santi","VOL. 22, 211-216 (Mar/Apr 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700305,10.1080/10412905.2010.9700305,
1772,Seasonal Variations of Teucrium flavum L.Essential Oil,"Maria Lo Presti , Maria L. Crupi , Rosaria Costa , G. Dugo , L. Mondello , Salvatore Ragusa & Luca Santi","VOL. 22, 211-216 (Mar/Apr 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700305,10.1080/10412905.2010.9700305,
1773,Seasonal Variations of Teucrium flavum L.Essential Oil,"Maria Lo Presti , Maria L. Crupi , Rosaria Costa , G. Dugo , L. Mondello , Salvatore Ragusa & Luca Santi","VOL. 22, 211-216 (Mar/Apr 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700305,10.1080/10412905.2010.9700305,
1774,Volatile Constituents of the Aerial Parts of Salvia apiana Jepson,"Gary R. Takeoka , Christopher Hobbs & Byeoung-Soo Park","VOL. 22, 241-244 (May/June 2010)",Journal of Essential Oil Research,,,
1775,Essential oil composition of two species of Phlomis L. (Phlomis aucheri Boiss. and Phlomis elliptica Benth.) (Lamiaceae) from Iran,"K. Javidnia, R. Miri, M. Soltani & A. R. Khosravi","VOL. 22, 314-317 (July/Aug 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700334,10.1080/10412905.2010.9700334,
1776,Essential oil composition of two species of Phlomis L. (Phlomis aucheri Boiss. and Phlomis elliptica Benth.) (Lamiaceae) from Iran,"K. Javidnia, R. Miri, M. Soltani & A. R. Khosravi","VOL. 22, 314-317 (July/Aug 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700334,10.1080/10412905.2010.9700334,
1777,Composition of the Essential Oils of Calamintha sylvatica Bromf. subsp. sylvatica and Calamintha sylvatica Bromf. subsp. ascendens (Jordan) P.W. Ball,"Sevim Alan, Mine Kürkçüoğlu & K. Hüsnü Can Başer","VOL. 22, 325-327 (July/Aug 2010)",Journal of Essential Oil Research,https://doi.org/10.1016/0378-8741(89)90018-4,10.1016/0378-8741(89)90018-4,
1778,Yield and Composition of the Essential Oil of Ocimum selloi Benth. Cultivated Under Colored Netting,"Larissa C.B. Costa, José E.B.P. Pinto, Evaristo M. Castro, Eduardo Alves, Louise F. Rosal, Suzan K.V. Bertolucci, Péricles B. Alves & Tamara S. Evangelino","VOL. 22, 34-39 (Jan/Feb 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700260,10.1080/10412905.2010.9700260,
1779,Headspace Solvent Microextraction of Volatile Components of Thymus daenensis,"Payman Hashemi, Mir Mehdi Abolghasemi, Hatam Hassanvand & Shahla Ahmadi","VOL. 22, 365-368 (July/Aug 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700347,10.1080/10412905.2010.9700347,
1780,Composition of the Essential Oil from Leaves and Fruits of Salvia palaefolia Kunth Grown in Colombia,"Alfonso García-Rojas, John Fontecha-García, Andrés F. Peralta-Bohórquez, Clara E. Quijano-Celis, Gustavo Morales & Jorge A. Pino","VOL. 22, 369-370 (July/Aug 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700348,10.1080/10412905.2010.9700348,
1781,Chemical Constituents of the Essential Oil of Ajuga austro-iranica Rech. f. (Lamiaceae) from Iran,"K. Javidnia, R. Miri, M. Soltani & A. R. Khosravi","VOL. 22, 392-394 (Sep/Oct 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700252,10.1080/10412905.2010.9700252,
1782,Chemical Composition of the Essential Oil of Phlomis bracteosa Royle ex Benth.,Rajesh K. Joshi & Chitra Pande,"VOL. 22, 397-399 (July/Aug 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700328,10.1080/10412905.2010.9700328,
1783,Essential Oil Composition of Three Balkan Miocromeria Species,"Ivan Palic, Jasna Ursic-Jancovic, Gordana Stojanovic.","VOL. 22, 40-44 (Jan/Feb 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700261,10.1080/10412905.2010.9700261,
1784,Essential Oil Composition of Three Balkan Miocromeria Species,"Ivan Palic, Jasna Ursic-Jancovic, Gordana Stojanovic.","VOL. 22, 40-44 (Jan/Feb 2010)",Journal of Essential Oil Research,https://doi.org/10.1080/10412905.2010.9700261,10.1080/10412905.2010.9700261,
